gene_id	colors
SERPINB4	brown
SERPINB3	brown
SERPINB11	brown
SERPINB7	brown
SERPINB2	brown
SERPINB10	brown
CDH19	turquoise
CBLN2	grey
RP11-567M16.1.1	blue
C2CD4C	turquoise
SHC2	turquoise
PALM	turquoise
MISP	yellow
PLPPR3.1	yellow
CFD.1	turquoise
REEP6	yellow
MIR4321	yellow
AMH	yellow
S1PR4	blue
GIPC3	turquoise
PLIN4	turquoise
PLIN5	turquoise
CTB-50L17.14	turquoise
LRG1	grey
TINCR	brown
FUT6	blue
FUT3	brown
C3	turquoise
PCP2	yellow
FCER2	blue
CLEC4G	turquoise
CD209	turquoise
CTD-3193O13.11	yellow
PRR36	yellow
FBN3	green
KANK3	turquoise
ANGPTL4	turquoise
ADAMTS10	turquoise
MUC16	brown
CTD-2553C6.1	turquoise
COL5A3	turquoise
RGL3	turquoise
CNN1	turquoise
LYL1	blue
CASP14	brown
RASAL3	blue
PGLYRP2	yellow
CYP4F22	turquoise
CYP4F23P	yellow
CYP4F8	yellow
CYP4F3	black
CYP4F12	turquoise
UCA1.1	grey
CYP4F11	yellow
HSH2D	blue
KLF2	turquoise
USHBP1	turquoise
PLVAP	turquoise
B3GNT3	green
KIAA1683	turquoise
GDF15	yellow
LRRC25	blue
COMP	blue
NCAN	brown
CTD-2626G11.2.1	turquoise
AC003973.3	blue
LINC01224	brown
TSHZ3	turquoise
TDRD12	grey
SLC7A10	turquoise
CTD-2540B15.7	turquoise
CEBPA	turquoise
CHST8	yellow
HPN	blue
HPN-AS1	blue
CTD-2527I21.15	brown
FXYD3	red
LGI4	turquoise
FXYD1	turquoise
CTD-2527I21.4	turquoise
MAG	yellow
CD22	blue
FFAR3	turquoise
FFAR2	turquoise
SBSN	brown
AC002398.12	turquoise
HSPB6	turquoise
TYROBP	blue
CTD-2554C21.2	turquoise
AC016582.2	turquoise
PPP1R14A	turquoise
ACP7	brown
NCCRP1	blue
GMFG	blue
FCGBP.1	turquoise
MIA	green
CYP2T1P	yellow
AC092071.1	yellow
CYP2B7P	yellow
CYP2B6	yellow
AXL	turquoise
PCAT19.1	turquoise
CEACAM5	yellow
AC011513.3	yellow
CEACAM6	yellow
CD79A	blue
LIPE	turquoise
CXCL17	grey
PSG4	grey
CBLC	red
APOE	blue
APOC1	blue
EXOC3L2	turquoise
FOSB	turquoise
GPR4	turquoise
NOVA2	turquoise
AC006262.6	grey
HIF3A	turquoise
CCDC8	turquoise
PNMAL1	turquoise
PNMAL2	turquoise
CTB-158D10.3	turquoise
PTGIR	blue
C5AR2	yellow
EHD2	turquoise
SPACA4	yellow
FAM83E	yellow
RASIP1	turquoise
FCGRT	turquoise
RCN3	turquoise
MYH14	grey
SPIB	blue
CLEC11A	blue
KLK3	turquoise
KLK2	turquoise
KLK4	blue
KLK5	green
CTB-147C22.8	green
KLK6	green
KLK7	green
KLK8	green
CTC-518B2.8	green
CTC-518B2.12	green
KLK10	green
KLK11	turquoise
KLK12	grey
FPR3	blue
ZNF677	turquoise
LILRB5.4	turquoise
LILRB2.4	blue
LAIR1.4	blue
TTYH1.3	green
LILRB1.4	blue
LILRB4.4	blue
NLRP2.9	grey
TNNT1	brown
TNNI3	yellow
DNAAF3	yellow
SYT5	brown
COX6B2	grey
CTD-2105E13.6	grey
SSC5D	turquoise
NLRP5	grey
ZNF542P	turquoise
ZNF667	turquoise
ZNF667-AS1	turquoise
ZNF835	turquoise
PEG3	turquoise
ZIM2	turquoise
ZSCAN1	blue
ZNF135	turquoise
ZSCAN18	turquoise
FAM110C	yellow
ALKAL2	turquoise
AC116614.1	blue
SNTG2.2	turquoise
TPO	turquoise
AC144450.1	yellow
AC144450.2	yellow
SOX11	brown
RP11-734K21.5	brown
RRM2	brown
C2orf48	brown
KCNF1	yellow
GREB1	yellow
VSNL1	green
OSR1	turquoise
APOB	turquoise
KCNK3	turquoise
DPYSL5	brown
EMILIN1	turquoise
FNDC4	turquoise
LBH	turquoise
CAPN13	yellow
XDH	grey
RP11-78I14.1	turquoise
VIT	turquoise
PKDCC	turquoise
LINC01819	turquoise
LINC01833	brown
SIX3	brown
EPAS1	turquoise
EPCAM	red
LHCGR	turquoise
NRXN1	turquoise
EFEMP1	turquoise
RP11-482H16.1	turquoise
CCDC85A	turquoise
BCL11A	green
CNRIP1	turquoise
PLEK	blue
PROKR1	turquoise
ARHGAP25	blue
ADD2	turquoise
CLEC4F	blue
CYP26B1	turquoise
EMX1	yellow
ACTG2	turquoise
DQX1	brown
LINC01291	grey
TACR1	turquoise
GNLY	blue
ATOH8	turquoise
SMYD1	turquoise
IGKC	blue
IGKJ5	blue
IGKJ4	blue
IGKJ3	blue
IGKJ2	blue
AC096579.15	blue
IGKJ1	blue
IGKV4-1	blue
IGKV1-5.1	blue
IGKV1-6.1	blue
IGKV3-7.1	blue
IGKV1-8.1	blue
IGKV1-9.1	blue
IGKV3-11.1	blue
IGKV1-12.1	blue
IGKV1-13.1	blue
IGKV3-15.1	blue
IGKV1-16.1	blue
IGKV1-17.1	blue
IGKV3-20.1	blue
IGKV6-21.1	blue
IGKV2-24.1	blue
IGKV1-27.1	blue
IGKV2-28.1	blue
IGKV2-30.1	blue
IGKV1-33.1	blue
IGKV1-39.1	blue
IGKV1D-39	blue
IGKV1D-33	blue
IGKV2D-30	blue
IGKV2D-28	blue
IGKV3D-20	blue
IGKV3D-15	blue
IGKV1D-13	blue
IGKV3D-11	blue
RP11-407P15.2	turquoise
AC008268.1	yellow
GPAT2P1	turquoise
ITPRIPL1	turquoise
ARID5A	turquoise
ZAP70	blue
AC092667.2	yellow
AFF3	yellow
LONRF2	yellow
SLC9A2	grey
POU3F3	turquoise
C2orf40	turquoise
ST6GAL2	turquoise
MALL	turquoise
BUB1	brown
FBLN7	turquoise
CKAP2L	brown
PAX8-AS1	grey
LINC01956	brown
EN1	brown
MARCO	blue
C1QL2	turquoise
TMEM37	turquoise
INHBB	turquoise
GLI2	turquoise
TFCP2L1	green
GYPC	turquoise
CYP27C1	grey
RP11-286H15.1	turquoise
MYO7B	turquoise
GPR17	turquoise
LIMS2	turquoise
KLF2P1	yellow
CYP4F27P	yellow
FAR2P1	yellow
CCDC74B	yellow
FAR2P2	yellow
CYP4F62P	yellow
CYP4F30P	yellow
RP11-1216L17.1	yellow
FAR2P4	yellow
CCDC74A	yellow
POTEKP	yellow
RP11-433A19.2	yellow
GRAMD4P8	yellow
LINC01087	yellow
CXCR4	blue
THSD7B	turquoise
LRP1B	turquoise
ARHGAP15	blue
ZEB2	turquoise
TNFAIP6	turquoise
GALNT13	grey
KCNJ3	turquoise
LINC01876	grey
GALNT5	turquoise
CYTIP	blue
ACVR1C	turquoise
ITGB6	green
AC009313.2	blue
DPP4	turquoise
AC007750.5	blue
FAP	turquoise
SCN3A	turquoise
SCN2A	turquoise
CSRNP3	turquoise
SCN7A	turquoise
LRP2	turquoise
CYBRD1	turquoise
DLX1	grey
DLX2	grey
CDCA7	brown
WIPF1	turquoise
HOXD9	turquoise
HOXD8	turquoise
HOXD-AS2	turquoise
HOXD4	turquoise
AC009336.19	turquoise
HOXD3	turquoise
PDE11A	turquoise
ZNF385B	turquoise
FRZB	turquoise
CALCRL	turquoise
TFPI	turquoise
COL3A1	turquoise
COL5A2	turquoise
SLC40A1	turquoise
SDPR	turquoise
AC098617.1	turquoise
AOX1	turquoise
PTH2R	turquoise
ACADL	turquoise
CPS1	turquoise
ERBB4	yellow
ABCA12	grey
IGFBP2	turquoise
IGFBP5	turquoise
AC007563.5	turquoise
TNS1	turquoise
CXCR2P1	blue
RUFY4	blue
SLC11A1	blue
WNT6	green
WNT10A	blue
PTPRN	grey
AC053503.6	turquoise
DES	turquoise
KCNE4	turquoise
FAM124B	turquoise
SLC19A3	turquoise
SPHKAP	turquoise
PID1	turquoise
DNER	grey
C2orf72	grey
NMUR1	turquoise
ALPP	brown
ECEL1	turquoise
INPP5D.1	blue
RP11-400N9.1.1	yellow
UGT1A5	black
UGT1A3	black
UGT1A4	black
UGT1A7	black
UGT1A1	black
UGT1A9	black
UGT1A6	black
UGT1A10	black
UGT1A8	black
HJURP	brown
TRPM8	brown
IQCA1	turquoise
ACKR3	turquoise
COL6A3	turquoise
MLPH	yellow
RAB17	red
RAMP1	grey
KLHL30	turquoise
TWIST2	turquoise
PP14571	yellow
KIF1A	brown
AGXT	black
C2orf54	red
GAL3ST2.1	brown
AC114730.3.1	grey
NEU4.1	grey
PDCD1.1	blue
AC093642.1	yellow
DEFB132	turquoise
TCF15	turquoise
ANGPT4	turquoise
CPXM1	turquoise
ADAM33	turquoise
SIGLEC1	blue
HSPA12B	turquoise
PRND	turquoise
FERMT1	green
BMP2	turquoise
LAMP5	blue
PAK5	turquoise
ISM1	turquoise
SLC24A3	turquoise
INSM1	grey
RP5-984P4.6	brown
NKX2-2	grey
FOXA2	black
THBD	turquoise
CD93	turquoise
CST9	yellow
CST4	grey
CST1	grey
CST2	blue
SYNDIG1	blue
REM1	turquoise
COX4I2	turquoise
TPX2	brown
FOXS1	turquoise
RP1-310O13.7	turquoise
CCM2L	turquoise
HCK	blue
BPIFB2	yellow
BPIFB1	yellow
MYL9	turquoise
TGM2	turquoise
KIAA1755	blue
LBP	turquoise
ARHGAP40	yellow
PPP1R16B	turquoise
FAM83D	brown
PTPRT	turquoise
RP1-269M15.3	turquoise
MYBL2	brown
JPH2	turquoise
WISP2	turquoise
KCNK15	yellow
RIMS4	yellow
KCNS1	turquoise
PI3	grey
SLPI	grey
WFDC2	turquoise
UBE2C	brown
MMP9	blue
RP11-465L10.10	blue
CD40	blue
CDH22	turquoise
ZNF334	blue
EYA2	turquoise
PREX1	turquoise
RP4-791K14.2	turquoise
KCNB1	turquoise
PTGIS	turquoise
RP5-955M13.4	brown
KCNG1	brown
RP4-678D15.1	turquoise
TSHZ2	turquoise
BCAS1	yellow
CYP24A1	grey
DOK5	turquoise
BMP7	grey
PCK1	turquoise
ZBP1	blue
APCDD1L	turquoise
GNAS-AS1	grey
ZNF831	blue
EDN3	turquoise
SYCP2	brown
RBBP8NL	red
GATA5	grey
NTSR1	brown
COL9A3	green
SLC17A9	blue
EEF1A2	yellow
SOX18	turquoise
MYT1.1	yellow
KCNE1B	turquoise
LINC01667	brown
AP003900.6	brown
ANKRD30BP1	yellow
AL050303.10	yellow
CYP4F29P	yellow
RHOT1P2	yellow
ANKRD20A11P	yellow
ABCC13	yellow
AP000432.3.1	brown
CHODL	green
NCAM2	yellow
JAM2	turquoise
CYYR1	turquoise
ADAMTS1	turquoise
ADAMTS5	turquoise
LINC01697	turquoise
CLDN8	turquoise
CLIC6	turquoise
LINC01436	blue
ERG	turquoise
B3GALT5-AS1	turquoise
B3GALT5	turquoise
DSCAM-AS1	yellow
FAM3B	turquoise
TMPRSS2	grey
TFF3	yellow
TFF1	yellow
TMPRSS3	blue
TRPM2-AS	red
COL6A1	turquoise
COL6A2	turquoise
S100B	turquoise
AC005301.9	turquoise
ANKRD62P1-PARP4P3	blue
ANKRD62P1	blue
KB-7G2.8	turquoise
TPTEP1	turquoise
VWFP1	turquoise
CECR7	green
CECR1	blue
PRODH	yellow
CDC45	brown
CLDN5	turquoise
SLC7A4	turquoise
IGLV4-69	blue
IGLV8-61	blue
IGLV4-60	blue
IGLV6-57	blue
IGLV1-51	blue
IGLV1-47	blue
IGLV7-46	blue
IGLV5-45.1	blue
IGLV1-44.1	blue
IGLV7-43.1	blue
IGLV1-40.1	blue
IGLV1-36.1	blue
PRAME.1	brown
IGLV3-25	blue
IGLV2-23	blue
IGLV3-21	blue
IGLV3-19	blue
IGLV2-18	blue
IGLV2-14	blue
IGLV2-11	blue
IGLV3-10	blue
IGLV3-9	blue
IGLV2-8	blue
IGLV3-1	blue
IGLJ1	blue
IGLC1	blue
IGLL5	blue
IGLJ2	blue
IGLC2	blue
IGLJ3	blue
IGLC3	blue
IGLC6	blue
IGLC7	blue
MMP11.1	blue
AP000350.5.1	grey
SEZ6L	turquoise
OSM	blue
SEC14L4	grey
PLA2G3	grey
SLC5A1	green
TIMP3	turquoise
APOL3	turquoise
APOL4	turquoise
PVALB.1	yellow
NCF4.1	blue
CSF2RB	blue
TMPRSS6	yellow
IL2RB	blue
CYTH4	blue
ELFN2.1	grey
SOX10	green
APOBEC3B	brown
MGAT3	turquoise
CACNA1I	blue
FAM109B	blue
SCUBE1	turquoise
MPPED1	turquoise
SULT4A1	grey
RP4-671O14.5	blue
PARVG	blue
PHF21B	yellow
SMC1B	brown
FBLN1	turquoise
WNT7B	red
GTSE1	brown
RP11-191L9.4	brown
CTA-280A3.2	brown
FAM19A5	turquoise
KLHDC7B	grey
SHANK3.1	turquoise
CHL1	turquoise
CNTN4	turquoise
LRRN1	turquoise
OXTR	turquoise
CIDEC	turquoise
SLC6A11	brown
SLC6A1	turquoise
TIMP4	turquoise
SYN2	turquoise
PPARG	turquoise
FBLN2	turquoise
FGD5	turquoise
GALNT15	turquoise
KCNH8	blue
SGO1	brown
ZNF385D	turquoise
NEK10	yellow
RBMS3	turquoise
TGFBR2	turquoise
STAC	grey
XIRP1	blue
CX3CR1	turquoise
MYRIP	turquoise
CYP8B1	black
RP4-555D20.2	grey
CLEC3B	turquoise
TMEM158	blue
LINC02009	turquoise
LTF	turquoise
PRSS50	blue
PRSS50.1	blue
PTH1R	turquoise
SEMA3G	turquoise
STAB1	blue
ITIH1	black
DNASE1L3	turquoise
ACOX2	turquoise
FAM107A	turquoise
FAM3D	turquoise
ADAMTS9	turquoise
ADAMTS9-AS2	turquoise
PDZRN3	turquoise
CADM2	turquoise
VGLL3	turquoise
EPHA3	turquoise
PROS1	turquoise
COL8A1	turquoise
ABI3BP	turquoise
CD96	blue
CD200	turquoise
CCDC80	turquoise
SIDT1	yellow
MAATS1	turquoise
MIR198	turquoise
FSTL1	turquoise
HGD	yellow
POLQ	brown
HCLS1	blue
CD86	blue
PARP15	blue
SEMA5B	turquoise
ADCY5	turquoise
ROPN1	green
ROPN1B	green
ALDH1L1	turquoise
ALDH1L1-AS2	turquoise
KLF15	turquoise
MGLL	turquoise
EFCC1	turquoise
TRH	yellow
COL6A6	turquoise
TF	turquoise
SLCO2A1	turquoise
EPHB1	turquoise
RBP1	blue
CLSTN2	turquoise
PCOLCE2	turquoise
CHST2	turquoise
ZIC4	brown
ZIC1	brown
AGTR1	turquoise
CPB1	turquoise
CPA3	turquoise
CPHL1P	yellow
RP11-206M11.7	yellow
TM4SF18	turquoise
P2RY12	turquoise
AADAC	turquoise
SUCNR1	turquoise
MME-AS1	turquoise
MME	turquoise
PLCH1	grey
PTX3	grey
RARRES1	green
SPTSSB	yellow
BCHE	turquoise
LRRC31	yellow
CLDN11	turquoise
NLGN1	turquoise
LAMP3	brown
KLHL6	blue
CHRD	turquoise
IGF2BP2	green
AHSG	black
HRG	black
ADIPOQ-AS1	turquoise
ADIPOQ	turquoise
MASP1	turquoise
TPRG1	turquoise
TP63	turquoise
P3H2	turquoise
CLDN1	green
ATP13A5	turquoise
ATP13A4	turquoise
LRRC15	blue
APOD	turquoise
MUC4.7	grey
RP11-1191J2.2	blue
CPLX1	yellow
RNF212	turquoise
SPON2	turquoise
NAT8L	turquoise
HGFAC	yellow
DOK7	yellow
ADRA2C	turquoise
STK32B	turquoise
EVC2	turquoise
PPP2R2C	grey
S100P	brown
HTRA3	turquoise
CPZ	turquoise
MTND2P31	yellow
LINC00504	yellow
FGFBP1	green
FGFBP2	turquoise
PROM1	green
RP11-446J8.1	turquoise
LDB2	turquoise
SLIT2	turquoise
RP11-496D24.2	brown
SOD3	turquoise
SLC34A2	turquoise
KLB	turquoise
RHOH	blue
UCHL1	grey
SHISA3	turquoise
SPATA18	turquoise
PDGFRA	turquoise
KIT	turquoise
KDR	turquoise
NMU	brown
IGFBP7-AS1	turquoise
ADGRL3	turquoise
UGT2B15.1	grey
UGT2B7	black
UGT2B11	turquoise
RP11-704M14.1	grey
UGT2B28	grey
UGT2B25P	grey
UGT2B4	black
SULT1E1	black
CSN1S1	turquoise
CSN2	grey
PRR27.1	grey
ODAM	grey
FDCSP	blue
CSN3	blue
SMR3B	grey
OPRPN	turquoise
MUC7	grey
JCHAIN	blue
ENAM	blue
SLC4A4	turquoise
GC	black
ALB	turquoise
AFP	turquoise
RASSF6	blue
CXCL8	brown
CXCL1	grey
CXCL5	grey
CXCL2	turquoise
EREG	grey
AREG	yellow
PARM1	turquoise
CXCL9	blue
CXCL10	blue
CXCL11	blue
ART3	brown
CXCL13	blue
BMP3	turquoise
HSD17B13	turquoise
SPARCL1	turquoise
IBSP	brown
SPP1	blue
GPRIN3	blue
MMRN1	turquoise
BMPR1B	yellow
ADH1A	turquoise
ADH1B	turquoise
ADH1C	turquoise
EMCN	turquoise
BANK1	turquoise
CENPE	brown
RP11-311D14.1	yellow
COL25A1	turquoise
CFI	turquoise
EGF	grey
ENPEP	turquoise
NEUROG2	turquoise
ANK2	turquoise
UGT8	green
PRSS12	grey
SYNPO2	turquoise
NDNF	turquoise
FAT4	turquoise
PCDH10	grey
PCDH18	turquoise
SLC7A11-AS1	brown
SLC7A11	brown
CLGN	yellow
TNRC18P1	yellow
RNF150	turquoise
EDNRA	turquoise
SFRP2	turquoise
FGB	black
FGA	black
FGG	black
RP11-92A5.2	turquoise
NPY2R	turquoise
GUCY1A3	turquoise
RP11-588K22.2	turquoise
TDO2.1	brown
GRIA2	turquoise
FAM198B	turquoise
RP11-597D13.9	turquoise
NPY1R	turquoise
NPY5R	turquoise
LINC01207	yellow
TLL1	turquoise
HAND2	turquoise
HAND2-AS1	turquoise
HPGD	turquoise
GLRA3	turquoise
NEIL3	brown
TENM3	turquoise
PDLIM3	turquoise
SORBS2	turquoise
FAM149A	turquoise
PLEKHG4B	blue
NKD2.1	blue
TERT	brown
IRX4	turquoise
IRX2	grey
CTD-2012M11.3	turquoise
IRX1	turquoise
ADAMTS16	turquoise
ADCY2	turquoise
CTD-2215L10.1	turquoise
SEMA5A	turquoise
CTNND2	yellow
FBXL7	turquoise
C5orf17	grey
CDH6	turquoise
NPR3	turquoise
ADAMTS12.1	turquoise
IL7R	blue
EGFLAM	turquoise
LIFR	turquoise
FYB	blue
C7	turquoise
C6	turquoise
PLCXD3	turquoise
GHR	turquoise
CCDC152	turquoise
CTD-2325A15.5	turquoise
SELENOP	turquoise
CCL28	turquoise
FGF10	turquoise
FGF10-AS1	turquoise
RP11-53O19.2	yellow
RP11-53O19.1	yellow
ITGA1	turquoise
FST	turquoise
ESM1	blue
GZMK	blue
CDC20B	yellow
MCIDAS	grey
CCNO	yellow
GAPT	blue
RAB3C	turquoise
PART1	green
RGS7BP	turquoise
RP11-389C8.2	turquoise
ZNF366	turquoise
FOXD1-AS1	brown
FOXD1	brown
F2RL2	turquoise
IQGAP2	turquoise
CRHBP	turquoise
BHMT2	turquoise
THBS4	turquoise
VCAN-AS1	turquoise
VCAN	turquoise
HAPLN1	brown
EDIL3	turquoise
LINC00461	brown
MEF2C	turquoise
ADGRV1	yellow
NR2F1	turquoise
ST8SIA4	turquoise
CDO1	turquoise
LVRN	turquoise
FBN2	brown
SLC27A6	turquoise
ADAMTS19	grey
PDLIM4	turquoise
FSTL4	yellow
PITX1	brown
TIFAB	blue
CXCL14	turquoise
SPOCK1	turquoise
KIF20A	brown
EGR1	turquoise
MZB1	blue
AC142391.3	turquoise
ECSCR	turquoise
NRG2	turquoise
CD14	turquoise
FGF1	turquoise
DPYSL3	turquoise
SPINK5	turquoise
ADRB2	turquoise
ABLIM3	turquoise
AC012613.2	turquoise
RP11-394O4.6	turquoise
MIR145	turquoise
CARMN	turquoise
CSF1R	turquoise
PDGFRB	turquoise
ARSI	turquoise
CD74	blue
SYNPO	turquoise
GPX3	turquoise
CCDC69	turquoise
FAT2	turquoise
SPARC	turquoise
CTB-113P19.1	turquoise
GRIA1	turquoise
SGCD	turquoise
ITK	blue
EBF1	turquoise
RP11-175K6.2	turquoise
LINC02202	turquoise
ADRA1B	turquoise
PTTG1	brown
HMMR	brown
TENM2	turquoise
CTC-558O2.2	turquoise
CTC-558O2.1	turquoise
SLIT3	turquoise
FAM196B	turquoise
DOCK2	blue
FOXI1	turquoise
LCP2	blue
KCNMB1	blue
CTC-455F18.1	green
GABRP	green
TLX3	brown
NKX2-5	brown
STC2	yellow
CTB-33O18.1	yellow
LINC01411	yellow
MSX2	yellow
HRH2	turquoise
UNC5A	yellow
HK3	blue
FGFR4	yellow
GRM6	blue
ADAMTS2	turquoise
RASGEF1C	green
SCGB3A1	turquoise
FLT4	turquoise
BTNL9	turquoise
IRF4	blue
FOXQ1	green
FOXC1	green
NRN1	turquoise
F13A1	turquoise
BMP6	turquoise
ELOVL2	yellow
RNF182	grey
STMND1	yellow
RBM24	grey
ID4	turquoise
DCDC2	yellow
FAM65B	blue
SCGN	turquoise
HIST1H1PS1	brown
HIST1H3D.1	brown
RP1-34B20.4	brown
HIST1H4E	brown
HIST1H2BG	brown
HIST1H1D	brown
HIST1H2BH	brown
HIST1H3H	brown
HIST1H3J	brown
OR2I1P.6	blue
UBD.6	blue
MOG.7	grey
ZFP57.7	grey
C6orf15.5	green
LTB.7	blue
LST1.7	blue
AIF1.5	blue
SLC44A4.7	yellow
CFB.6	grey
C4A.3	turquoise
C4A-AS1.4	turquoise
CYP21A1P.3	grey
TNXA.3	turquoise
C4B.4	turquoise
C4B-AS1.6	turquoise
CYP21A2.5	turquoise
TNXB.7	turquoise
NOTCH4.6	turquoise
HLA-DRA.7	blue
HLA-DRB5	blue
HLA-DRB6	blue
HLA-DRB1.5	blue
HLA-DQA1.5	blue
HLA-DQB1-AS1.6	blue
HLA-DQB1.6	blue
HLA-DQA2.7	blue
HLA-DQB2.7	blue
HLA-DOA.6	blue
HLA-DPA1.7	blue
HLA-DPB1.7	blue
LINC01016	yellow
GRM4	yellow
SPDEF	yellow
CLPSL1	red
CLPS	red
CPNE5	blue
PI16	turquoise
FGD2	blue
GLP1R	turquoise
KCNK17	blue
RP11-61I13.3	turquoise
DAAM2	turquoise
TREM2	blue
MDFI	blue
C6orf223	brown
CAPN11	turquoise
RP1-302G2.5	turquoise
CLIC5	turquoise
RCAN2	turquoise
ADGRF5	turquoise
ADGRF1	grey
ADGRF4	brown
CRISP3	grey
TFAP2B	yellow
GSTA1	turquoise
BMP5	turquoise
COL9A1	blue
KRT19P1	red
KNOP1P4	brown
TTK	brown
ME1	turquoise
TBX18	turquoise
NT5E	turquoise
CNR1	turquoise
EPHA7	grey
FUT9	green
FHL5	turquoise
SIM1	turquoise
BVES	turquoise
RP1-60O19.1	brown
CD24	red
SOBP	turquoise
RP1-142L7.5	turquoise
LAMA4	turquoise
COL10A1	blue
FAM26E	turquoise
FAM162B	turquoise
RFX6	turquoise
ROS1	brown
PLN	turquoise
GJA1	turquoise
FABP7	blue
TRDN	turquoise
HEY2	turquoise
RSPO3	turquoise
KIAA0408	turquoise
LAMA2	turquoise
CTGF	turquoise
RP11-69I8.3	turquoise
MYB	yellow
IL20RA	turquoise
IL22RA2	green
PLAGL1	turquoise
STX11	turquoise
SAMD5	turquoise
ULBP1	brown
PPP1R14C	brown
IYD	grey
AKAP12	turquoise
CCDC170	yellow
ESR1	yellow
MYCT1	turquoise
TAGAP	blue
FNDC1	turquoise
SLC22A3	turquoise
RP11-351J23.1	green
FRMD1	turquoise
DACT2	turquoise
SMOC2	turquoise
THBS2	turquoise
AC226118.1	blue
ELFN1	turquoise
CARD11	blue
SDK1	turquoise
NXPH1	yellow
AC060834.2	turquoise
MEOX2	turquoise
MEOX2-AS1	turquoise
SOSTDC1	green
AGR2	yellow
RAD17P1	yellow
AGR3	yellow
TWIST1	turquoise
ABCB5	turquoise
IL6	turquoise
IGF2BP3	brown
HOXA5	turquoise
HOXA-AS3	turquoise
HOXA7	turquoise
HOXA9	turquoise
HOXA10	turquoise
TRIL	turquoise
PRR15	yellow
INMT	turquoise
RP5-877J2.1	turquoise
AQP1	turquoise
ADCYAP1R1	turquoise
PDE1C	turquoise
BMPER	turquoise
ANLN	brown
AOAH	blue
ELMO1	turquoise
EPDR1	turquoise
SFRP4	turquoise
AMPH	turquoise
POU6F2	grey
INHBA	blue
AEBP1	turquoise
MYL7	turquoise
CAMK2B	yellow
MYO1G	blue
NACAD	turquoise
RAMP3	turquoise
ADCY1	turquoise
IGFBP1	turquoise
IGFBP3	turquoise
ABCA13	grey
IKZF1	blue
VSTM2A	grey
EGFR-AS1	turquoise
EGFR	turquoise
RP13-492C18.2	blue
WBSCR17	turquoise
FZD9	grey
MLXIPL	turquoise
CLDN3	red
CTB-51J22.1	turquoise
ELN	turquoise
AC005077.14	yellow
MAGI2-AS3	turquoise
CD36	turquoise
HGF	turquoise
CACNA2D1	turquoise
SEMA3E	turquoise
SEMA3A	turquoise
SEMA3D	turquoise
ABCB1	turquoise
AC003991.3	turquoise
STEAP4	turquoise
STEAP2	turquoise
HEPACAM2	turquoise
TFPI2	turquoise
GNG11	turquoise
COL1A2	turquoise
PEG10	grey
PDK4	turquoise
DLX6	brown
DLX6-AS1	brown
DLX5	brown
NPTX2	turquoise
AZGP1	blue
AZGP1P1	blue
PCOLCE-AS1	turquoise
PCOLCE	turquoise
MUC3A	turquoise
SERPINE1	turquoise
VGF	brown
NFE4	grey
RELN	turquoise
PIK3CG	blue
SLC26A3	turquoise
CAV2	turquoise
CAV1	turquoise
WNT2	turquoise
CTTNBP2	turquoise
KCND2	turquoise
CPED1	turquoise
PTPRZ1	turquoise
LEP	turquoise
PRRT4	turquoise
FLNC	turquoise
SMO	turquoise
PLXNA4	turquoise
AKR1B10	black
AKR1B15	grey
CALD1	turquoise
FAM180A	turquoise
PTN	turquoise
ATP6V0A4	green
KLRG2	red
CLEC2L	turquoise
MGAM2.1	turquoise
TRBC1.1	blue
TRBC2.1	blue
TRPV6.1	red
PIP	turquoise
CNTNAP2.1	yellow
RARRES2	turquoise
GIMAP8	turquoise
GIMAP7	blue
GIMAP4	blue
GIMAP6	turquoise
GIMAP1	turquoise
GIMAP1-GIMAP5	turquoise
GIMAP5	blue
TMEM176B	blue
TMEM176A	blue
KCNH2	blue
NOS3	turquoise
DPP6	turquoise
EN2	grey
MNX1-AS2	brown
MNX1	brown
PTPRN2.1	turquoise
LINC00689	turquoise
VIPR2	turquoise
MYOM2.1	turquoise
CSMD1	turquoise
RP11-10A14.5	brown
SOX7	turquoise
BLK	blue
GATA4	black
KIAA1456	turquoise
DLC1	turquoise
MSR1	blue
MICU3	turquoise
RP11-349F21.3	yellow
SLC7A2	turquoise
FGL1	black
NAT1	yellow
LPL	turquoise
LZTS1	turquoise
GFRA2	turquoise
DOK2	blue
PHYHIP	turquoise
CTD-3247F14.2	turquoise
EGR3	turquoise
RP11-459E5.1	yellow
TNFRSF10D	turquoise
ADAMDEC1	blue
CDCA2	brown
EBF2	turquoise
ADRA1A	turquoise
PBK	brown
SCARA5	turquoise
DUSP4	yellow
TEX15	brown
NRG1	turquoise
RP11-527N22.1	turquoise
ADGRA2	turquoise
IDO1	blue
C8orf4	turquoise
SFRP1	turquoise
PLAT	turquoise
SNAI2	turquoise
OPRK1	brown
SOX17	turquoise
RP1	yellow
XKR4	turquoise
SDR16C5	yellow
PENK	turquoise
RP11-17A4.2	turquoise
LINC00968	turquoise
LINC01606.1	brown
CA8	turquoise
CYP7B1	turquoise
PREX2	turquoise
SULF1	turquoise
SLCO5A1	brown
MSC	turquoise
PI15	turquoise
CRISPLD1	turquoise
ZFHX4	turquoise
STMN2	turquoise
FABP4	turquoise
CA3	turquoise
CA2	turquoise
RUNX1T1	turquoise
ESRP1	red
SDC2	turquoise
TSPYL5	turquoise
MATN2	turquoise
RGS22	turquoise
GRHL2	red
NCALD	turquoise
BAALC	turquoise
RIMS2	brown
