node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000222812,9.223372036854777E13,1.25714,29.0,31.0,94.152,1.0,0.16667,206.6,4.16315,950.29916,10346.0,0.83011,
9606.ENSP00000337850,9.223372036854777E13,1.32545,30.0,30.0,80.742,1.0,0.2,201.51667,4.12476,1.15286,42.0,0.98851,
9606.ENSP00000227163,9304.0,0.37741,26.0,28.0,57.884,18.0,0.25,230.83333,4.54511,2540.5069,28840.0,0.25397,
9606.ENSP00000349824,9.223372036854777E13,1.06856,20.0,20.0,75.856,1.0,0.2,201.03333,4.17658,23.02513,788.0,0.91579,
9606.ENSP00000264896,9.58006312E8,0.27451,48.0,50.0,99.251,26.0,0.2,250.03333,4.66987,7903.1774,126238.0,0.16245,
9606.ENSP00000369400,8.3691159552E13,1.10921,18.0,18.0,41.055,1.0,0.2,188.28333,3.97121,0.45332,10.0,0.98693,
9606.ENSP00000263686,3544.0,0.44914,22.0,22.0,56.013,1.0,0.2,212.71667,4.32054,465.87324,8242.0,0.37229,
9606.ENSP00000368797,9.223372036854777E13,1.22351,28.0,28.0,37.867,1.0,0.2,192.08333,4.00192,151.2671,1274.0,0.93386,
9606.ENSP00000264414,9.223372036854777E13,0.55152,49.0,51.0,67.688,36.0,0.25,239.83333,4.5547,10714.79561,97418.0,0.32314,
9606.ENSP00000369643,6.276837365592001E13,0.94959,21.0,21.0,46.662,1.0,0.2,177.31667,3.71593,38.57682,1036.0,0.8,
9606.ENSP00000232501,9.223372036854777E13,1.32545,30.0,31.0,85.247,2.0,0.25,207.66667,4.20729,594.86502,3760.0,0.92473,
9606.ENSP00000366248,9.223372036854777E13,1.00266,32.0,37.0,80.61,5.0,0.2,204.0,4.07869,2870.79714,33154.0,0.56006,
9606.ENSP00000351908,16.0,0.46346,3.0,9.0,18.961,3.0,0.2,190.68333,4.07486,607.17544,5850.0,0.22222,
9606.ENSP00000290949,9.223372036854777E13,1.32545,30.0,31.0,77.855,2.0,0.2,206.18333,4.17658,316.42475,3274.0,0.92473,
9606.ENSP00000252674,10094.0,0.69213,9.0,16.0,23.137,9.0,0.2,189.61667,4.00384,2460.07461,22772.0,0.26667,
9606.ENSP00000299727,9.223372036854777E13,1.18089,25.0,26.0,74.991,1.0,0.2,197.26667,4.04031,255.3237,2698.0,0.86462,
9606.ENSP00000301332,9.223372036854777E13,1.14374,22.0,22.0,46.695,1.0,0.16667,185.85,3.88484,10.83546,426.0,0.94805,
9606.ENSP00000311579,248.0,0.5854,7.0,9.0,15.896,2.0,0.2,192.4,4.12668,497.127,4450.0,0.44444,
9606.ENSP00000314608,9.223372036854777E13,1.29416,27.0,29.0,42.888,2.0,0.2,204.21667,4.16891,1705.44332,9006.0,0.86453,
9606.ENSP00000358423,9.223372036854777E13,1.20429,32.0,32.0,83.111,2.0,0.2,207.51667,4.19386,288.15076,4350.0,0.87903,
9606.ENSP00000297785,131.0,0.4082,8.0,9.0,23.49,1.0,0.2,192.3,4.13628,143.21267,1708.0,0.38889,
9606.ENSP00000299721,9.223372036854777E13,1.31016,28.0,28.0,82.131,1.0,0.16667,196.18333,4.03071,0.0,0.0,1.0,
9606.ENSP00000485552,9.223372036854777E13,1.2777,26.0,26.0,64.213,1.0,0.2,193.2,4.01344,0.0,0.0,1.0,
9606.ENSP00000326737,4.0,0.0,1.0,4.0,8.103,1.0,0.2,170.65,3.78695,57.16225,548.0,0.0,
9606.ENSP00000245907,9.223372036854777E13,0.58982,50.0,50.0,101.223,22.0,0.2,231.91667,4.4453,4157.01533,54324.0,0.37224,
9606.ENSP00000387282,9.223372036854777E13,0.93838,38.0,38.0,108.601,2.0,0.2,234.56667,4.53551,1442.80357,24192.0,0.64723,
9606.ENSP00000497402,5047.0,0.47886,10.0,11.0,40.334,3.0,0.2,196.9,4.1977,1022.94615,14406.0,0.43636,
9606.ENSP00000283195,9.223372036854777E13,0.85367,41.0,43.0,97.951,21.0,0.2,236.81667,4.5547,3998.09673,51310.0,0.52159,
9606.ENSP00000498852,1260174.0,0.62148,22.0,22.0,46.601,1.0,0.2,197.98333,4.13244,195.83201,3828.0,0.51515,
9606.ENSP00000356251,9.223372036854777E13,1.18885,28.0,28.0,77.59,1.0,0.2,193.36667,3.95393,78.74145,744.0,0.90741,
9606.ENSP00000339917,7.0,0.46346,3.0,4.0,1.571,2.0,0.16667,133.46667,2.8906,124.65903,502.0,0.5,
9606.ENSP00000311127,75.0,0.47564,7.0,8.0,14.337,1.0,0.2,179.6,3.88676,126.35971,2026.0,0.46429,
9606.ENSP00000378464,9.223372036854777E13,1.31016,28.0,28.0,79.8,1.0,0.16667,196.18333,4.03071,0.0,0.0,1.0,
9606.ENSP00000358310,4.790016E8,0.96591,12.0,12.0,22.051,1.0,0.2,172.36667,3.75048,0.0,0.0,1.0,
9606.ENSP00000332049,4968884.0,0.40589,55.0,55.0,90.593,9.0,0.2,243.7,4.58541,4546.14476,70046.0,0.24848,
9606.ENSP00000337632,9.223372036854777E13,1.01709,33.0,33.0,91.139,1.0,0.2,209.68333,4.22841,463.9763,7966.0,0.73485,
9606.ENSP00000266735,9.223372036854777E13,0.76848,53.0,53.0,106.401,14.0,0.25,226.25,4.38772,1316.19269,39816.0,0.47605,
9606.ENSP00000266732,8.3691239385871E13,1.02557,20.0,29.0,62.146,10.0,0.2,219.73333,4.35125,3411.90428,37080.0,0.43103,
9606.ENSP00000262494,9.9632336025E10,0.62367,29.0,32.0,80.792,6.0,0.2,219.18333,4.37044,1698.58573,27452.0,0.3871,
9606.ENSP00000369981,9.223372036854777E13,1.0025,26.0,26.0,87.198,2.0,0.2,214.81667,4.3263,114.3929,4320.0,0.78462,
9606.ENSP00000265643,9.223372036854777E13,0.92938,34.0,34.0,89.156,2.0,0.2,204.13333,4.09981,333.34239,8542.0,0.66488,
9606.ENSP00000351926,9.223372036854777E13,0.81657,44.0,45.0,116.758,2.0,0.2,237.96667,4.54702,1311.0326,36832.0,0.51313,
9606.ENSP00000430711,6.276836966414399E13,0.97644,20.0,20.0,48.628,1.0,0.2,193.98333,4.04415,318.22735,12594.0,0.83684,
9606.ENSP00000470176,9.223372036854777E13,0.98838,37.0,38.0,112.794,2.0,0.2,235.3,4.53935,941.35696,20824.0,0.65149,
9606.ENSP00000367316,4.7936448E8,0.94521,13.0,13.0,20.686,1.0,0.2,178.41667,3.85605,8.70245,222.0,0.94872,
9606.ENSP00000299705,338.0,0.43905,12.0,12.0,43.03,1.0,0.2,187.46667,4.00192,189.64227,3822.0,0.45455,
9606.ENSP00000368528,9.223372036854777E13,1.2777,26.0,26.0,66.367,1.0,0.2,193.2,4.01344,0.0,0.0,1.0,
9606.ENSP00000249041,9.223372036854777E13,1.17986,27.0,27.0,73.174,2.0,0.2,191.36667,3.92898,40.97252,738.0,0.91168,
9606.ENSP00000273398,9.223372036854777E13,1.19324,32.0,32.0,86.097,1.0,0.2,213.9,4.29942,737.36806,10460.0,0.87097,
9606.ENSP00000312326,774483.0,0.63174,18.0,19.0,47.253,2.0,0.2,207.18333,4.27063,584.53998,8460.0,0.50292,
9606.ENSP00000293288,34.0,0.42794,6.0,8.0,9.801,1.0,0.2,184.76667,4.01344,279.0009,1996.0,0.32143,
9606.ENSP00000296435,123.0,0.64826,5.0,8.0,21.952,1.0,0.2,181.81667,3.90979,73.35967,1436.0,0.39286,
9606.ENSP00000339804,125.0,0.49567,8.0,11.0,28.943,2.0,0.2,198.65,4.19578,353.3688,4806.0,0.32727,
9606.ENSP00000286639,2221.0,0.53079,15.0,16.0,34.7,1.0,0.2,197.86667,4.16315,395.86693,4586.0,0.44167,
9606.ENSP00000315630,4.184561969292E13,0.9984,19.0,19.0,43.752,1.0,0.2,193.71667,4.03455,45.76556,672.0,0.87135,
9606.ENSP00000358327,27.0,0.56839,4.0,7.0,12.381,1.0,0.2,180.6,3.97505,185.59069,1622.0,0.28571,
9606.ENSP00000483397,6.0,0.46346,3.0,3.0,2.815,1.0,0.16667,148.78333,3.32054,0.0,0.0,1.0,
9606.ENSP00000283249,4.79364484E8,0.85585,14.0,14.0,27.667,1.0,0.2,185.9,3.99232,73.29348,1198.0,0.83516,
9606.ENSP00000343081,3.0,0.30779,2.0,3.0,4.303,1.0,0.16667,144.7,3.21305,190.29817,1694.0,0.33333,
9606.ENSP00000351933,9.223372036854777E13,1.29416,27.0,27.0,41.448,1.0,0.2,189.08333,3.96353,0.0,0.0,1.0,
9606.ENSP00000477713,5632053.0,0.4956,31.0,32.0,68.968,2.0,0.25,231.16667,4.52399,2072.96779,27590.0,0.34274,
9606.ENSP00000302569,31086.0,0.56498,20.0,20.0,46.421,1.0,0.2,208.76667,4.27447,358.40885,8176.0,0.48421,
9606.ENSP00000264741,4.79365371E8,0.76281,16.0,17.0,29.621,1.0,0.2,195.88333,4.13628,238.12447,5534.0,0.625,
9606.ENSP00000348527,3.0,0.0,1.0,3.0,6.973,1.0,0.2,161.21667,3.6238,157.38658,1380.0,0.0,
9606.ENSP00000263897,9.223372036854777E13,0.76252,48.0,48.0,103.433,4.0,0.16667,211.51667,4.16123,1539.85789,16340.0,0.48759,
9606.ENSP00000272238,9.223372036854777E13,1.32545,30.0,30.0,78.836,1.0,0.2,201.51667,4.12476,1.15286,42.0,0.98851,
9606.ENSP00000370719,9.223372036854777E13,0.88469,35.0,35.0,104.16,2.0,0.2,229.46667,4.48752,798.46957,23296.0,0.62689,
9606.ENSP00000357362,4.79002444E8,0.69101,16.0,16.0,26.534,1.0,0.2,190.2,4.02687,207.92045,3506.0,0.64167,
9606.ENSP00000428343,9.963237312E10,0.93139,19.0,19.0,48.565,1.0,0.2,197.56667,4.09213,121.21277,3974.0,0.81287,
9606.ENSP00000236192,9.223372036854777E13,0.88081,40.0,40.0,106.065,2.0,0.2,217.43333,4.29175,885.80497,19996.0,0.59744,
9606.ENSP00000264972,5558324.0,0.55826,26.0,28.0,62.712,2.0,0.25,222.16667,4.42994,1092.89341,16796.0,0.37566,
9606.ENSP00000368632,4001824.0,0.39499,32.0,32.0,59.929,3.0,0.25,227.91667,4.4952,2557.07144,29374.0,0.28831,
9606.ENSP00000388241,9.223372036854777E13,1.14374,22.0,23.0,53.48,1.0,0.2,195.36667,4.07678,448.25988,5190.0,0.86561,
9606.ENSP00000496229,9.223372036854777E13,1.14374,22.0,22.0,53.908,1.0,0.16667,185.85,3.88484,10.83546,426.0,0.94805,
9606.ENSP00000381601,1620.0,0.45983,13.0,15.0,36.274,1.0,0.2,209.4,4.3263,807.22689,9236.0,0.35238,
9606.ENSP00000305613,9.223372036854777E13,1.25714,29.0,29.0,83.652,1.0,0.16667,196.68333,4.03263,7.01743,98.0,0.94828,
9606.ENSP00000320092,9.223372036854777E13,1.09655,21.0,21.0,76.372,1.0,0.2,201.36667,4.16891,16.78631,500.0,0.92381,
9606.ENSP00000225296,7.9833603E7,0.95127,12.0,15.0,54.525,1.0,0.2,199.38333,4.19962,617.46911,11048.0,0.62857,
9606.ENSP00000298310,8.0,0.46346,3.0,5.0,13.603,1.0,0.2,177.21667,3.90211,288.79502,2212.0,0.3,
9606.ENSP00000438388,9.223372036854777E13,1.00449,24.0,25.0,59.111,1.0,0.16667,193.98333,4.01536,149.6923,3030.0,0.74333,
9606.ENSP00000405674,2.0,0.0,1.0,2.0,1.419,1.0,0.16667,126.33333,2.71785,19.23052,114.0,0.0,
9606.ENSP00000363054,9.223372036854777E13,1.18674,30.0,31.0,87.658,1.0,0.2,202.98333,4.11324,325.09623,3610.0,0.82796,
9606.ENSP00000348429,180.0,0.40723,11.0,11.0,32.022,2.0,0.2,192.41667,4.10749,601.05328,8054.0,0.43636,
9606.ENSP00000347464,8.3691239385608E13,0.93263,21.0,21.0,55.887,1.0,0.2,208.61667,4.25528,444.23353,8884.0,0.78571,
9606.ENSP00000263681,32.0,0.31026,9.0,9.0,5.018,4.0,0.2,168.46667,3.71593,750.01823,8204.0,0.36111,
9606.ENSP00000303522,9.223372036854777E13,0.80642,35.0,35.0,104.586,2.0,0.2,225.35,4.43762,1251.50036,35124.0,0.57143,
9606.ENSP00000358474,4.0,0.30779,2.0,4.0,5.769,1.0,0.25,172.83333,3.83877,142.09603,1490.0,0.16667,
9606.ENSP00000274793,9.223372036854777E13,1.20199,27.0,28.0,71.654,1.0,0.2,201.48333,4.1286,307.11901,3254.0,0.86243,
9606.ENSP00000392828,9.223372036854777E13,0.79483,34.0,35.0,79.846,1.0,0.2,208.9,4.16315,1687.1822,24936.0,0.53613,
9606.ENSP00000483185,9.223372036854777E13,0.84076,43.0,44.0,115.349,1.0,0.2,239.81667,4.57582,1741.23518,43034.0,0.53171,
9606.ENSP00000228799,9.223372036854777E13,1.32545,30.0,30.0,78.354,1.0,0.2,201.51667,4.12476,1.15286,42.0,0.98851,
9606.ENSP00000490829,3.0512401920009995E12,1.07211,19.0,20.0,61.534,1.0,0.2,192.38333,4.04223,1263.56471,19694.0,0.84211,
9606.ENSP00000339730,4.79002475E8,0.60235,18.0,19.0,35.742,2.0,0.2,207.2,4.29367,1327.98521,15776.0,0.47953,
9606.ENSP00000471191,9.223372036854777E13,0.95385,37.0,38.0,96.302,1.0,0.2,220.9,4.36276,1657.25406,21228.0,0.62873,
9606.ENSP00000363162,9.223372036854777E13,1.32545,30.0,30.0,78.869,1.0,0.2,201.51667,4.12476,1.15286,42.0,0.98851,
9606.ENSP00000351602,4588.0,0.57432,14.0,14.0,40.859,1.0,0.2,196.63333,4.13244,99.5555,2206.0,0.56044,
9606.ENSP00000363286,17.0,0.2927,7.0,8.0,3.48,4.0,0.2,168.51667,3.71977,1257.30189,10396.0,0.28571,
9606.ENSP00000324105,3.0,0.30779,2.0,3.0,1.761,1.0,0.16667,141.63333,3.14203,272.46912,1562.0,0.33333,
9606.ENSP00000452786,4.79368022E8,0.36471,37.0,37.0,71.583,3.0,0.2,232.53333,4.52591,3329.05168,51246.0,0.25375,
9606.ENSP00000326531,9.223372036854777E13,1.24323,24.0,24.0,76.595,1.0,0.2,198.08333,4.09981,0.0,0.0,1.0,
9606.ENSP00000473001,9.223372036854777E13,1.17986,27.0,27.0,95.63,1.0,0.2,220.3,4.40499,76.26289,3704.0,0.91168,
9606.ENSP00000366307,1420.0,0.47297,14.0,14.0,42.006,1.0,0.2,202.75,4.20154,207.95749,3654.0,0.46154,
9606.ENSP00000303775,6.2768373655682E13,0.98872,20.0,20.0,49.0,1.0,0.2,178.16667,3.73512,33.02667,854.0,0.84737,
9606.ENSP00000294179,9.223372036854777E13,0.90421,37.0,38.0,100.318,1.0,0.2,223.75,4.39731,2313.85579,29974.0,0.59602,
9606.ENSP00000466953,24.0,0.56839,4.0,4.0,4.42,1.0,0.16667,154.35,3.43378,0.0,0.0,1.0,
9606.ENSP00000357036,772254.0,0.65512,16.0,16.0,39.159,1.0,0.2,198.03333,4.16123,361.71817,3980.0,0.60833,
9606.ENSP00000354566,5663244.0,0.58414,25.0,25.0,53.232,1.0,0.25,212.41667,4.3167,442.69261,8042.0,0.46333,
9606.ENSP00000481575,9.223372036854777E13,1.1601,32.0,32.0,89.942,1.0,0.2,205.0,4.15739,29.86793,1888.0,0.84677,
9606.ENSP00000356989,29.0,0.38039,6.0,7.0,18.495,1.0,0.2,175.71667,3.77351,336.69832,1992.0,0.38095,
9606.ENSP00000358925,26.0,0.56839,4.0,6.0,17.797,1.0,0.16667,165.6,3.59117,312.34567,4104.0,0.4,
9606.ENSP00000229179,9.223372036854777E13,0.95601,37.0,37.0,95.142,1.0,0.2,219.48333,4.35701,902.20773,20534.0,0.66517,
9606.ENSP00000417706,9.223372036854777E13,1.2443,28.0,28.0,42.038,1.0,0.2,190.26667,3.97697,24.11707,446.0,0.94974,
9606.ENSP00000368166,649.0,0.30523,21.0,22.0,49.846,2.0,0.25,222.0,4.46449,1998.97477,29074.0,0.23377,
9606.ENSP00000450731,9.223372036854777E13,1.04592,33.0,34.0,93.433,1.0,0.2,211.66667,4.24184,775.39836,9722.0,0.71123,
9606.ENSP00000403310,5.230697472001E12,1.07983,18.0,19.0,59.491,1.0,0.2,177.23333,3.75432,57.74907,938.0,0.85965,
9606.ENSP00000382688,13.0,0.28529,6.0,7.0,22.281,1.0,0.25,199.0,4.23608,327.20739,4004.0,0.28571,
9606.ENSP00000256646,82.0,0.3321,13.0,13.0,35.423,1.0,0.2,203.78333,4.27639,223.11184,3476.0,0.33333,
9606.ENSP00000434034,9.223372036854777E13,0.93582,31.0,31.0,99.772,1.0,0.2,221.95,4.41651,693.92081,11940.0,0.69032,
9606.ENSP00000307143,5.0,0.30898,3.0,4.0,1.813,1.0,0.16667,137.96667,3.04415,26.03857,254.0,0.33333,
9606.ENSP00000256644,9.223372036854777E13,1.25942,31.0,32.0,78.859,1.0,0.2,206.18333,4.18426,526.03665,4162.0,0.87097,
9606.ENSP00000258821,4.0,0.0,1.0,4.0,4.978,3.0,0.25,171.41667,3.81574,1388.28484,11586.0,0.0,
9606.ENSP00000471896,26700.0,0.34469,22.0,22.0,39.51,3.0,0.25,214.08333,4.3666,2577.66425,30000.0,0.28571,
9606.ENSP00000285071,9.223372036854777E13,1.2453,30.0,30.0,79.648,1.0,0.2,203.95,4.16123,210.70307,1750.0,0.92874,
9606.ENSP00000378089,6.276837366075199E13,0.9609,21.0,23.0,53.769,3.0,0.2,187.6,3.90019,1305.58961,13878.0,0.67589,
9606.ENSP00000363944,5.0,0.30779,2.0,5.0,8.829,3.0,0.2,166.63333,3.69098,1157.09728,9042.0,0.1,
9606.ENSP00000172229,82.0,0.29279,14.0,14.0,31.269,2.0,0.2,201.35,4.21689,445.05629,6434.0,0.28571,
9606.ENSP00000360798,9.223372036854777E13,1.04124,35.0,36.0,106.731,1.0,0.2,229.46667,4.47601,525.32929,11728.0,0.69683,
9606.ENSP00000359206,371.0,0.32321,18.0,19.0,34.337,2.0,0.2,212.61667,4.35125,1131.86955,12924.0,0.25731,
9606.ENSP00000308236,9.223372036854777E13,1.1951,29.0,30.0,44.149,1.0,0.2,204.51667,4.19962,1424.6967,10072.0,0.84138,
9606.ENSP00000301729,2.0,0.30779,2.0,2.0,3.698,1.0,0.16667,147.8,3.33013,0.0,0.0,1.0,
9606.ENSP00000319104,10081.0,0.78725,8.0,9.0,7.203,1.0,0.2,163.18333,3.61612,79.51493,744.0,0.75,
9606.ENSP00000281834,15362.0,0.57432,14.0,16.0,41.715,2.0,0.2,205.9,4.28215,773.9095,10560.0,0.425,
9606.ENSP00000278671,9.223372036854777E13,0.73449,52.0,52.0,99.825,2.0,0.2,229.51667,4.40307,4159.37618,35020.0,0.45777,
9606.ENSP00000380281,9.223372036854777E13,1.17877,29.0,30.0,81.974,1.0,0.2,211.58333,4.26871,612.50009,15226.0,0.82989,
9606.ENSP00000296181,4.79365451E8,0.64643,18.0,19.0,36.537,2.0,0.2,207.28333,4.27639,1463.19897,14176.0,0.51462,
9606.ENSP00000265343,10088.0,0.69213,9.0,11.0,10.559,1.0,0.25,184.83333,3.99424,762.42236,5070.0,0.52727,
9606.ENSP00000266674,160.0,0.39027,11.0,11.0,24.236,1.0,0.2,192.2,4.11708,107.78083,1362.0,0.41818,
9606.ENSP00000265107,2.0922789888E13,1.0769,16.0,16.0,55.414,1.0,0.2,177.66667,3.80806,0.0,0.0,1.0,
9606.ENSP00000446007,26.0,0.33284,6.0,16.0,33.756,2.0,0.2,211.73333,4.33781,1801.55668,16246.0,0.075,
9606.ENSP00000361998,6.0,0.46346,3.0,3.0,1.234,1.0,0.16667,124.63333,2.6334,0.0,0.0,1.0,
9606.ENSP00000382697,893.0,0.27179,18.0,19.0,53.484,1.0,0.2,232.31667,4.59693,2272.43176,26716.0,0.21637,
9606.ENSP00000328174,14.0,0.47366,4.0,6.0,7.446,1.0,0.2,172.81667,3.77351,290.16619,2936.0,0.33333,
9606.ENSP00000356529,9.9632373122E10,0.85976,20.0,20.0,48.265,1.0,0.2,204.78333,4.20345,284.44548,6386.0,0.73684,
9606.ENSP00000312981,1.7435658744E11,0.98716,16.0,16.0,56.053,1.0,0.2,171.7,3.66603,21.34634,300.0,0.91667,
9606.ENSP00000341280,8.0,0.46346,3.0,5.0,11.943,1.0,0.2,184.11667,4.00384,176.65792,1560.0,0.3,
9606.ENSP00000426632,8.3691239386594E13,0.85227,23.0,25.0,53.253,1.0,0.2,216.61667,4.36468,926.49492,14270.0,0.58667,
9606.ENSP00000393312,160.0,0.22759,23.0,25.0,43.519,3.0,0.2,223.65,4.46257,2771.75625,28920.0,0.15667,
9606.ENSP00000322898,732.0,0.55399,8.0,8.0,17.778,1.0,0.2,184.11667,3.99616,40.46867,672.0,0.67857,
9606.ENSP00000360532,9.223372036854777E13,0.61257,46.0,46.0,96.294,3.0,0.25,233.66667,4.51248,6760.61784,64918.0,0.3971,
9606.ENSP00000381339,9.3405312084E10,0.82273,18.0,21.0,44.427,1.0,0.2,195.01667,4.04031,366.5797,4390.0,0.54762,
9606.ENSP00000437402,13.0,0.23775,6.0,9.0,21.121,3.0,0.2,187.53333,4.02111,2131.02118,20160.0,0.16667,
9606.ENSP00000428924,380897.0,0.34883,34.0,35.0,74.077,3.0,0.25,239.91667,4.6238,4131.24088,52520.0,0.23529,
9606.ENSP00000287152,9.223372036854777E13,1.14374,22.0,22.0,54.16,1.0,0.16667,185.85,3.88484,10.83546,426.0,0.94805,
9606.ENSP00000336800,9.223372036854777E13,1.22351,28.0,28.0,40.689,1.0,0.2,192.88333,4.01919,336.39257,3602.0,0.93386,
9606.ENSP00000224950,4.0,0.30779,2.0,4.0,7.013,1.0,0.2,162.83333,3.60077,543.46162,2260.0,0.16667,
9606.ENSP00000371532,9.223372036854777E13,0.81142,37.0,37.0,86.605,3.0,0.2,220.5,4.35893,1530.87437,30174.0,0.56456,
9606.ENSP00000379138,128.0,0.64826,5.0,11.0,32.74,1.0,0.2,193.41667,4.07869,408.62752,4824.0,0.25455,
9606.ENSP00000397927,9.223372036854777E13,1.15037,27.0,31.0,82.824,1.0,0.2,214.05,4.28983,1297.92354,9884.0,0.67312,
9606.ENSP00000277120,128.0,0.30045,15.0,15.0,37.796,1.0,0.2,208.85,4.31286,858.13517,11266.0,0.28571,
9606.ENSP00000357748,4.0,0.0,1.0,4.0,6.419,2.0,0.2,166.88333,3.69674,1110.70511,10712.0,0.0,
9606.ENSP00000264036,8.3691239387348E13,0.5714,31.0,31.0,58.304,2.0,0.2,220.7,4.39155,1978.63197,22694.0,0.42151,
9606.ENSP00000345895,9.223372036854777E13,1.00159,36.0,36.0,94.025,1.0,0.2,213.9,4.26871,419.93973,9946.0,0.70317,
9606.ENSP00000337907,8.36912393856E13,1.08551,19.0,19.0,43.915,1.0,0.2,193.55,4.03263,21.16712,378.0,0.94737,
9606.ENSP00000492240,9.223372036854777E13,1.29416,27.0,30.0,45.442,4.0,0.2,211.35,4.30134,3435.06217,21688.0,0.8092,
9606.ENSP00000219479,50.0,0.58344,5.0,7.0,6.261,1.0,0.16667,164.05,3.59309,976.9265,6654.0,0.42857,
9606.ENSP00000253023,9.223372036854777E13,1.03028,32.0,33.0,46.719,1.0,0.2,202.85,4.12476,1134.26005,8214.0,0.70644,
9606.ENSP00000416534,9.223372036854777E13,0.92998,31.0,31.0,81.132,1.0,0.2,200.95,4.13052,263.05604,7052.0,0.68602,
9606.ENSP00000310668,9.223372036854777E13,1.07639,34.0,34.0,87.665,1.0,0.2,208.26667,4.20154,176.71235,5958.0,0.77005,
9606.ENSP00000278568,8.3691239388168E13,0.61222,31.0,31.0,68.902,1.0,0.2,223.78333,4.42802,1408.11175,24054.0,0.45161,
9606.ENSP00000419803,9.223372036854777E13,1.29416,27.0,27.0,39.832,1.0,0.2,189.08333,3.96353,0.0,0.0,1.0,
9606.ENSP00000356540,9.223372036854777E13,1.31016,28.0,28.0,82.377,1.0,0.16667,196.18333,4.03071,0.0,0.0,1.0,
9606.ENSP00000331487,15.0,0.46346,3.0,9.0,25.029,1.0,0.25,202.58333,4.26679,1000.07274,9428.0,0.16667,
9606.ENSP00000356785,50.0,0.58344,5.0,7.0,5.081,1.0,0.2,155.36667,3.40691,564.65735,4388.0,0.42857,
