node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000487174,3.0,0.30779,2.0,3.0,26.534,1.0,0.16667,88.3,4.21824,146.05969,722.0,0.33333,
9606.ENSP00000356024,22.0,0.32929,7.0,7.0,47.333,2.0,0.2,113.7,5.05212,419.10491,3818.0,0.42857,
9606.ENSP00000357112,10.0,0.32413,5.0,5.0,17.518,3.0,0.16667,92.21667,4.39088,332.792,2008.0,0.5,
9606.ENSP00000383003,9.223372036854777E13,0.94631,30.0,30.0,111.614,10.0,0.2,118.7,4.9544,2219.82002,11970.0,0.70575,
9606.ENSP00000334910,6.2669376E9,0.97144,15.0,15.0,81.95,1.0,0.14286,94.30952,4.2443,39.39868,1858.0,0.92381,
9606.ENSP00000329200,9.223372036854777E13,1.26073,25.0,25.0,109.578,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000390423,9.223372036854777E13,1.26073,25.0,25.0,110.398,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000332198,3.0,0.30779,2.0,3.0,26.204,2.0,0.16667,91.73333,4.36482,271.05526,1132.0,0.33333,
9606.ENSP00000247986,5.0,0.30898,3.0,4.0,24.849,2.0,0.16667,97.46667,4.62541,243.84843,1336.0,0.33333,
9606.ENSP00000438949,9.223372036854777E13,1.26073,25.0,25.0,110.087,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000265838,1446.0,0.64146,8.0,8.0,25.122,1.0,0.16667,91.8,4.32573,80.16466,706.0,0.78571,
9606.ENSP00000281623,1.30767440832E12,1.00511,16.0,16.0,93.505,1.0,0.2,112.08333,4.94788,92.68485,1686.0,0.93333,
9606.ENSP00000248958,8.717865409E10,0.75661,18.0,18.0,100.91,2.0,0.2,116.15,5.03583,562.52085,3776.0,0.6732,
9606.ENSP00000431512,8.7178699441E10,0.96024,16.0,17.0,99.102,2.0,0.2,116.63333,5.05212,738.37351,4144.0,0.78676,
9606.ENSP00000280098,6.0,0.46346,3.0,3.0,18.779,1.0,0.16667,90.23333,4.37459,0.0,0.0,1.0,
9606.ENSP00000288139,9.223372036854777E13,1.071,28.0,28.0,109.213,1.0,0.16667,114.3,4.79805,778.69694,8914.0,0.81746,
9606.ENSP00000385632,6.2669376E9,0.97144,15.0,15.0,79.178,1.0,0.14286,94.30952,4.2443,39.39868,1858.0,0.92381,
9606.ENSP00000259711,1.307674368012E12,0.80803,18.0,20.0,100.046,4.0,0.2,119.18333,5.08795,1523.49072,10026.0,0.58421,
9606.ENSP00000260270,16.0,0.2927,7.0,7.0,23.588,3.0,0.16667,91.78333,4.27362,394.92616,2684.0,0.38095,
9606.ENSP00000386962,9.223372036854777E13,1.26073,25.0,25.0,108.993,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000219066,7.0,0.2842,4.0,5.0,21.302,3.0,0.14286,89.29286,4.24104,343.62876,2228.0,0.3,
9606.ENSP00000379891,9.223372036854777E13,0.93483,22.0,22.0,111.712,1.0,0.2,119.16667,5.03909,266.00489,3242.0,0.77489,
9606.ENSP00000376024,9.223372036854777E13,0.95524,21.0,21.0,109.143,3.0,0.2,117.83333,5.02606,603.84934,4014.0,0.80476,
9606.ENSP00000379999,27.0,0.45378,5.0,6.0,22.455,2.0,0.16667,94.61667,4.45928,668.87494,2710.0,0.46667,
9606.ENSP00000000412,727.0,0.52483,8.0,9.0,72.266,2.0,0.16667,108.28333,4.84691,247.85509,1546.0,0.5,
9606.ENSP00000401980,8.0,0.37893,4.0,4.0,11.868,1.0,0.16667,88.51667,4.28339,99.40964,650.0,0.66667,
9606.ENSP00000237837,49.0,0.58344,5.0,6.0,32.393,1.0,0.16667,93.76667,4.43648,69.40968,406.0,0.6,
9606.ENSP00000429309,9.223372036854777E13,1.11901,19.0,19.0,107.581,1.0,0.2,114.2,4.94463,4.2653,134.0,0.97661,
9606.ENSP00000355192,9.223372036854777E13,1.13193,27.0,28.0,110.677,2.0,0.16667,115.06667,4.84039,1537.79805,9548.0,0.81217,
9606.ENSP00000358582,9.223372036854777E13,1.05013,20.0,21.0,108.368,2.0,0.2,120.61667,5.09121,1503.43202,7964.0,0.81429,
9606.ENSP00000299767,367939.0,0.56306,14.0,15.0,96.937,2.0,0.2,129.58333,5.39088,2077.651,13708.0,0.47619,
9606.ENSP00000356162,6.0,0.2842,4.0,4.0,29.833,1.0,0.2,95.45,4.54072,8.77133,204.0,0.5,
9606.ENSP00000380073,6.0,0.46346,3.0,3.0,8.094,1.0,0.16667,78.86667,3.85668,0.0,0.0,1.0,
9606.ENSP00000410452,4.0,0.0,1.0,4.0,34.506,2.0,0.2,103.8,4.79805,225.71924,1552.0,0.0,
9606.ENSP00000417763,4.0,0.0,1.0,4.0,14.622,2.0,0.16667,94.3,4.48208,960.10925,3060.0,0.0,
9606.ENSP00000361557,34.0,0.36588,7.0,7.0,18.282,1.0,0.16667,89.76667,4.27036,337.86523,2362.0,0.47619,
9606.ENSP00000221114,120.0,0.64826,5.0,5.0,11.174,1.0,0.14286,78.49286,3.78502,0.0,0.0,1.0,
9606.ENSP00000333982,7.0,0.30898,3.0,6.0,44.108,6.0,0.2,109.08333,4.9544,1172.59704,6356.0,0.13333,
9606.ENSP00000420294,3.9957122E7,0.90737,12.0,14.0,65.922,1.0,0.2,103.83333,4.70358,643.68543,2100.0,0.68132,
9606.ENSP00000282611,9.223372036854777E13,1.26073,25.0,25.0,110.072,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000299084,24.0,0.56839,4.0,4.0,27.565,1.0,0.16667,90.76667,4.37459,0.0,0.0,1.0,
9606.ENSP00000244336,2.0,0.0,1.0,2.0,7.135,1.0,0.16667,79.01667,3.87948,10.96548,34.0,0.0,
9606.ENSP00000265970,9.223372036854777E13,0.89305,22.0,23.0,109.313,3.0,0.2,123.86667,5.15635,1508.5327,8682.0,0.67589,
9606.ENSP00000355518,11.0,0.46346,3.0,8.0,37.112,3.0,0.16667,106.05,4.81107,1716.87472,7220.0,0.14286,
9606.ENSP00000225719,9.223372036854777E13,0.9835,21.0,21.0,107.052,1.0,0.2,115.7,4.96417,82.42324,834.0,0.82857,
9606.ENSP00000263431,5195.0,0.41666,14.0,15.0,85.818,5.0,0.2,113.4,4.9316,1854.87248,21402.0,0.35238,
9606.ENSP00000262345,10.0,0.32413,5.0,5.0,8.475,3.0,0.16667,81.83333,3.95765,361.10367,3546.0,0.5,
9606.ENSP00000419270,2.0,0.30779,2.0,2.0,4.341,1.0,0.14286,74.75952,3.62215,0.0,0.0,1.0,
9606.ENSP00000253083,9.223372036854777E13,0.89828,22.0,22.0,108.095,1.0,0.2,119.16667,5.04886,636.37233,3552.0,0.74459,
9606.ENSP00000264645,9.0,0.2842,4.0,7.0,14.852,4.0,0.16667,89.68333,4.2443,659.94283,3470.0,0.14286,
9606.ENSP00000362082,5.0,0.30779,2.0,5.0,49.358,1.0,0.2,112.15,5.06515,463.73723,3340.0,0.2,
9606.ENSP00000344866,1.307674408322E12,0.91478,17.0,17.0,96.808,1.0,0.2,120.26667,5.14658,738.22068,6700.0,0.83088,
9606.ENSP00000308413,15.0,0.38896,5.0,6.0,42.588,1.0,0.2,107.95,4.90554,417.82234,3282.0,0.4,
9606.ENSP00000352011,9.223372036854777E13,1.1135,27.0,27.0,111.041,1.0,0.16667,114.98333,4.81107,1483.3351,8070.0,0.8604,
9606.ENSP00000361668,6.0,0.2842,4.0,4.0,29.5,1.0,0.2,95.78333,4.55049,8.77133,204.0,0.5,
9606.ENSP00000250003,5.0,0.30779,2.0,5.0,27.93,3.0,0.2,99.43333,4.65472,861.04189,5430.0,0.1,
9606.ENSP00000358478,724.0,0.71324,6.0,10.0,32.157,8.0,0.2,103.66667,4.75896,2527.79222,17626.0,0.35556,
9606.ENSP00000334148,4.0,0.30898,3.0,3.0,6.756,1.0,0.14286,79.22857,3.84039,47.23368,488.0,0.66667,
9606.ENSP00000308533,125.0,0.43905,7.0,8.0,36.042,3.0,0.16667,101.86667,4.6873,711.9754,5468.0,0.42857,
9606.ENSP00000489829,9.223372036854777E13,1.13193,27.0,27.0,111.241,1.0,0.16667,111.16667,4.72313,381.8393,4732.0,0.87464,
9606.ENSP00000254286,120.0,0.64826,5.0,5.0,8.185,1.0,0.14286,78.49286,3.78502,0.0,0.0,1.0,
9606.ENSP00000238112,25.0,0.56839,4.0,5.0,16.448,1.0,0.16667,87.68333,4.17915,69.52643,252.0,0.6,
9606.ENSP00000308541,77.0,0.47564,7.0,10.0,56.116,1.0,0.2,108.55,4.84039,461.87992,2806.0,0.31111,
9606.ENSP00000386834,722.0,0.5854,7.0,7.0,18.226,1.0,0.16667,90.0,4.30945,109.94988,956.0,0.7619,
9606.ENSP00000496129,5077.0,0.39597,13.0,14.0,86.213,4.0,0.2,121.9,5.2215,3163.46625,36972.0,0.34066,
9606.ENSP00000265052,28.0,0.56839,4.0,8.0,31.238,4.0,0.16667,103.06667,4.75244,1548.56623,7456.0,0.25,
9606.ENSP00000435534,7.0,0.2842,4.0,5.0,37.581,1.0,0.2,102.98333,4.76873,219.07706,3800.0,0.3,
9606.ENSP00000397297,8.0,0.30898,3.0,7.0,36.916,2.0,0.16667,100.45,4.67101,446.94561,3480.0,0.14286,
9606.ENSP00000376475,368049.0,0.64479,11.0,22.0,92.785,19.0,0.2,130.93333,5.36808,6893.88149,51816.0,0.28139,
9606.ENSP00000312126,6.22703112E9,0.67553,20.0,20.0,87.996,1.0,0.16667,108.9,4.76221,713.64432,14304.0,0.57895,
9606.ENSP00000442982,18.0,0.45378,5.0,5.0,35.369,1.0,0.2,96.91667,4.57329,8.77133,204.0,0.7,
9606.ENSP00000316729,362886.0,0.7582,10.0,10.0,63.726,1.0,0.2,107.31667,4.84365,37.87672,240.0,0.84444,
9606.ENSP00000297323,6.227031125E9,0.58492,22.0,23.0,92.659,1.0,0.16667,114.15,4.85342,1861.32555,26748.0,0.44269,
9606.ENSP00000414398,8.7178699451E10,0.74378,19.0,20.0,102.038,2.0,0.2,122.4,5.15309,1523.09022,8622.0,0.58421,
9606.ENSP00000401371,122.0,0.31933,13.0,16.0,62.349,7.0,0.2,119.16667,5.15309,3140.23076,19114.0,0.23333,
9606.ENSP00000310661,6.266937601E9,0.97144,15.0,16.0,80.212,6.0,0.16667,96.15,4.29642,1272.95905,9736.0,0.80833,
9606.ENSP00000286713,362880.0,0.85919,9.0,9.0,59.051,1.0,0.2,105.98333,4.81433,0.0,0.0,1.0,
9606.ENSP00000307939,362882.0,0.85919,9.0,11.0,59.967,1.0,0.2,110.1,4.96743,356.82099,2140.0,0.65455,
9606.ENSP00000334051,121.0,0.64826,5.0,6.0,49.219,1.0,0.16667,92.01667,4.32573,159.12132,1802.0,0.66667,
9606.ENSP00000289429,7.0,0.2842,4.0,5.0,27.23,2.0,0.16667,91.28333,4.32573,134.53969,942.0,0.3,
9606.ENSP00000347005,97.0,0.49567,8.0,9.0,30.972,1.0,0.16667,94.8,4.42345,400.09634,2278.0,0.47222,
9606.ENSP00000368831,9.223372036854777E13,0.9835,21.0,23.0,109.913,1.0,0.2,121.96667,5.12704,1201.24201,5804.0,0.6917,
9606.ENSP00000380942,5.0,0.30779,2.0,5.0,22.935,1.0,0.2,93.5,4.4202,375.08022,1608.0,0.2,
9606.ENSP00000499522,1.30767440832E12,1.00511,16.0,16.0,94.25,1.0,0.2,112.08333,4.94788,92.68485,1686.0,0.93333,
9606.ENSP00000270257,120.0,0.64826,5.0,5.0,16.16,1.0,0.14286,81.20476,3.87296,0.0,0.0,1.0,
9606.ENSP00000386488,744.0,0.71324,6.0,10.0,22.379,2.0,0.16667,95.6,4.45603,829.2944,3624.0,0.46667,
9606.ENSP00000264033,79.0,0.30733,12.0,13.0,66.872,2.0,0.2,120.36667,5.18567,1718.28521,12730.0,0.26923,
9606.ENSP00000231487,40480.0,0.24774,24.0,26.0,104.295,21.0,0.25,131.25,5.35831,6268.94887,48508.0,0.16923,
9606.ENSP00000252729,9.223372036854777E13,1.26073,25.0,25.0,109.517,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000377311,16.0,0.2927,7.0,7.0,20.012,1.0,0.16667,91.78333,4.27362,394.92616,2684.0,0.38095,
9606.ENSP00000231009,728.0,0.52483,8.0,8.0,35.776,1.0,0.16667,92.78333,4.34202,39.98464,294.0,0.64286,
9606.ENSP00000385834,11.0,0.32413,5.0,6.0,44.515,1.0,0.16667,106.45,4.83388,246.92276,1244.0,0.33333,
9606.ENSP00000228534,3.0,0.30779,2.0,3.0,7.257,2.0,0.16667,79.41667,3.84365,319.83368,1502.0,0.33333,
9606.ENSP00000411613,2.0,0.0,1.0,2.0,11.156,1.0,0.16667,86.41667,4.1987,290.57888,1158.0,0.0,
9606.ENSP00000281950,120.0,0.64826,5.0,5.0,16.679,1.0,0.14286,81.20476,3.87296,0.0,0.0,1.0,
9606.ENSP00000391723,9.223372036854777E13,0.75205,22.0,22.0,107.12,1.0,0.2,124.53333,5.20847,1744.83345,13274.0,0.62338,
9606.ENSP00000285873,122.0,0.64826,5.0,7.0,25.888,2.0,0.16667,93.51667,4.41694,340.73383,2262.0,0.47619,
9606.ENSP00000282486,147.0,0.47733,9.0,10.0,50.625,2.0,0.2,111.33333,4.96417,1429.06625,7236.0,0.44444,
9606.ENSP00000263168,124.0,0.52304,6.0,8.0,26.022,6.0,0.16667,101.56667,4.6873,1810.24532,7568.0,0.39286,
9606.ENSP00000432511,12.0,0.30898,3.0,8.0,30.623,4.0,0.2,101.66667,4.67101,1336.58889,8866.0,0.17857,
9606.ENSP00000473391,40323.0,0.69213,9.0,10.0,52.958,1.0,0.2,92.46667,4.32248,123.89518,830.0,0.64444,
9606.ENSP00000261783,3.0,0.30779,2.0,3.0,15.026,1.0,0.16667,90.75,4.40391,163.44885,592.0,0.33333,
9606.ENSP00000262995,59.0,0.47564,7.0,8.0,39.462,1.0,0.2,104.46667,4.79153,345.297,2202.0,0.46429,
9606.ENSP00000497483,4.0,0.30779,2.0,4.0,25.977,1.0,0.16667,94.6,4.48208,161.48745,666.0,0.16667,
9606.ENSP00000307156,120.0,0.64826,5.0,5.0,6.141,1.0,0.14286,71.98095,3.38111,0.0,0.0,1.0,
9606.ENSP00000360541,1465.0,0.53872,10.0,11.0,31.725,1.0,0.16667,93.26667,4.28664,690.07421,3440.0,0.49091,
9606.ENSP00000360423,9.223372036854777E13,1.26073,25.0,25.0,110.422,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000456851,9.223372036854777E13,1.01371,18.0,18.0,106.59,1.0,0.2,115.11667,4.96417,96.35428,1046.0,0.90196,
9606.ENSP00000250416,7.0,0.2842,4.0,5.0,21.033,1.0,0.16667,88.96667,4.22476,271.79064,1204.0,0.3,
9606.ENSP00000342235,49.0,0.33413,9.0,14.0,55.179,4.0,0.2,115.53333,5.04235,1740.8599,9930.0,0.15385,
9606.ENSP00000379287,41.0,0.19144,14.0,20.0,99.295,14.0,0.25,141.41667,5.63844,7807.5565,59160.0,0.10526,
9606.ENSP00000378199,9.223372036854777E13,0.8347,34.0,34.0,112.423,5.0,0.2,124.48333,5.10098,4409.64331,27038.0,0.59715,
9606.ENSP00000294312,48.0,0.58344,5.0,5.0,28.353,1.0,0.16667,90.55,4.34528,1.87445,20.0,0.9,
9606.ENSP00000497915,8.0,0.46346,3.0,5.0,18.183,4.0,0.16667,95.08333,4.52769,534.13406,4114.0,0.4,
9606.ENSP00000323280,732.0,0.55399,8.0,8.0,46.098,2.0,0.16667,105.26667,4.78827,156.54676,1328.0,0.67857,
9606.ENSP00000357297,5.0,0.30779,2.0,5.0,23.984,2.0,0.16667,95.06667,4.49186,576.90232,3222.0,0.2,
9606.ENSP00000312027,762.0,0.39597,13.0,13.0,58.117,2.0,0.2,114.41667,5.01303,1169.43398,7624.0,0.39744,
9606.ENSP00000301050,9.223372036854777E13,1.26073,25.0,25.0,108.472,1.0,0.16667,105.46667,4.54723,0.0,0.0,1.0,
9606.ENSP00000269397,3.9957122E7,0.80471,13.0,13.0,62.421,1.0,0.2,97.38333,4.48534,166.39255,1050.0,0.80769,
9606.ENSP00000277458,3.9916802E7,0.93324,11.0,13.0,68.422,2.0,0.2,111.65,4.90879,1047.46961,4960.0,0.70513,
9606.ENSP00000202017,8.71782912E10,1.02476,14.0,14.0,91.057,1.0,0.2,106.68333,4.8013,0.0,0.0,1.0,
9606.ENSP00000378856,4.0,0.0,1.0,4.0,15.143,3.0,0.16667,87.4,4.18567,789.54444,2670.0,0.0,
9606.ENSP00000240851,362883.0,0.73825,10.0,11.0,58.551,1.0,0.2,108.36667,4.89902,378.73959,2370.0,0.67273,
9606.ENSP00000334198,9.223372036854777E13,1.18335,26.0,26.0,110.542,1.0,0.16667,109.76667,4.65147,390.16174,4304.0,0.92615,
9606.ENSP00000362041,8.717869944E10,0.96024,16.0,16.0,97.529,1.0,0.2,113.7,4.97394,89.32457,1386.0,0.89167,
9606.ENSP00000321326,72.0,0.57059,6.0,6.0,36.329,1.0,0.2,98.21667,4.59935,8.77133,204.0,0.8,
9606.ENSP00000330959,3.0,0.0,1.0,3.0,10.626,1.0,0.16667,84.73333,4.06515,209.95863,1546.0,0.0,
