node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000369889,9.223372036854777E13,0.87012,49.0,49.0,22.265,1.0,0.25,202.16667,3.7599,2006.28786,40968.0,0.55272,
9606.ENSP00000013807,9.223372036854777E13,0.86819,36.0,36.0,10.896,13.0,0.25,200.08333,3.80693,345.19928,9918.0,0.60952,
9606.ENSP00000249299,9.223372036854777E13,1.1239,18.0,21.0,2.806,1.0,0.25,166.25,3.36386,250.91422,2234.0,0.73333,
9606.ENSP00000355385,48.0,0.43905,7.0,7.0,3.12,1.0,0.25,156.33333,3.2698,17.34048,280.0,0.57143,
9606.ENSP00000359603,9.223372036854777E13,1.37002,32.0,32.0,7.079,1.0,0.2,163.11667,3.23515,0.0,0.0,1.0,
9606.ENSP00000356476,5.0,0.30779,2.0,5.0,2.078,1.0,0.25,153.08333,3.2005,35.2881,384.0,0.2,
9606.ENSP00000428426,9.223372036854777E13,1.10572,49.0,50.0,15.228,1.0,0.33333,207.33333,3.84653,453.56713,10186.0,0.67429,
9606.ENSP00000496793,9.223372036854777E13,1.22149,35.0,35.0,8.154,1.0,0.25,182.0,3.52475,169.85453,5392.0,0.86555,
9606.ENSP00000351905,9.223372036854777E13,0.80441,59.0,59.0,42.076,1.0,0.25,218.5,3.96287,819.46545,18954.0,0.48159,
9606.ENSP00000263205,9.223372036854777E13,1.07087,52.0,53.0,20.294,2.0,0.25,208.08333,3.83663,552.55366,14574.0,0.64224,
9606.ENSP00000244728,9.223372036854777E13,1.37002,32.0,32.0,5.938,1.0,0.2,163.11667,3.23515,0.0,0.0,1.0,
9606.ENSP00000499935,363641.0,0.45768,16.0,17.0,7.289,1.0,0.25,183.25,3.64851,691.70585,11840.0,0.375,
9606.ENSP00000359719,9.223372036854777E13,1.0606,48.0,48.0,36.928,1.0,0.25,208.5,3.86881,53.89854,2452.0,0.67819,
9606.ENSP00000296215,9.223372036854777E13,0.82805,23.0,23.0,6.012,8.0,0.25,187.0,3.66584,1177.70753,17548.0,0.67589,
9606.ENSP00000253408,9.223372036854777E13,1.10441,46.0,46.0,39.847,1.0,0.25,204.08333,3.80693,42.64643,1688.0,0.71594,
9606.ENSP00000378350,9.223372036854777E13,0.75954,27.0,32.0,14.507,3.0,0.25,203.41667,3.87376,781.54677,14804.0,0.41935,
9606.ENSP00000402084,772688.0,0.52298,23.0,23.0,14.05,1.0,0.25,193.91667,3.7698,197.29032,6810.0,0.42688,
9606.ENSP00000228347,9.223372036854777E13,0.62388,31.0,31.0,10.181,4.0,0.25,180.25,3.53465,647.30215,10522.0,0.46022,
9606.ENSP00000311135,11.0,0.30898,3.0,7.0,2.765,1.0,0.25,157.66667,3.28465,103.33524,1188.0,0.2381,
9606.ENSP00000310042,4.0,0.0,1.0,4.0,1.789,1.0,0.2,142.06667,3.0396,183.12739,3970.0,0.0,
9606.ENSP00000264563,9.223372036854777E13,1.0834,44.0,44.0,36.12,1.0,0.25,200.83333,3.7698,52.16217,2052.0,0.71247,
9606.ENSP00000323588,9.223372036854777E13,0.80898,61.0,61.0,36.715,2.0,0.25,223.75,4.03465,794.52343,20124.0,0.47923,
9606.ENSP00000349957,9.223372036854777E13,0.82222,27.0,27.0,12.761,1.0,0.25,199.16667,3.83416,133.71958,5700.0,0.63533,
9606.ENSP00000346577,1096632.0,0.75111,15.0,15.0,4.009,1.0,0.25,169.08333,3.44554,33.36041,850.0,0.71429,
9606.ENSP00000367203,5.20791062E8,0.42774,41.0,41.0,15.753,7.0,0.33333,208.66667,3.91089,1564.82225,32532.0,0.2878,
9606.ENSP00000363089,9.223372036854777E13,0.90482,129.0,129.0,66.348,3.0,0.33333,252.33333,4.12376,1018.08594,37216.0,0.42442,
9606.ENSP00000368538,9.223372036854777E13,1.25608,48.0,48.0,38.523,1.0,0.25,197.25,3.69307,29.93065,2008.0,0.80319,
9606.ENSP00000441600,9.223372036854777E13,1.21159,40.0,40.0,33.712,1.0,0.25,191.66667,3.64604,244.05449,6176.0,0.82179,
9606.ENSP00000379430,83640.0,0.76102,12.0,12.0,1.332,1.0,0.2,137.45,2.85396,56.18591,1452.0,0.78788,
9606.ENSP00000216252,9.223372036854777E13,0.95524,21.0,22.0,2.707,1.0,0.25,166.66667,3.36139,221.89492,2780.0,0.7316,
9606.ENSP00000231509,9.223372036854777E13,1.05619,49.0,49.0,38.185,1.0,0.25,210.75,3.90099,87.44314,3872.0,0.67092,
9606.ENSP00000276533,21264.0,0.64095,15.0,15.0,3.516,1.0,0.25,159.83333,3.29455,24.98525,568.0,0.60952,
9606.ENSP00000356134,7.0,0.2842,4.0,5.0,1.887,1.0,0.25,146.83333,3.10149,20.87154,230.0,0.3,
9606.ENSP00000310036,9.223372036854777E13,0.959,104.0,106.0,60.612,6.0,0.33333,243.83333,4.11139,1557.34795,39922.0,0.46289,
9606.ENSP00000437360,9.223372036854777E13,0.87837,24.0,25.0,12.779,1.0,0.25,196.16667,3.7995,298.9152,6216.0,0.65,
9606.ENSP00000378340,9.223372036854777E13,1.31592,33.0,33.0,6.349,1.0,0.2,164.78333,3.25495,11.41836,262.0,0.95076,
9606.ENSP00000229307,9.223372036854777E13,0.8886,50.0,50.0,36.684,1.0,0.25,214.25,3.94802,216.48079,6852.0,0.56082,
9606.ENSP00000311360,9.223372036854777E13,0.96326,29.0,29.0,8.705,1.0,0.25,182.25,3.57426,52.00277,1708.0,0.7266,
9606.ENSP00000495360,9.223372036854777E13,0.70614,141.0,141.0,61.429,7.0,0.33333,267.33333,4.28713,5284.65031,124402.0,0.32229,
9606.ENSP00000264552,9.223372036854777E13,0.67834,35.0,35.0,19.577,1.0,0.25,204.66667,3.87624,297.76904,10274.0,0.48067,
9606.ENSP00000263341,9.223372036854777E13,0.79651,168.0,168.0,72.849,18.0,0.33333,278.16667,4.31436,2895.80531,90050.0,0.34453,
9606.ENSP00000301788,9.223372036854777E13,1.07966,60.0,60.0,18.927,1.0,0.25,203.58333,3.7401,239.10022,8664.0,0.64294,
9606.ENSP00000365380,9.223372036854777E13,1.05728,95.0,95.0,58.763,2.0,0.33333,232.66667,4.0,492.41499,20346.0,0.54513,
9606.ENSP00000349967,9.223372036854777E13,1.16989,66.0,66.0,43.074,1.0,0.25,206.41667,3.74257,101.29582,4336.0,0.67599,
9606.ENSP00000363081,9.223372036854777E13,0.93652,27.0,28.0,23.752,1.0,0.25,198.66667,3.82178,476.871,8928.0,0.67196,
9606.ENSP00000498750,9.223372036854777E13,1.02291,62.0,62.0,19.512,1.0,0.33333,211.83333,3.85396,367.83344,11838.0,0.60286,
9606.ENSP00000370842,9.223372036854777E13,1.14495,62.0,62.0,47.635,1.0,0.25,205.0,3.74505,68.93119,3440.0,0.67478,
9606.ENSP00000431800,22567.0,0.56537,16.0,17.0,3.507,1.0,0.25,158.66667,3.2797,393.31763,4706.0,0.46324,
9606.ENSP00000348645,9.223372036854777E13,0.88157,120.0,120.0,63.151,1.0,0.33333,251.33333,4.15347,803.56501,28250.0,0.42283,
9606.ENSP00000497653,9.223372036854777E13,1.14403,36.0,36.0,8.807,1.0,0.25,190.83333,3.65594,813.99584,16404.0,0.80317,
9606.ENSP00000217456,7.0,0.46346,3.0,4.0,2.173,1.0,0.2,145.11667,3.08663,8.95805,218.0,0.5,
9606.ENSP00000357470,9.223372036854777E13,1.12834,57.0,57.0,45.019,1.0,0.25,208.16667,3.82178,70.09045,3656.0,0.68296,
9606.ENSP00000377245,9.223372036854777E13,0.71816,48.0,48.0,31.373,1.0,0.25,212.0,3.92327,529.64547,14944.0,0.45922,
9606.ENSP00000313419,9.223372036854777E13,1.11054,84.0,84.0,51.92,1.0,0.25,222.41667,3.89851,254.33547,10826.0,0.59495,
9606.ENSP00000296795,9.223372036854777E13,1.16353,57.0,57.0,43.199,1.0,0.25,204.25,3.7599,56.59044,2590.0,0.70426,
9606.ENSP00000300026,9.223372036854777E13,1.24333,34.0,35.0,7.756,3.0,0.25,187.5,3.61634,1935.85282,9544.0,0.83866,
9606.ENSP00000230990,9.223372036854777E13,1.02291,37.0,37.0,31.945,2.0,0.25,202.83333,3.84158,128.60716,4150.0,0.71171,
9606.ENSP00000428340,9.223372036854777E13,1.13603,42.0,42.0,36.55,1.0,0.25,199.25,3.76485,28.91669,1260.0,0.75842,
9606.ENSP00000262315,3.832806006E9,0.7886,22.0,22.0,8.212,3.0,0.25,187.16667,3.67327,165.71281,5072.0,0.65368,
9606.ENSP00000314897,9.223372036854777E13,1.07841,41.0,41.0,34.277,1.0,0.25,201.83333,3.7995,33.84967,1510.0,0.72561,
9606.ENSP00000454623,9.223372036854777E13,1.1313,86.0,86.0,52.473,1.0,0.25,220.16667,3.85396,182.60636,9216.0,0.60164,
9606.ENSP00000274306,9.223372036854777E13,1.2683,40.0,41.0,34.284,1.0,0.25,189.66667,3.60149,70.26942,1744.0,0.81829,
9606.ENSP00000304643,9.223372036854777E13,0.91128,45.0,45.0,28.744,5.0,0.25,212.58333,3.94554,647.90457,24818.0,0.59495,
9606.ENSP00000216341,9.223372036854777E13,1.15713,80.0,80.0,51.548,1.0,0.25,220.75,3.89604,228.14187,10290.0,0.62943,
9606.ENSP00000297347,9.223372036854777E13,1.16874,48.0,48.0,19.365,1.0,0.25,206.75,3.84158,224.80006,11358.0,0.74734,
9606.ENSP00000296255,3.0,0.30779,2.0,3.0,2.931,1.0,0.25,168.33333,3.48515,10.08415,340.0,0.33333,
9606.ENSP00000236040,9.223372036854777E13,1.37002,32.0,34.0,5.466,1.0,0.25,170.83333,3.35644,1078.0051,5556.0,0.88592,
9606.ENSP00000261254,1.442774597067E12,0.84798,32.0,33.0,22.605,2.0,0.25,203.66667,3.87376,462.67649,10216.0,0.58144,
9606.ENSP00000427004,12.0,0.32413,5.0,7.0,2.543,1.0,0.25,151.75,3.18069,63.47769,736.0,0.2381,
9606.ENSP00000448165,7.293888E8,0.89661,20.0,20.0,18.027,1.0,0.25,191.08333,3.74752,13.05843,574.0,0.76842,
9606.ENSP00000364140,9.223372036854777E13,1.26575,34.0,34.0,6.098,1.0,0.2,167.03333,3.28465,29.11787,824.0,0.90553,
9606.ENSP00000263556,9.223372036854777E13,1.24084,34.0,36.0,7.945,4.0,0.25,183.58333,3.5495,1828.30387,8906.0,0.79048,
9606.ENSP00000324124,9.223372036854777E13,1.01663,62.0,62.0,18.907,2.0,0.25,206.58333,3.77475,608.60826,13532.0,0.59915,
9606.ENSP00000327513,9.223372036854777E13,1.06506,91.0,91.0,54.791,1.0,0.25,228.41667,3.95545,276.99744,13298.0,0.55653,
9606.ENSP00000387356,3.2516149131480004E13,0.81789,37.0,37.0,28.011,1.0,0.25,199.41667,3.78218,582.0037,17692.0,0.56907,
9606.ENSP00000367406,9.223372036854777E13,1.38722,39.0,39.0,15.635,1.0,0.25,194.25,3.7005,34.93083,2428.0,0.94872,
9606.ENSP00000274311,2.0,0.0,1.0,2.0,1.085,1.0,0.2,123.96667,2.60644,13.62965,86.0,0.0,
9606.ENSP00000466967,8.0,0.2842,4.0,6.0,2.46,1.0,0.25,150.41667,3.17574,102.03715,1158.0,0.2,
9606.ENSP00000340823,9.223372036854777E13,1.06995,59.0,59.0,21.978,1.0,0.33333,212.33333,3.87624,433.89014,11414.0,0.64056,
9606.ENSP00000296484,2.0,0.0,1.0,2.0,1.063,1.0,0.2,127.35,2.69554,5.56018,40.0,0.0,
9606.ENSP00000254846,9250020.0,0.46128,32.0,32.0,18.234,3.0,0.33333,204.33333,3.89109,941.33918,22370.0,0.33669,
9606.ENSP00000265728,751992.0,0.66846,18.0,18.0,6.422,1.0,0.25,178.16667,3.55693,86.15526,2334.0,0.59477,
9606.ENSP00000237380,9.223372036854777E13,1.21619,46.0,46.0,19.198,1.0,0.25,202.41667,3.78713,163.31389,8712.0,0.78841,
9606.ENSP00000498791,9.223372036854777E13,1.2563,45.0,45.0,18.133,1.0,0.25,198.25,3.7302,81.92432,5692.0,0.8202,
9606.ENSP00000286301,9.223372036854777E13,1.05086,83.0,83.0,55.88,1.0,0.25,225.08333,3.94307,238.85888,11534.0,0.56509,
9606.ENSP00000381949,9.223372036854777E13,1.37002,32.0,32.0,5.504,1.0,0.2,163.11667,3.23515,0.0,0.0,1.0,
9606.ENSP00000326767,9.223372036854777E13,1.18977,47.0,47.0,19.786,1.0,0.25,202.83333,3.7896,198.70927,8470.0,0.76596,
9606.ENSP00000265963,9.223372036854777E13,1.05435,61.0,62.0,20.593,2.0,0.33333,211.0,3.84158,715.28857,14350.0,0.60444,
9606.ENSP00000286788,28091.0,0.57085,15.0,16.0,4.881,2.0,0.25,166.0,3.38861,493.89574,9548.0,0.475,
9606.ENSP00000261245,9.223372036854777E13,1.09826,59.0,59.0,19.582,1.0,0.33333,201.5,3.71535,214.74003,7124.0,0.65751,
9606.ENSP00000261366,2.113132014E9,0.59799,30.0,30.0,19.085,1.0,0.25,202.91667,3.87624,455.41774,12986.0,0.44598,
9606.ENSP00000347232,9.223372036854777E13,0.99874,33.0,33.0,9.501,1.0,0.25,192.5,3.70792,121.64068,4392.0,0.72159,
9606.ENSP00000348442,9.223372036854777E13,0.73052,35.0,35.0,12.395,2.0,0.25,200.25,3.81188,523.1084,11838.0,0.51765,
9606.ENSP00000380855,9.223372036854777E13,1.19913,52.0,52.0,43.068,1.0,0.25,205.75,3.81188,68.26783,3988.0,0.74736,
9606.ENSP00000362068,9.223372036854777E13,1.25476,45.0,45.0,16.992,1.0,0.25,186.83333,3.55693,95.00171,1456.0,0.81919,
9606.ENSP00000011653,9.223372036854777E13,0.88601,133.0,133.0,66.835,9.0,0.33333,258.5,4.19554,1924.12355,60784.0,0.41171,
9606.ENSP00000295025,9.223372036854777E13,0.88422,60.0,60.0,42.288,1.0,0.33333,215.33333,3.91584,351.79199,11782.0,0.52655,
9606.ENSP00000225275,9.223372036854777E13,1.08603,54.0,54.0,40.704,1.0,0.25,205.16667,3.7896,82.36199,3794.0,0.66876,
9606.ENSP00000254719,9.223372036854777E13,0.86001,38.0,38.0,10.485,1.0,0.25,185.25,3.57673,213.97445,4340.0,0.59317,
9606.ENSP00000296597,83642.0,0.67697,13.0,13.0,1.616,1.0,0.2,140.11667,2.90099,169.75802,2348.0,0.67949,
9606.ENSP00000469468,9.223372036854777E13,1.1239,18.0,25.0,5.85,1.0,0.25,174.5,3.46782,895.8367,11230.0,0.53667,
9606.ENSP00000369497,9.223372036854777E13,0.54838,63.0,63.0,25.789,4.0,0.33333,220.83333,3.98267,2037.14323,48052.0,0.32156,
9606.ENSP00000375809,9.223372036854777E13,0.84705,80.0,81.0,26.384,2.0,0.33333,226.0,3.9703,1999.38959,31902.0,0.44938,
9606.ENSP00000369375,9.223372036854777E13,1.13661,43.0,43.0,36.126,1.0,0.25,201.08333,3.78465,28.1213,1298.0,0.75305,
9606.ENSP00000319476,9.223372036854777E13,1.22062,51.0,51.0,38.618,1.0,0.25,197.08333,3.67574,38.43946,2252.0,0.76549,
9606.ENSP00000363822,9.223372036854777E13,0.82198,59.0,59.0,37.439,2.0,0.25,221.25,4.00495,665.74569,19874.0,0.49211,
9606.ENSP00000352271,9.223372036854777E13,1.16408,25.0,27.0,7.991,1.0,0.25,181.16667,3.56683,575.67671,5460.0,0.78917,
9606.ENSP00000278412,9.223372036854777E13,0.96209,40.0,41.0,14.485,2.0,0.33333,202.33333,3.81683,393.87085,9166.0,0.62073,
9606.ENSP00000415536,9.223372036854777E13,1.04697,61.0,61.0,18.873,1.0,0.25,205.91667,3.7698,509.51447,11012.0,0.62022,
9606.ENSP00000351185,9.223372036854777E13,0.93213,35.0,35.0,7.978,3.0,0.25,185.83333,3.59901,834.91383,5744.0,0.6605,
9606.ENSP00000299697,10120.0,0.41666,14.0,14.0,11.249,1.0,0.33333,188.33333,3.74257,168.99517,4294.0,0.40659,
9606.ENSP00000354451,5040.0,0.76834,7.0,7.0,6.746,1.0,0.25,162.75,3.37376,0.0,0.0,1.0,
9606.ENSP00000480474,9.223372036854777E13,1.37002,32.0,32.0,6.503,1.0,0.2,163.11667,3.23515,0.0,0.0,1.0,
9606.ENSP00000370460,9.223372036854777E13,1.11231,19.0,19.0,2.243,1.0,0.25,152.41667,3.15099,2.12471,62.0,0.97076,
9606.ENSP00000290541,9.223372036854777E13,0.85692,30.0,30.0,13.541,1.0,0.25,195.16667,3.7599,211.24314,5922.0,0.63908,
9606.ENSP00000265465,19922.0,0.72807,13.0,15.0,3.325,1.0,0.25,158.5,3.27228,61.30359,804.0,0.54286,
9606.ENSP00000290663,9.223372036854777E13,1.15659,49.0,49.0,19.525,1.0,0.25,203.58333,3.7896,146.52387,7670.0,0.73469,
9606.ENSP00000461879,9.223372036854777E13,0.85785,73.0,74.0,27.932,2.0,0.33333,232.16667,4.09653,3531.06978,47772.0,0.46723,
9606.ENSP00000266557,9.223372036854777E13,1.26291,57.0,57.0,43.38,1.0,0.25,202.33333,3.7302,47.98674,2554.0,0.76441,
9606.ENSP00000339191,9.223372036854777E13,0.93431,64.0,64.0,41.659,1.0,0.25,219.16667,3.9505,402.69849,12372.0,0.54514,
9606.ENSP00000401018,7854.0,0.58558,14.0,14.0,4.059,1.0,0.25,158.83333,3.26238,31.37123,640.0,0.57143,
9606.ENSP00000309572,4.9159832059172E13,0.71536,51.0,51.0,29.159,1.0,0.25,214.16667,3.94059,884.06972,30352.0,0.44863,
9606.ENSP00000299440,9.223372036854777E13,1.13598,40.0,42.0,37.837,1.0,0.25,200.66667,3.78218,440.25608,13348.0,0.69919,
9606.ENSP00000265379,9.223372036854777E13,1.37002,32.0,32.0,6.298,1.0,0.2,163.11667,3.23515,0.0,0.0,1.0,
9606.ENSP00000370214,24.0,0.56839,4.0,4.0,1.095,1.0,0.2,121.45,2.51485,0.0,0.0,1.0,
9606.ENSP00000361982,28.0,0.23943,10.0,10.0,2.105,1.0,0.25,159.08333,3.31188,159.51711,1396.0,0.26667,
9606.ENSP00000312618,82801.0,0.78053,11.0,12.0,2.041,1.0,0.25,148.83333,3.10149,607.34464,12546.0,0.69697,
9606.ENSP00000263087,9.223372036854777E13,1.2221,58.0,58.0,39.065,1.0,0.25,197.83333,3.64109,44.33329,1744.0,0.73563,
9606.ENSP00000219244,9.223372036854777E13,1.2436,48.0,48.0,39.389,1.0,0.25,192.5,3.61634,18.72868,848.0,0.79521,
9606.ENSP00000363804,9.223372036854777E13,0.96296,60.0,60.0,42.879,1.0,0.25,217.75,3.9505,168.1072,6944.0,0.57345,
9606.ENSP00000373952,9.223372036854777E13,0.9557,32.0,34.0,12.306,1.0,0.25,197.41667,3.77723,371.49009,9532.0,0.61676,
9606.ENSP00000359424,9.223372036854777E13,1.06006,38.0,38.0,32.203,1.0,0.25,201.0,3.80446,36.18362,1688.0,0.73115,
9606.ENSP00000297494,9.223372036854777E13,1.05186,56.0,56.0,40.671,1.0,0.25,212.0,3.88119,153.34472,5524.0,0.64026,
9606.ENSP00000482313,9.223372036854777E13,0.79198,40.0,40.0,12.191,1.0,0.33333,197.83333,3.75495,375.87902,8164.0,0.53718,
9606.ENSP00000369581,9.223372036854777E13,1.0807,72.0,72.0,49.97,3.0,0.25,220.58333,3.93317,641.20052,20908.0,0.60759,
9606.ENSP00000269601,9.223372036854777E13,1.02557,20.0,20.0,3.076,1.0,0.25,160.41667,3.2797,161.96436,2334.0,0.87895,
9606.ENSP00000361850,9.223372036854777E13,1.01822,39.0,39.0,33.916,1.0,0.25,203.83333,3.83911,81.43594,2588.0,0.69636,
9606.ENSP00000339090,9.223372036854777E13,1.11231,19.0,19.0,2.574,1.0,0.25,152.41667,3.15099,2.12471,62.0,0.97076,
9606.ENSP00000308583,85705.0,0.81806,10.0,15.0,2.827,3.0,0.25,159.25,3.2797,595.81159,11126.0,0.44762,
9606.ENSP00000265371,9.223372036854777E13,1.02938,37.0,37.0,31.755,1.0,0.25,192.5,3.68069,25.75342,1010.0,0.71622,
9606.ENSP00000379140,9.223372036854777E13,0.9307,117.0,117.0,61.595,4.0,0.33333,249.33333,4.13861,1808.28358,45392.0,0.4499,
9606.ENSP00000309790,25.0,0.56839,4.0,5.0,1.916,2.0,0.2,143.45,3.03218,206.51307,4486.0,0.6,
9606.ENSP00000199814,9.223372036854777E13,1.03171,20.0,21.0,2.34,1.0,0.25,158.66667,3.24257,144.81029,1218.0,0.8,
9606.ENSP00000362948,9.223372036854777E13,1.21449,48.0,48.0,18.828,1.0,0.25,203.5,3.79455,122.95464,7396.0,0.7766,
9606.ENSP00000299424,9.223372036854777E13,1.32491,41.0,41.0,15.624,1.0,0.25,193.58333,3.68069,46.78706,2516.0,0.89146,
9606.ENSP00000357876,9.223372036854777E13,0.73764,35.0,35.0,13.492,1.0,0.25,203.66667,3.86139,395.45656,9604.0,0.52269,
9606.ENSP00000354487,9.223372036854777E13,0.85641,39.0,39.0,28.717,1.0,0.25,207.66667,3.90347,415.77941,10038.0,0.5857,
9606.ENSP00000229135,9.223372036854777E13,0.84045,150.0,150.0,69.29,6.0,0.33333,265.33333,4.21287,1960.05673,58444.0,0.37638,
9606.ENSP00000369689,9.223372036854777E13,0.91128,45.0,45.0,30.813,1.0,0.25,212.58333,3.94554,647.90457,24818.0,0.59495,
9606.ENSP00000252486,9.223372036854777E13,0.98496,73.0,73.0,49.744,2.0,0.25,221.83333,3.94307,661.19144,17028.0,0.55137,
9606.ENSP00000471455,2.0,0.30779,2.0,2.0,1.201,1.0,0.2,136.25,2.90099,0.0,0.0,1.0,
9606.ENSP00000352071,9.223372036854777E13,1.19942,68.0,68.0,50.167,1.0,0.25,208.83333,3.7698,80.84346,3634.0,0.68657,
9606.ENSP00000383611,7.935343846769999E12,0.61253,38.0,38.0,23.535,1.0,0.25,208.41667,3.91832,541.23602,18052.0,0.42248,
9606.ENSP00000358854,9.223372036854777E13,1.25792,46.0,46.0,17.753,1.0,0.25,194.08333,3.66089,96.76558,2874.0,0.81546,
9606.ENSP00000424261,728.0,0.3791,10.0,10.0,4.325,1.0,0.25,154.58333,3.21782,17.81688,256.0,0.42222,
9606.ENSP00000396937,9.223372036854777E13,0.89469,29.0,29.0,12.944,1.0,0.25,196.5,3.78465,187.92093,5676.0,0.67488,
9606.ENSP00000264331,9.61637224E8,0.6048,21.0,23.0,8.584,1.0,0.25,182.58333,3.60891,393.69873,5708.0,0.42292,
9606.ENSP00000292614,9.223372036854777E13,1.05783,60.0,61.0,21.079,1.0,0.33333,209.16667,3.81931,637.53818,13530.0,0.60929,
9606.ENSP00000312987,9.223372036854777E13,0.90985,41.0,41.0,31.84,1.0,0.25,206.5,3.87624,112.86142,4312.0,0.6122,
9606.ENSP00000310448,9.223372036854777E13,0.73422,24.0,27.0,7.527,1.0,0.25,183.75,3.59406,1265.94667,19752.0,0.46724,
9606.ENSP00000361834,9.223372036854777E13,1.27074,34.0,34.0,7.578,1.0,0.2,166.11667,3.2698,22.19147,582.0,0.90909,
9606.ENSP00000486725,8.7178291202E10,1.02476,14.0,16.0,2.387,1.0,0.25,159.75,3.2896,159.23763,1632.0,0.75833,
9606.ENSP00000412237,9.223372036854777E13,0.87215,144.0,144.0,69.128,2.0,0.33333,261.0,4.17822,1409.56978,49610.0,0.39549,
9606.ENSP00000275493,9.223372036854777E13,0.74795,143.0,144.0,65.623,7.0,0.33333,268.16667,4.28465,5566.04992,124572.0,0.33518,
9606.ENSP00000231790,9.223372036854777E13,0.77939,42.0,42.0,17.292,1.0,0.25,207.25,3.88366,552.36886,18460.0,0.52033,
9606.ENSP00000368104,9.223372036854777E13,0.97782,43.0,43.0,34.085,1.0,0.25,207.58333,3.87624,182.20908,7196.0,0.64784,
9606.ENSP00000381775,9.223372036854777E13,0.83917,76.0,76.0,47.648,2.0,0.25,227.0,4.00248,843.6295,22758.0,0.46386,
9606.ENSP00000382628,9.223372036854777E13,0.98939,29.0,29.0,10.252,1.0,0.25,190.58333,3.69554,119.51788,4020.0,0.74631,
9606.ENSP00000266551,9.223372036854777E13,1.26087,33.0,33.0,26.144,1.0,0.25,180.83333,3.5,3.81459,170.0,0.91098,
9606.ENSP00000499900,9.223372036854777E13,1.04645,60.0,60.0,44.24,1.0,0.25,216.75,3.93564,543.52494,18864.0,0.62316,
9606.ENSP00000379111,9.223372036854777E13,1.10313,45.0,45.0,35.879,1.0,0.25,196.25,3.7005,36.07809,1660.0,0.7202,
9606.ENSP00000414303,9.223372036854777E13,0.96719,81.0,81.0,52.181,1.0,0.33333,228.33333,4.00495,325.78555,12286.0,0.52407,
9606.ENSP00000410186,1096632.0,0.75111,15.0,15.0,3.874,1.0,0.25,169.08333,3.44554,33.36041,850.0,0.71429,
9606.ENSP00000379218,41160.0,0.73825,10.0,10.0,1.273,1.0,0.2,129.4,2.67079,16.18079,496.0,0.82222,
9606.ENSP00000395704,9.223372036854777E13,1.23945,48.0,48.0,38.841,1.0,0.25,193.58333,3.63614,28.42099,1594.0,0.79255,
9606.ENSP00000268711,9.223372036854777E13,1.2311,46.0,46.0,16.969,1.0,0.25,200.08333,3.75248,94.62867,6214.0,0.79807,
9606.ENSP00000312652,9.223372036854777E13,0.80317,95.0,95.0,54.279,1.0,0.25,234.33333,4.02228,1700.13196,59060.0,0.41411,
9606.ENSP00000423399,1096581.0,0.51595,19.0,22.0,5.313,2.0,0.25,176.41667,3.52228,639.22984,8616.0,0.33766,
9606.ENSP00000427514,9.223372036854777E13,0.78426,72.0,72.0,43.693,1.0,0.25,224.75,3.99505,874.84989,37442.0,0.44092,
9606.ENSP00000265564,20.0,0.26242,8.0,10.0,3.459,2.0,0.25,181.91667,3.65347,367.59001,4220.0,0.2,
9606.ENSP00000264233,4.989672576E10,1.00637,18.0,18.0,5.068,1.0,0.25,164.25,3.35396,5.67203,164.0,0.89542,
