node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000450565,7.0,0.46346,3.0,4.0,9.617,3.0,0.16667,121.78333,3.93492,1149.74095,6186.0,0.5,
9606.ENSP00000368411,744.0,0.58315,8.0,8.0,27.244,1.0,0.16667,137.13333,4.33189,290.39793,4076.0,0.71429,
9606.ENSP00000366234,12.0,0.47366,4.0,4.0,5.009,2.0,0.14286,103.69762,3.2603,58.92073,516.0,0.83333,
9606.ENSP00000367686,723.0,0.71324,6.0,9.0,23.753,2.0,0.16667,143.55,4.49024,625.93564,3698.0,0.41667,
9606.ENSP00000218548,8.7178291209E10,1.02476,14.0,19.0,49.495,5.0,0.16667,151.96667,4.58785,1870.86623,10428.0,0.55556,
9606.ENSP00000296679,6.0,0.30779,2.0,6.0,12.173,2.0,0.16667,131.95,4.22993,1406.62359,7012.0,0.13333,
9606.ENSP00000216366,362886.0,0.7582,10.0,10.0,14.129,2.0,0.16667,123.93333,3.90889,346.53332,4082.0,0.84444,
9606.ENSP00000231751,81.0,0.43736,8.0,9.0,34.203,2.0,0.16667,145.16667,4.53145,622.93079,4634.0,0.41667,
9606.ENSP00000345492,11.0,0.46346,3.0,8.0,17.717,4.0,0.2,144.68333,4.55965,1453.30342,8040.0,0.14286,
9606.ENSP00000382717,1.43700552E9,0.93138,15.0,15.0,37.035,1.0,0.16667,134.48333,4.18655,84.99151,1480.0,0.88571,
9606.ENSP00000251241,2.0,0.30779,2.0,2.0,2.594,1.0,0.14286,100.47619,3.0846,0.0,0.0,1.0,
9606.ENSP00000292079,8.71782912E10,1.02476,14.0,14.0,45.235,1.0,0.16667,142.63333,4.44685,0.0,0.0,1.0,
9606.ENSP00000438204,6.0,0.46346,3.0,3.0,18.682,1.0,0.16667,138.46667,4.41866,0.0,0.0,1.0,
9606.ENSP00000360916,11.0,0.46346,3.0,8.0,22.374,2.0,0.16667,143.7,4.5141,1200.69533,6778.0,0.10714,
9606.ENSP00000083182,362883.0,0.85919,9.0,12.0,11.591,9.0,0.16667,127.91667,3.98048,3460.08396,14148.0,0.56061,
9606.ENSP00000326519,13.0,0.28529,6.0,7.0,12.715,4.0,0.16667,124.31667,3.95011,1200.59769,9010.0,0.28571,
9606.ENSP00000349616,6.0,0.30898,3.0,5.0,17.454,1.0,0.2,141.9,4.48807,990.36411,5976.0,0.2,
9606.ENSP00000287600,128.0,0.57059,6.0,8.0,18.096,1.0,0.16667,129.78333,4.13883,712.19633,5382.0,0.46429,
9606.ENSP00000263413,3.99168E7,0.93324,11.0,11.0,44.811,1.0,0.16667,147.16667,4.57484,0.0,0.0,1.0,
9606.ENSP00000382800,28.0,0.2864,9.0,11.0,26.507,2.0,0.16667,146.08333,4.53145,1279.73916,8636.0,0.23636,
9606.ENSP00000216115,3.0,0.30779,2.0,3.0,9.395,1.0,0.16667,128.96667,4.2256,88.55473,602.0,0.33333,
9606.ENSP00000356155,40320.0,0.8164,8.0,8.0,20.526,1.0,0.16667,130.18333,4.14534,0.0,0.0,1.0,
9606.ENSP00000228318,29.0,0.38039,6.0,7.0,36.041,2.0,0.2,156.08333,4.80911,1078.64804,7864.0,0.38095,
9606.ENSP00000296266,1.437004808E9,0.81665,16.0,16.0,36.321,2.0,0.16667,143.38333,4.40347,999.02515,7740.0,0.75833,
9606.ENSP00000312356,3.9916801E7,0.93324,11.0,12.0,23.854,1.0,0.16667,136.15,4.27115,1241.92275,4786.0,0.83333,
9606.ENSP00000241651,80692.0,0.61467,12.0,14.0,49.648,2.0,0.16667,150.98333,4.62039,1937.71774,13624.0,0.46154,
9606.ENSP00000238497,362882.0,0.73825,10.0,10.0,30.481,1.0,0.16667,138.06667,4.36876,352.78295,3112.0,0.82222,
9606.ENSP00000388001,1083.0,0.55867,10.0,11.0,14.335,4.0,0.16667,137.78333,4.35358,1365.95605,8664.0,0.50909,
9606.ENSP00000264731,6.0,0.46346,3.0,3.0,7.624,1.0,0.14286,115.31905,3.70716,0.0,0.0,1.0,
9606.ENSP00000282041,720.0,0.71324,6.0,6.0,19.627,1.0,0.16667,125.93333,4.07809,0.0,0.0,1.0,
9606.ENSP00000259396,1566.0,0.36794,16.0,16.0,43.739,5.0,0.16667,147.38333,4.48156,1209.97254,10342.0,0.34167,
9606.ENSP00000283254,41048.0,0.54924,13.0,13.0,28.163,2.0,0.16667,140.66667,4.37527,919.4909,10242.0,0.55128,
9606.ENSP00000347213,34.0,0.38039,6.0,11.0,29.186,8.0,0.16667,151.4,4.64859,3817.30421,25520.0,0.18182,
9606.ENSP00000366565,365064.0,0.68975,13.0,13.0,37.276,5.0,0.2,155.03333,4.74187,430.41373,5542.0,0.69231,
9606.ENSP00000380998,363602.0,0.81806,10.0,12.0,34.448,2.0,0.2,138.01667,4.32538,1004.95475,6072.0,0.63636,
9606.ENSP00000357494,3.0,0.0,1.0,3.0,9.991,1.0,0.16667,132.26667,4.2885,190.00039,872.0,0.0,
9606.ENSP00000399376,13.0,0.2842,4.0,11.0,35.131,7.0,0.2,164.71667,4.93275,4272.02679,24826.0,0.09091,
9606.ENSP00000312262,737.0,0.47733,9.0,12.0,30.018,5.0,0.2,151.63333,4.66161,2461.91238,14072.0,0.31818,
9606.ENSP00000313350,4.0,0.30779,2.0,4.0,15.438,2.0,0.16667,135.78333,4.34707,972.27875,4596.0,0.16667,
9606.ENSP00000335246,288.0,0.54893,9.0,9.0,16.219,3.0,0.16667,131.13333,4.15618,253.63305,2914.0,0.63889,
9606.ENSP00000314444,1.437004808E9,0.89132,15.0,18.0,41.081,1.0,0.16667,144.3,4.40347,1874.7639,16618.0,0.60131,
9606.ENSP00000351957,129.0,0.47564,7.0,8.0,13.882,1.0,0.16667,133.33333,4.23644,779.47821,4960.0,0.46429,
9606.ENSP00000302548,6.0,0.2842,4.0,4.0,8.637,1.0,0.16667,125.01667,4.00434,434.34332,3454.0,0.5,
9606.ENSP00000328835,2.0,0.0,1.0,2.0,5.994,1.0,0.16667,116.81667,3.86117,3.88571,14.0,0.0,
9606.ENSP00000495274,362880.0,0.85919,9.0,9.0,11.543,1.0,0.16667,112.83333,3.52278,0.0,0.0,1.0,
9606.ENSP00000262102,6.0,0.30779,2.0,6.0,16.899,3.0,0.16667,136.03333,4.3167,801.84996,4100.0,0.06667,
9606.ENSP00000477973,80760.0,0.76356,11.0,11.0,18.469,3.0,0.16667,127.4,4.01302,229.83846,3630.0,0.81818,
9606.ENSP00000352926,3.0,0.30779,2.0,3.0,14.079,1.0,0.16667,127.28333,4.09111,40.00168,336.0,0.33333,
9606.ENSP00000450482,1570.0,0.45368,12.0,12.0,32.569,2.0,0.16667,140.15,4.35575,648.35482,6020.0,0.4697,
9606.ENSP00000298307,362881.0,0.85919,9.0,10.0,13.303,8.0,0.16667,136.5,4.2603,4239.56336,21264.0,0.8,
9606.ENSP00000496114,41048.0,0.54924,13.0,13.0,26.831,1.0,0.16667,140.66667,4.37527,919.4909,10242.0,0.55128,
9606.ENSP00000367527,2.0,0.0,1.0,2.0,1.899,1.0,0.14286,96.22857,2.91323,116.83699,328.0,0.0,
9606.ENSP00000490935,1083.0,0.55867,10.0,11.0,15.359,1.0,0.16667,137.0,4.32538,1551.68413,9278.0,0.50909,
9606.ENSP00000322061,3.9916803E7,0.93324,11.0,14.0,46.434,2.0,0.16667,154.05,4.69848,954.25048,6224.0,0.61538,
9606.ENSP00000486574,364320.0,0.78053,11.0,11.0,32.734,1.0,0.2,149.4,4.64208,198.03754,3330.0,0.83636,
9606.ENSP00000247178,46821.0,0.40532,20.0,21.0,39.404,16.0,0.2,165.8,4.90022,5393.06622,28320.0,0.31429,
9606.ENSP00000379612,10.0,0.46346,3.0,7.0,23.876,3.0,0.2,148.0,4.6269,1686.15159,8976.0,0.14286,
9606.ENSP00000417418,3.0,0.0,1.0,3.0,12.803,4.0,0.16667,141.0,4.49892,1029.56455,7480.0,0.0,
9606.ENSP00000350512,3628927.0,0.73175,12.0,17.0,40.508,6.0,0.16667,160.95,4.83297,5053.40495,28638.0,0.375,
9606.ENSP00000378402,56.0,0.27806,12.0,14.0,32.186,4.0,0.2,163.78333,4.89154,5525.69483,38178.0,0.20879,
9606.ENSP00000406773,3.9916801E7,0.93324,11.0,12.0,45.535,1.0,0.16667,148.63333,4.59436,130.06712,832.0,0.83333,
9606.ENSP00000386041,1226748.0,0.50144,27.0,27.0,68.522,6.0,0.2,170.28333,4.9154,3033.61683,28764.0,0.38746,
9606.ENSP00000362071,362880.0,0.85919,9.0,9.0,43.688,1.0,0.16667,135.58333,4.27983,0.0,0.0,1.0,
9606.ENSP00000216446,23.0,0.38896,5.0,14.0,30.834,13.0,0.2,164.46667,4.93059,7386.2449,30678.0,0.06593,
9606.ENSP00000345179,7.0,0.46346,3.0,4.0,17.107,1.0,0.16667,124.98333,4.01735,412.46241,2550.0,0.5,
9606.ENSP00000291900,362880.0,0.85919,9.0,9.0,9.794,1.0,0.14286,114.50952,3.58351,0.0,0.0,1.0,
9606.ENSP00000376352,11.0,0.32413,5.0,6.0,25.708,1.0,0.2,141.58333,4.46421,190.71876,2984.0,0.33333,
9606.ENSP00000416338,26.0,0.26253,9.0,13.0,37.422,6.0,0.2,166.51667,4.96529,3991.86422,22740.0,0.14103,
9606.ENSP00000250111,8.71782912E10,1.02476,14.0,14.0,45.875,1.0,0.16667,142.63333,4.44685,0.0,0.0,1.0,
9606.ENSP00000298532,3.0,0.0,1.0,3.0,7.433,1.0,0.16667,125.05,4.09111,324.39917,1684.0,0.0,
9606.ENSP00000483872,3.99168E7,0.93324,11.0,11.0,42.142,1.0,0.16667,147.16667,4.57484,0.0,0.0,1.0,
9606.ENSP00000220003,733.0,0.5854,7.0,14.0,34.221,4.0,0.2,157.21667,4.73536,2592.63757,16664.0,0.23077,
9606.ENSP00000353475,2.0,0.0,1.0,2.0,14.007,1.0,0.16667,127.61667,4.13883,26.40312,198.0,0.0,
9606.ENSP00000267415,40323.0,0.69213,9.0,10.0,16.311,2.0,0.14286,122.79286,3.8872,1361.85326,10548.0,0.64444,
9606.ENSP00000243344,1.43700552E9,0.93138,15.0,15.0,37.705,1.0,0.16667,134.48333,4.18655,84.99151,1480.0,0.88571,
9606.ENSP00000346829,6.0,0.46346,3.0,3.0,4.541,1.0,0.14286,101.94286,3.18221,0.0,0.0,1.0,
9606.ENSP00000346827,898.0,0.36587,12.0,18.0,46.531,5.0,0.2,145.71667,4.42516,1005.21085,14710.0,0.26144,
9606.ENSP00000435365,40441.0,0.76373,9.0,10.0,21.863,1.0,0.16667,141.08333,4.42082,895.85276,4026.0,0.71111,
9606.ENSP00000457016,3628802.0,0.89787,10.0,12.0,29.583,4.0,0.16667,143.26667,4.47072,1392.1696,6920.0,0.68182,
9606.ENSP00000333639,22.0,0.38039,6.0,8.0,10.485,5.0,0.16667,122.73333,3.88937,2142.89013,14074.0,0.32143,
9606.ENSP00000253496,4.0,0.30779,2.0,4.0,9.563,1.0,0.14286,116.42619,3.70933,178.94981,1256.0,0.33333,
9606.ENSP00000413479,1.307674368002E12,1.05156,15.0,17.0,21.412,15.0,0.16667,137.81667,4.20607,6012.03342,25722.0,0.77206,
9606.ENSP00000379174,3.0,0.0,1.0,3.0,5.052,3.0,0.16667,109.68333,3.50108,843.45106,4266.0,0.0,
9606.ENSP00000360317,8.0,0.46346,3.0,5.0,13.442,1.0,0.14286,129.55952,4.12798,188.04303,1046.0,0.4,
9606.ENSP00000481203,6.2270208E9,0.9963,13.0,13.0,25.891,1.0,0.14286,122.95238,3.85033,0.0,0.0,1.0,
9606.ENSP00000350098,3.99168E7,0.93324,11.0,11.0,22.465,1.0,0.16667,127.95,4.06941,0.0,0.0,1.0,
9606.ENSP00000359321,5040.0,0.76834,7.0,7.0,13.81,1.0,0.16667,117.1,3.70499,0.0,0.0,1.0,
9606.ENSP00000354458,3.9916832E7,0.57435,16.0,16.0,47.859,4.0,0.16667,154.7,4.69197,1217.69821,10360.0,0.53333,
9606.ENSP00000264499,1.437004801E9,0.99098,14.0,15.0,36.116,1.0,0.16667,135.65,4.22126,349.01341,3176.0,0.8381,
9606.ENSP00000302811,720.0,0.71324,6.0,6.0,25.25,1.0,0.14286,129.29286,4.11497,0.0,0.0,1.0,
9606.ENSP00000264020,4.79001602E8,0.96591,12.0,14.0,38.281,1.0,0.16667,139.53333,4.30369,2250.80869,18348.0,0.72527,
9606.ENSP00000437775,14.0,0.47366,4.0,6.0,15.261,1.0,0.16667,137.08333,4.36659,358.10743,2786.0,0.33333,
9606.ENSP00000286175,2.0,0.0,1.0,2.0,9.284,2.0,0.16667,136.83333,4.43167,855.47947,3392.0,0.0,
9606.ENSP00000351190,744.0,0.65858,7.0,7.0,26.728,1.0,0.16667,128.98333,4.10195,15.95045,216.0,0.85714,
9606.ENSP00000359799,3.0,0.0,1.0,3.0,15.521,1.0,0.16667,147.76667,4.65293,654.37463,5488.0,0.0,
9606.ENSP00000469242,40323.0,0.69213,9.0,10.0,22.46,1.0,0.16667,137.1,4.29501,968.29631,5262.0,0.64444,
9606.ENSP00000287025,2.0,0.0,1.0,2.0,11.168,1.0,0.2,132.31667,4.33189,61.64995,486.0,0.0,
9606.ENSP00000421180,42.0,0.4082,8.0,8.0,27.349,1.0,0.16667,148.36667,4.61171,514.84215,4754.0,0.5,
9606.ENSP00000341044,140.0,0.33919,10.0,12.0,36.558,1.0,0.2,148.46667,4.56833,1644.34226,11720.0,0.27273,
9606.ENSP00000367299,363600.0,0.81806,10.0,10.0,30.848,1.0,0.16667,133.51667,4.23861,14.20231,156.0,0.91111,
9606.ENSP00000369349,1.307674368E12,1.05156,15.0,15.0,18.772,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000381214,5.0,0.30779,2.0,5.0,7.622,1.0,0.16667,128.15,4.15184,343.58848,1624.0,0.2,
9606.ENSP00000322421,10.0,0.32413,5.0,5.0,21.375,1.0,0.16667,139.45,4.41432,593.04452,5004.0,0.5,
9606.ENSP00000404658,5042.0,0.76834,7.0,9.0,16.178,1.0,0.16667,123.15,3.87636,452.65922,2770.0,0.58333,
9606.ENSP00000286186,2.0,0.30779,2.0,2.0,7.472,1.0,0.16667,125.98333,4.11714,0.0,0.0,1.0,
9606.ENSP00000474823,363605.0,0.72963,11.0,12.0,34.284,1.0,0.16667,146.15,4.53362,849.71014,6156.0,0.65152,
9606.ENSP00000333657,1083.0,0.64439,9.0,12.0,18.068,6.0,0.16667,144.43333,4.50325,2237.12256,11948.0,0.42424,
9606.ENSP00000355689,19.0,0.2927,7.0,10.0,22.447,7.0,0.2,152.53333,4.72234,3961.22208,24894.0,0.17778,
9606.ENSP00000359783,960.0,0.67062,8.0,8.0,11.897,1.0,0.16667,129.03333,4.14534,104.60376,1316.0,0.82143,
9606.ENSP00000451812,2.0,0.30779,2.0,2.0,2.883,1.0,0.14286,107.85238,3.51627,0.0,0.0,1.0,
9606.ENSP00000467176,851760.0,0.79954,14.0,14.0,55.237,1.0,0.16667,144.51667,4.47072,65.8243,1370.0,0.78022,
9606.ENSP00000263187,122.0,0.64826,5.0,7.0,12.908,2.0,0.16667,117.41667,3.72885,979.72649,6180.0,0.47619,
9606.ENSP00000301825,306.0,0.43905,12.0,12.0,19.562,1.0,0.16667,140.61667,4.39913,986.72132,7712.0,0.45455,
9606.ENSP00000360762,368287.0,0.63062,14.0,15.0,54.825,2.0,0.16667,151.18333,4.60521,863.64065,6600.0,0.53333,
9606.ENSP00000345774,5235.0,0.38589,16.0,17.0,46.059,1.0,0.2,149.58333,4.50976,1968.89258,23170.0,0.31618,
9606.ENSP00000360522,746.0,0.55399,8.0,8.0,29.094,1.0,0.16667,133.31667,4.22343,69.48246,696.0,0.67857,
9606.ENSP00000378292,1.307674368E12,1.05156,15.0,15.0,19.137,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000492001,5.0,0.30898,3.0,4.0,21.641,1.0,0.2,149.91667,4.71367,265.93294,3182.0,0.33333,
9606.ENSP00000270722,9.0,0.30898,3.0,7.0,14.376,3.0,0.16667,141.31667,4.48156,1249.19123,7596.0,0.19048,
9606.ENSP00000497815,362886.0,0.7582,10.0,10.0,14.901,1.0,0.16667,123.93333,3.90889,346.53332,4082.0,0.84444,
9606.ENSP00000414237,122.0,0.64826,5.0,7.0,3.582,3.0,0.14286,108.84524,3.37744,1327.20521,3880.0,0.52381,
9606.ENSP00000330393,13.0,0.46346,3.0,10.0,23.537,3.0,0.2,142.48333,4.43818,3614.70265,22930.0,0.11111,
9606.ENSP00000307259,132.0,0.64826,5.0,12.0,33.041,2.0,0.16667,149.13333,4.5423,2618.50924,20530.0,0.22727,
9606.ENSP00000307014,1.307674368E12,1.05156,15.0,15.0,17.233,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000229134,12.0,0.47366,4.0,4.0,4.47,1.0,0.14286,96.52857,2.89805,0.66667,2.0,0.83333,
9606.ENSP00000209668,6480.0,0.73986,9.0,9.0,30.359,1.0,0.16667,133.0,4.18655,30.33892,552.0,0.86111,
9606.ENSP00000252252,1.307674368006E12,0.8743,17.0,17.0,20.262,6.0,0.14286,128.36905,3.95228,1563.98086,9296.0,0.79412,
9606.ENSP00000391592,8.0,0.30779,2.0,8.0,18.022,2.0,0.16667,143.53333,4.4859,1091.12804,5540.0,0.03571,
9606.ENSP00000252250,1.307674368E12,1.05156,15.0,15.0,18.898,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000448220,1.307674368E12,1.05156,15.0,15.0,17.76,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000309124,2.0,0.0,1.0,2.0,5.359,1.0,0.14286,113.90476,3.70933,32.13255,266.0,0.0,
9606.ENSP00000345785,3.0,0.30779,2.0,3.0,5.185,1.0,0.14286,110.09286,3.56182,158.7855,896.0,0.33333,
9606.ENSP00000234831,723.0,0.71324,6.0,9.0,20.874,1.0,0.16667,141.25,4.44902,1051.25874,6146.0,0.41667,
9606.ENSP00000262291,5760.0,0.75809,8.0,8.0,21.372,1.0,0.16667,126.93333,4.08243,0.66667,4.0,0.92857,
9606.ENSP00000252245,1.307674368E12,1.05156,15.0,15.0,18.553,1.0,0.14286,117.00714,3.57484,0.0,0.0,1.0,
9606.ENSP00000379496,26.0,0.45378,5.0,5.0,11.388,1.0,0.16667,119.58333,3.89588,58.77563,814.0,0.7,
9606.ENSP00000354490,8.7178291206E10,0.93138,15.0,15.0,48.695,1.0,0.2,149.21667,4.60738,346.09655,2544.0,0.88571,
9606.ENSP00000356671,1472.0,0.59666,9.0,11.0,30.234,1.0,0.16667,133.58333,4.18004,904.44263,7738.0,0.47273,
9606.ENSP00000377195,845.0,0.5854,7.0,14.0,34.196,5.0,0.2,153.45,4.6833,2260.61535,13544.0,0.2967,
9606.ENSP00000361725,5.0,0.30898,3.0,4.0,15.413,1.0,0.16667,137.1,4.39913,238.82783,1460.0,0.33333,
9606.ENSP00000355465,3.0,0.30779,2.0,3.0,7.535,1.0,0.16667,129.06667,4.20607,271.98014,1180.0,0.33333,
9606.ENSP00000299259,3628924.0,0.73175,12.0,14.0,33.693,11.0,0.2,150.78333,4.61388,3491.63201,16904.0,0.54945,
9606.ENSP00000312999,1396.0,0.41281,16.0,16.0,39.298,1.0,0.16667,154.95,4.67245,1806.50517,14796.0,0.38333,
9606.ENSP00000264218,1440.0,0.73175,7.0,7.0,26.118,1.0,0.16667,129.3,4.09978,4.73792,62.0,0.95238,
9606.ENSP00000481244,8.7178291201E10,1.02476,14.0,15.0,47.14,1.0,0.16667,145.65,4.49675,315.69306,1376.0,0.86667,
9606.ENSP00000480157,40351.0,0.8164,8.0,14.0,35.632,2.0,0.16667,145.65,4.44902,1907.1319,13198.0,0.3956,
9606.ENSP00000336842,3628802.0,0.89787,10.0,12.0,32.024,2.0,0.2,149.53333,4.62473,1419.65166,6598.0,0.68182,
9606.ENSP00000263125,10.0,0.46346,3.0,7.0,21.702,2.0,0.16667,144.45,4.50542,564.92312,4498.0,0.19048,
9606.ENSP00000322304,12.0,0.46346,3.0,6.0,12.905,1.0,0.14286,108.51667,3.37093,260.57699,1944.0,0.4,
9606.ENSP00000492024,17.0,0.37893,4.0,13.0,25.952,14.0,0.16667,153.88333,4.65076,7313.91704,41458.0,0.07692,
9606.ENSP00000381448,83.0,0.40573,9.0,10.0,36.624,1.0,0.16667,149.01667,4.5987,958.47633,6420.0,0.37778,
9606.ENSP00000080059,44.0,0.27934,10.0,12.0,27.644,3.0,0.16667,146.75,4.53145,1551.91312,10852.0,0.21212,
