node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000378699,9.223372036854777E13,1.84316,128.0,128.0,117.144,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000319417,9.223372036854777E13,1.83423,107.0,107.0,110.585,1.0,0.33333,146.33333,2.40816,13.06427,1172.0,0.91148,
9606.ENSP00000377007,9.223372036854777E13,1.83123,104.0,104.0,109.663,1.0,0.33333,145.66667,2.41837,12.42766,1214.0,0.91804,
9606.ENSP00000355958,9.223372036854777E13,1.8505,114.0,114.0,114.014,1.0,0.5,155.0,2.60204,46.96035,4844.0,0.90172,
9606.ENSP00000385415,9.223372036854777E13,1.72704,68.0,68.0,52.498,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000363524,9.223372036854777E13,1.85756,127.0,127.0,117.521,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000364976,9.223372036854777E13,1.82165,96.0,96.0,104.741,1.0,0.33333,141.5,2.37245,7.89639,760.0,0.93618,
9606.ENSP00000251496,9.223372036854777E13,1.85933,125.0,125.0,117.807,1.0,0.33333,156.33333,2.53061,25.71074,2344.0,0.88065,
9606.ENSP00000468425,9.223372036854777E13,1.77639,107.0,108.0,110.2,3.0,0.5,152.0,2.57143,507.5425,16796.0,0.86639,
9606.ENSP00000377492,9.223372036854777E13,1.85878,121.0,121.0,112.741,1.0,0.33333,154.33333,2.5102,22.29129,2052.0,0.88926,
9606.ENSP00000356379,9.223372036854777E13,1.85823,126.0,126.0,116.405,1.0,0.33333,156.83333,2.53571,26.70137,2426.0,0.87797,
9606.ENSP00000355966,9.223372036854777E13,1.83289,123.0,123.0,116.29,1.0,0.5,159.5,2.64796,65.73694,6450.0,0.87245,
9606.ENSP00000428085,9.223372036854777E13,1.68546,69.0,69.0,54.438,2.0,0.33333,132.33333,2.36735,83.43336,4224.0,0.96036,
9606.ENSP00000375730,9.223372036854777E13,1.6979,68.0,68.0,49.426,1.0,0.33333,128.66667,2.26531,25.7481,2878.0,0.97191,
9606.ENSP00000281453,9.223372036854777E13,1.80315,105.0,105.0,108.914,2.0,0.33333,150.33333,2.55102,105.42692,4564.0,0.90128,
9606.ENSP00000389356,9.223372036854777E13,1.72704,68.0,68.0,50.928,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000216911,9.223372036854777E13,1.84316,128.0,128.0,116.427,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000328236,9.223372036854777E13,1.85384,113.0,113.0,113.633,1.0,0.33333,149.16667,2.43367,15.17692,1322.0,0.90582,
9606.ENSP00000470972,9.223372036854777E13,1.68546,69.0,69.0,54.828,1.0,0.5,132.5,2.37245,83.32206,4284.0,0.96036,
9606.ENSP00000454370,9.223372036854777E13,1.7064,69.0,69.0,54.539,1.0,0.33333,129.16667,2.27041,25.77751,2880.0,0.97229,
9606.ENSP00000216122,9.223372036854777E13,1.80439,103.0,103.0,107.78,1.0,0.5,149.5,2.54592,41.17959,4168.0,0.90729,
9606.ENSP00000274242,9.223372036854777E13,1.70029,64.0,64.0,48.438,1.0,0.33333,117.66667,1.96939,0.4918,34.0,0.99206,
9606.ENSP00000353793,9.223372036854777E13,1.81386,103.0,103.0,107.068,1.0,0.33333,145.0,2.40816,12.412,1160.0,0.91205,
9606.ENSP00000296674,9.223372036854777E13,1.7064,69.0,69.0,54.422,1.0,0.33333,129.16667,2.27041,25.77751,2880.0,0.97229,
9606.ENSP00000376272,9.223372036854777E13,1.81708,104.0,104.0,109.426,1.0,0.5,150.0,2.55102,39.75406,4124.0,0.91094,
9606.ENSP00000359018,9.223372036854777E13,1.69316,63.0,63.0,51.626,1.0,0.33333,117.16667,1.96429,0.42929,30.0,0.99283,
9606.ENSP00000317376,9.223372036854777E13,1.65115,71.0,71.0,57.996,1.0,0.5,133.5,2.38265,97.35137,9852.0,0.93239,
9606.ENSP00000379888,9.223372036854777E13,1.72704,68.0,68.0,52.155,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000335463,9.223372036854777E13,1.81781,96.0,96.0,107.2,1.0,0.33333,140.16667,2.33163,7.47449,668.0,0.93421,
9606.ENSP00000354525,9.223372036854777E13,1.65572,68.0,68.0,55.968,1.0,0.33333,130.33333,2.31633,56.38938,5624.0,0.94776,
9606.ENSP00000265036,9.223372036854777E13,1.82049,95.0,95.0,106.941,1.0,0.33333,141.0,2.36735,7.95199,788.0,0.93863,
9606.ENSP00000261597,9.223372036854777E13,1.86504,122.0,122.0,113.367,1.0,0.33333,154.83333,2.51531,22.41755,2090.0,0.88999,
9606.ENSP00000247191,9.223372036854777E13,1.85756,127.0,127.0,116.171,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000388107,9.223372036854777E13,1.06078,108.0,108.0,90.314,19.0,0.5,152.0,2.57143,4242.22822,144568.0,0.52561,
9606.ENSP00000300035,9.223372036854777E13,1.83068,107.0,107.0,109.636,1.0,0.5,151.5,2.56633,43.16723,4462.0,0.90972,
9606.ENSP00000418960,9.223372036854777E13,1.78488,112.0,112.0,110.169,1.0,0.5,154.0,2.59184,119.75469,8518.0,0.87452,
9606.ENSP00000364398,9.223372036854777E13,1.70575,65.0,65.0,52.142,1.0,0.33333,118.16667,1.97449,0.64127,46.0,0.99038,
9606.ENSP00000411532,9.223372036854777E13,1.70482,134.0,134.0,116.836,4.0,0.5,165.0,2.70408,828.3904,32864.0,0.79037,
9606.ENSP00000342307,9.223372036854777E13,1.8554,118.0,118.0,116.227,1.0,0.33333,152.83333,2.4949,20.38672,1892.0,0.89454,
9606.ENSP00000494957,9.223372036854777E13,1.81099,100.0,100.0,107.351,1.0,0.5,148.0,2.53061,37.2062,3842.0,0.91899,
9606.ENSP00000335357,9.223372036854777E13,1.83805,94.0,94.0,107.308,1.0,0.33333,139.16667,2.32143,5.1674,466.0,0.95081,
9606.ENSP00000355506,9.223372036854777E13,1.84456,127.0,127.0,116.745,1.0,0.5,161.5,2.66837,67.24029,6574.0,0.86939,
9606.ENSP00000256442,9.223372036854777E13,1.84316,128.0,128.0,116.743,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000265148,9.223372036854777E13,1.85249,123.0,123.0,117.232,1.0,0.33333,155.33333,2.52041,24.83741,2272.0,0.88178,
9606.ENSP00000428223,9.223372036854777E13,1.69867,68.0,68.0,52.121,1.0,0.33333,128.66667,2.26531,25.71781,2876.0,0.97234,
9606.ENSP00000275517,9.223372036854777E13,1.85949,120.0,120.0,115.134,1.0,0.33333,152.83333,2.47449,19.84435,1722.0,0.89188,
9606.ENSP00000391090,9.223372036854777E13,1.84761,124.0,124.0,112.988,1.0,0.5,160.0,2.65306,61.51947,6102.0,0.87726,
9606.ENSP00000323246,9.223372036854777E13,1.76162,79.0,79.0,97.696,1.0,0.33333,133.0,2.28571,3.52273,384.0,0.96203,
9606.ENSP00000346001,9.223372036854777E13,1.6483,71.0,71.0,54.174,1.0,0.5,133.5,2.38265,118.16209,11274.0,0.93078,
9606.ENSP00000270861,9.223372036854777E13,1.85567,116.0,116.0,111.875,1.0,0.33333,151.33333,2.46939,17.98399,1642.0,0.8994,
9606.ENSP00000268661,9.223372036854777E13,1.67349,69.0,69.0,57.58,1.0,0.5,132.5,2.37245,66.05653,7058.0,0.95354,
9606.ENSP00000463784,9.223372036854777E13,1.69867,68.0,68.0,55.152,1.0,0.33333,128.66667,2.26531,25.71781,2876.0,0.97234,
9606.ENSP00000310842,9.223372036854777E13,1.80792,113.0,113.0,107.607,2.0,0.5,154.5,2.59694,258.59672,10464.0,0.88338,
9606.ENSP00000442068,9.223372036854777E13,1.84464,117.0,117.0,113.725,1.0,0.33333,152.33333,2.4898,20.6822,1902.0,0.89169,
9606.ENSP00000495273,9.223372036854777E13,1.72704,68.0,68.0,55.52,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000345957,9.223372036854777E13,1.72704,68.0,68.0,54.097,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000363055,9.223372036854777E13,1.85964,122.0,122.0,115.559,1.0,0.33333,154.83333,2.51531,22.99822,2112.0,0.88741,
9606.ENSP00000262584,9.223372036854777E13,1.60911,71.0,71.0,59.632,1.0,0.5,133.5,2.38265,148.98229,14060.0,0.90865,
9606.ENSP00000373404,9.223372036854777E13,1.67349,69.0,69.0,52.565,1.0,0.5,132.5,2.37245,66.05653,7058.0,0.95354,
9606.ENSP00000262105,9.223372036854777E13,1.842,119.0,119.0,115.268,1.0,0.5,157.5,2.62755,56.63493,5684.0,0.88577,
9606.ENSP00000306473,9.223372036854777E13,1.84841,108.0,108.0,112.762,1.0,0.33333,147.66667,2.43878,13.69426,1346.0,0.91589,
9606.ENSP00000346015,9.223372036854777E13,1.72076,67.0,67.0,50.811,1.0,0.33333,119.33333,1.9898,0.74433,54.0,0.9896,
9606.ENSP00000289371,9.223372036854777E13,1.64207,69.0,69.0,55.905,1.0,0.5,132.5,2.37245,130.90299,8020.0,0.93564,
9606.ENSP00000361540,9.223372036854777E13,1.84049,126.0,126.0,115.778,1.0,0.5,161.0,2.66327,67.43923,6584.0,0.86959,
9606.ENSP00000322180,9.223372036854777E13,1.75093,94.0,94.0,107.372,1.0,0.5,145.0,2.5,102.8764,4572.0,0.90574,
9606.ENSP00000308897,9.223372036854777E13,1.66152,69.0,69.0,55.39,1.0,0.5,132.5,2.37245,72.17796,7024.0,0.94672,
9606.ENSP00000465992,9.223372036854777E13,1.79329,89.0,89.0,103.478,1.0,0.33333,137.16667,2.31122,5.95181,556.0,0.94356,
9606.ENSP00000240423,9.223372036854777E13,1.85417,123.0,123.0,116.194,1.0,0.33333,154.33333,2.4898,22.9084,1966.0,0.88258,
9606.ENSP00000370125,9.223372036854777E13,1.64345,68.0,68.0,54.361,2.0,0.5,132.0,2.36735,148.56861,7682.0,0.94074,
9606.ENSP00000359345,9.223372036854777E13,1.6483,71.0,71.0,58.037,1.0,0.5,133.5,2.38265,118.16209,11274.0,0.93078,
9606.ENSP00000315644,9.223372036854777E13,1.85384,113.0,113.0,112.239,1.0,0.33333,150.16667,2.46429,16.23799,1528.0,0.90582,
9606.ENSP00000264995,9.223372036854777E13,1.64181,70.0,70.0,54.81,1.0,0.5,133.0,2.37755,97.15572,9848.0,0.93126,
9606.ENSP00000387007,9.223372036854777E13,1.85352,113.0,113.0,111.455,1.0,0.33333,148.83333,2.42347,15.14357,1328.0,0.90566,
9606.ENSP00000362744,9.223372036854777E13,1.72704,68.0,68.0,55.284,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000262460,9.223372036854777E13,1.75643,98.0,98.0,106.489,2.0,0.5,147.0,2.52041,98.23795,4316.0,0.89691,
9606.ENSP00000295822,9.223372036854777E13,1.59045,69.0,69.0,57.651,2.0,0.33333,132.0,2.35714,286.20744,9780.0,0.90622,
9606.ENSP00000265056,9.223372036854777E13,1.80575,99.0,99.0,109.536,1.0,0.5,147.5,2.52551,35.43139,3646.0,0.91919,
9606.ENSP00000420714,9.223372036854777E13,1.65115,71.0,71.0,54.751,1.0,0.5,133.5,2.38265,97.35137,9852.0,0.93239,
9606.ENSP00000229758,9.223372036854777E13,1.28555,128.0,128.0,115.356,26.0,0.5,162.0,2.67347,3252.89314,112018.0,0.60445,
9606.ENSP00000481697,9.223372036854777E13,1.72704,68.0,68.0,50.506,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000376457,9.223372036854777E13,1.8464,113.0,113.0,112.424,1.0,0.33333,150.16667,2.46429,17.1437,1604.0,0.90218,
9606.ENSP00000306968,9.223372036854777E13,1.75165,82.0,82.0,102.697,1.0,0.33333,133.33333,2.26531,4.48077,392.0,0.9455,
9606.ENSP00000286398,9.223372036854777E13,1.83093,106.0,106.0,109.579,1.0,0.33333,146.66667,2.42857,13.3099,1264.0,0.91249,
9606.ENSP00000260102,9.223372036854777E13,1.70823,65.0,65.0,52.611,1.0,0.33333,118.33333,1.97959,0.53213,38.0,0.99183,
9606.ENSP00000341382,9.223372036854777E13,1.83741,112.0,112.0,111.091,1.0,0.33333,149.66667,2.45918,17.0719,1570.0,0.90026,
9606.ENSP00000405726,9.223372036854777E13,1.85796,126.0,126.0,116.082,1.0,0.33333,156.83333,2.53571,26.69029,2418.0,0.87784,
9606.ENSP00000263181,9.223372036854777E13,1.83722,109.0,109.0,109.894,1.0,0.33333,147.83333,2.43367,14.91395,1374.0,0.90775,
9606.ENSP00000296509,9.223372036854777E13,1.84316,128.0,128.0,115.246,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000360793,9.223372036854777E13,1.77713,92.0,92.0,105.809,1.0,0.33333,138.0,2.30612,7.7321,658.0,0.92547,
9606.ENSP00000377793,9.223372036854777E13,1.82177,117.0,117.0,112.843,1.0,0.5,156.5,2.61735,97.85166,5634.0,0.88064,
9606.ENSP00000307940,9.223372036854777E13,1.62763,71.0,71.0,56.095,1.0,0.5,133.5,2.38265,205.84771,11906.0,0.91911,
9606.ENSP00000166345,9.223372036854777E13,1.85837,123.0,123.0,114.229,1.0,0.33333,155.33333,2.52041,23.892,2184.0,0.88458,
9606.ENSP00000414321,9.223372036854777E13,1.72704,68.0,68.0,53.432,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000377536,9.223372036854777E13,1.84058,113.0,113.0,111.996,1.0,0.5,154.5,2.59694,49.75282,5050.0,0.89934,
9606.ENSP00000245539,9.223372036854777E13,1.68269,70.0,70.0,52.82,1.0,0.5,133.0,2.37755,66.08551,7060.0,0.95445,
9606.ENSP00000358813,9.223372036854777E13,1.85756,127.0,127.0,117.519,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000321656,9.223372036854777E13,1.84037,112.0,112.0,113.561,1.0,0.33333,149.83333,2.46429,17.16387,1604.0,0.90171,
9606.ENSP00000309334,9.223372036854777E13,1.68546,69.0,69.0,54.608,1.0,0.5,132.5,2.37245,83.32206,4284.0,0.96036,
9606.ENSP00000363018,9.223372036854777E13,1.62785,69.0,69.0,58.73,2.0,0.5,132.5,2.37245,173.50026,10244.0,0.92754,
9606.ENSP00000326550,9.223372036854777E13,1.76872,86.0,86.0,97.413,1.0,0.33333,135.66667,2.29592,5.66733,528.0,0.94063,
9606.ENSP00000259469,9.223372036854777E13,1.65115,71.0,71.0,55.332,1.0,0.5,133.5,2.38265,97.35137,9852.0,0.93239,
9606.ENSP00000360540,9.223372036854777E13,1.85657,120.0,120.0,116.442,1.0,0.33333,153.83333,2.5051,21.89529,2046.0,0.89048,
9606.ENSP00000355315,9.223372036854777E13,1.72704,68.0,68.0,57.155,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000313950,9.223372036854777E13,1.84536,127.0,127.0,116.462,1.0,0.5,161.5,2.66837,67.46201,6604.0,0.86977,
9606.ENSP00000260363,9.223372036854777E13,1.85756,127.0,129.0,115.549,3.0,0.5,162.5,2.67857,489.64433,11184.0,0.84859,
9606.ENSP00000301019,9.223372036854777E13,1.83234,114.0,114.0,115.189,1.0,0.5,155.0,2.60204,50.58783,5106.0,0.89287,
9606.ENSP00000263753,9.223372036854777E13,1.7851,99.0,99.0,109.421,1.0,0.5,147.5,2.52551,96.14187,4502.0,0.90868,
9606.ENSP00000325017,9.223372036854777E13,1.80919,95.0,95.0,106.201,1.0,0.33333,139.5,2.32143,7.24471,628.0,0.93281,
9606.ENSP00000287394,9.223372036854777E13,1.81741,101.0,101.0,110.294,1.0,0.33333,144.0,2.39796,11.12541,1062.0,0.91941,
9606.ENSP00000346050,9.223372036854777E13,1.72704,68.0,68.0,53.685,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000418268,9.223372036854777E13,1.86224,121.0,121.0,115.516,1.0,0.33333,154.33333,2.5102,21.80712,2016.0,0.89091,
9606.ENSP00000415430,9.223372036854777E13,1.79778,92.0,92.0,103.715,1.0,0.5,144.0,2.4898,35.05263,3716.0,0.93622,
9606.ENSP00000464342,9.223372036854777E13,1.72704,68.0,68.0,55.131,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000414109,9.223372036854777E13,1.85719,114.0,114.0,111.573,1.0,0.33333,150.83333,2.47449,17.16233,1638.0,0.90498,
9606.ENSP00000264156,9.223372036854777E13,1.82394,107.0,107.0,110.692,1.0,0.5,151.5,2.56633,42.6467,4316.0,0.90637,
9606.ENSP00000428489,9.223372036854777E13,1.85756,127.0,127.0,118.318,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000478982,9.223372036854777E13,1.70823,65.0,66.0,52.026,1.0,0.33333,127.16667,2.2398,98.69818,2930.0,0.96177,
9606.ENSP00000412292,9.223372036854777E13,1.83457,102.0,102.0,108.67,1.0,0.33333,144.5,2.40306,10.82166,1072.0,0.92526,
9606.ENSP00000362146,9.223372036854777E13,1.44548,149.0,149.0,118.749,26.0,0.5,172.5,2.78061,3281.7968,105672.0,0.64865,
9606.ENSP00000361298,9.223372036854777E13,1.85756,127.0,127.0,115.52,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000377640,9.223372036854777E13,1.72704,68.0,68.0,55.136,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000378295,9.223372036854777E13,1.79329,89.0,89.0,103.56,1.0,0.33333,136.16667,2.28061,5.25762,450.0,0.94356,
9606.ENSP00000430706,9.223372036854777E13,1.71207,66.0,67.0,52.938,1.0,0.33333,128.83333,2.28061,60.65589,3268.0,0.95975,
9606.ENSP00000228843,9.223372036854777E13,1.84141,119.0,119.0,116.263,1.0,0.5,157.5,2.62755,57.29941,5752.0,0.88549,
9606.ENSP00000253462,9.223372036854777E13,1.81397,111.0,111.0,111.529,1.0,0.5,153.5,2.58673,123.14568,5574.0,0.89124,
9606.ENSP00000301633,9.223372036854777E13,1.82022,129.0,129.0,117.517,1.0,0.5,162.5,2.67857,156.11334,11098.0,0.8538,
9606.ENSP00000479617,9.223372036854777E13,1.83129,106.0,106.0,108.631,1.0,0.33333,145.83333,2.40306,12.53911,1088.0,0.91267,
9606.ENSP00000257934,9.223372036854777E13,1.82511,115.0,115.0,114.611,1.0,0.5,155.5,2.60714,56.46899,5606.0,0.88696,
9606.ENSP00000431240,9.223372036854777E13,1.72076,67.0,67.0,49.277,1.0,0.33333,119.33333,1.9898,0.73424,52.0,0.9896,
9606.ENSP00000362018,9.223372036854777E13,1.80282,92.0,92.0,106.649,1.0,0.33333,137.66667,2.29592,6.22328,520.0,0.93884,
9606.ENSP00000263382,9.223372036854777E13,1.81416,97.0,98.0,107.353,2.0,0.33333,146.5,2.5051,191.25626,7090.0,0.91037,
9606.ENSP00000361043,9.223372036854777E13,1.84444,114.0,114.0,113.432,1.0,0.33333,149.83333,2.44388,16.87292,1442.0,0.89877,
9606.ENSP00000305204,9.223372036854777E13,1.81093,91.0,91.0,106.7,1.0,0.33333,137.66667,2.30612,5.5293,500.0,0.94628,
9606.ENSP00000255631,9.223372036854777E13,1.66256,67.0,67.0,52.54,1.0,0.5,131.5,2.36224,60.77586,6518.0,0.95613,
9606.ENSP00000481380,9.223372036854777E13,1.84316,128.0,128.0,115.967,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000331019,9.223372036854777E13,1.68546,69.0,69.0,54.926,1.0,0.33333,130.83333,2.32143,79.24481,3670.0,0.96036,
9606.ENSP00000311429,9.223372036854777E13,1.80602,93.0,93.0,105.361,1.0,0.33333,139.83333,2.35204,7.80239,800.0,0.93735,
9606.ENSP00000298048,9.223372036854777E13,1.85756,127.0,127.0,118.07,1.0,0.33333,157.33333,2.54082,27.62083,2496.0,0.87552,
9606.ENSP00000440850,9.223372036854777E13,1.77489,86.0,86.0,103.382,1.0,0.33333,136.0,2.30612,5.88586,600.0,0.94391,
9606.ENSP00000357643,9.223372036854777E13,1.85439,117.0,117.0,114.518,1.0,0.33333,152.33333,2.4898,19.8677,1866.0,0.8964,
9606.ENSP00000336702,9.223372036854777E13,1.67796,68.0,68.0,51.631,1.0,0.33333,129.33333,2.28571,60.68619,3270.0,0.96049,
9606.ENSP00000379911,9.223372036854777E13,1.81458,97.0,97.0,107.69,1.0,0.33333,142.16667,2.38265,9.52768,960.0,0.92955,
9606.ENSP00000356319,9.223372036854777E13,1.83704,115.0,116.0,113.826,2.0,0.5,156.0,2.61224,237.58113,6328.0,0.87736,
9606.ENSP00000303706,9.223372036854777E13,1.79775,96.0,96.0,105.444,1.0,0.5,146.0,2.5102,30.90005,3282.0,0.9239,
9606.ENSP00000346088,9.223372036854777E13,1.72704,68.0,68.0,54.2,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000306548,9.223372036854777E13,1.62502,70.0,70.0,54.863,1.0,0.33333,132.16667,2.35204,168.25555,8628.0,0.92174,
9606.ENSP00000306788,9.223372036854777E13,1.7064,69.0,69.0,56.481,1.0,0.33333,129.16667,2.27041,25.77751,2880.0,0.97229,
9606.ENSP00000360623,9.223372036854777E13,1.7698,91.0,91.0,105.627,1.0,0.5,143.5,2.48469,30.78928,3220.0,0.92479,
9606.ENSP00000346080,9.223372036854777E13,1.72704,68.0,68.0,55.61,1.0,0.33333,119.83333,1.9949,0.83963,60.0,0.98859,
9606.ENSP00000334675,9.223372036854777E13,1.81451,105.0,105.0,108.546,1.0,0.33333,146.0,2.41837,14.28882,1364.0,0.90696,
9606.ENSP00000315017,9.223372036854777E13,1.67424,69.0,69.0,59.614,1.0,0.5,132.5,2.37245,66.01322,7054.0,0.95396,
9606.ENSP00000377601,9.223372036854777E13,1.80718,105.0,105.0,110.035,1.0,0.33333,144.66667,2.37755,13.41744,1122.0,0.9033,
9606.ENSP00000300403,9.223372036854777E13,1.85633,125.0,125.0,117.152,1.0,0.33333,156.33333,2.53061,25.95295,2350.0,0.87923,
9606.ENSP00000480987,9.223372036854777E13,1.79627,101.0,101.0,108.117,1.0,0.5,148.5,2.53571,38.29952,3950.0,0.90871,
9606.ENSP00000307288,9.223372036854777E13,1.79441,99.0,99.0,110.035,1.0,0.5,147.5,2.52551,37.16554,3778.0,0.91342,
9606.ENSP00000300651,9.223372036854777E13,1.57363,73.0,73.0,58.972,1.0,0.5,134.5,2.39286,344.84295,18878.0,0.8809,
9606.ENSP00000217026,9.223372036854777E13,1.52859,110.0,110.0,111.579,1.0,0.5,153.0,2.58163,1052.69627,39004.0,0.75313,
9606.ENSP00000418221,9.223372036854777E13,1.6659,70.0,70.0,54.519,3.0,0.5,133.0,2.37755,142.42301,7106.0,0.94493,
9606.ENSP00000272418,9.223372036854777E13,1.67349,69.0,69.0,55.712,1.0,0.5,132.5,2.37245,66.05653,7058.0,0.95354,
9606.ENSP00000306999,9.223372036854777E13,1.77879,94.0,94.0,103.317,1.0,0.33333,139.0,2.31633,8.42727,724.0,0.92016,
9606.ENSP00000300093,9.223372036854777E13,1.83786,119.0,119.0,115.173,1.0,0.5,157.5,2.62755,58.95529,5878.0,0.88378,
9606.ENSP00000429374,9.223372036854777E13,1.58382,73.0,73.0,59.231,2.0,0.5,134.5,2.39286,262.54451,17818.0,0.88661,
9606.ENSP00000410746,9.223372036854777E13,1.72076,67.0,67.0,52.993,1.0,0.33333,119.16667,1.98469,0.71218,48.0,0.9896,
9606.ENSP00000355922,9.223372036854777E13,1.85823,126.0,126.0,117.33,1.0,0.33333,156.83333,2.53571,26.70137,2426.0,0.87797,
9606.ENSP00000287598,9.223372036854777E13,1.84316,128.0,128.0,117.663,1.0,0.5,162.0,2.67347,69.39876,6762.0,0.86663,
9606.ENSP00000348838,9.223372036854777E13,1.84353,125.0,125.0,116.831,1.0,0.5,160.5,2.65816,65.26301,6408.0,0.87316,
