node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000220751,126.0,0.47564,7.0,7.0,44.459,4.0,0.14286,67.43571,7.02083,406.55333,1898.0,0.61905,
9606.ENSP00000255390,3.0,0.30779,2.0,3.0,14.942,2.0,0.125,52.12262,5.8375,57.48055,366.0,0.33333,
9606.ENSP00000244289,33.0,0.36588,7.0,8.0,71.329,3.0,0.14286,68.03571,6.85417,531.96141,3874.0,0.35714,
9606.ENSP00000228495,40320.0,0.8164,8.0,8.0,83.221,1.0,0.14286,66.04048,6.7875,0.0,0.0,1.0,
9606.ENSP00000353408,3.0,0.0,1.0,3.0,40.235,12.0,0.14286,71.93571,7.35833,2409.11425,10062.0,0.0,
9606.ENSP00000318094,120.0,0.64826,5.0,5.0,14.614,1.0,0.11111,51.75198,5.84167,0.0,0.0,1.0,
9606.ENSP00000286201,8.7178291201E10,1.02476,14.0,15.0,50.632,1.0,0.125,68.59048,6.74167,863.5519,1554.0,0.86667,
9606.ENSP00000254066,8.0,0.30898,3.0,7.0,57.098,16.0,0.14286,76.73571,7.5125,3718.57827,11592.0,0.09524,
9606.ENSP00000456206,9.223372036854777E13,1.18699,21.0,21.0,101.78,1.0,0.14286,77.91429,7.14583,0.0,0.0,1.0,
9606.ENSP00000480514,4.0,0.30779,2.0,4.0,34.916,3.0,0.14286,67.5381,7.05,638.14254,2110.0,0.16667,
9606.ENSP00000310928,10.0,0.46346,3.0,7.0,61.694,8.0,0.16667,74.95,7.34583,2420.49967,8218.0,0.14286,
9606.ENSP00000320295,9.223372036854777E13,1.05081,23.0,25.0,101.942,16.0,0.14286,88.66905,7.62917,2367.41798,12768.0,0.72667,
9606.ENSP00000386651,9.223372036854777E13,1.10097,17.0,17.0,103.771,1.0,0.14286,80.31905,7.425,0.0,0.0,1.0,
9606.ENSP00000310003,9.223372036854777E13,1.00637,18.0,18.0,103.407,2.0,0.14286,82.61905,7.5,288.54984,1242.0,0.89542,
9606.ENSP00000450909,16.0,0.38896,5.0,7.0,44.476,8.0,0.14286,71.96905,7.23333,1830.46712,6396.0,0.33333,
9606.ENSP00000380794,9.223372036854777E13,1.18699,21.0,22.0,101.911,1.0,0.14286,80.88571,7.32917,471.4122,2960.0,0.90909,
9606.ENSP00000443475,9.223372036854777E13,1.13329,22.0,22.0,101.894,1.0,0.14286,80.52857,7.28333,124.22898,2640.0,0.93939,
9606.ENSP00000450436,241920.0,0.86537,11.0,11.0,87.244,1.0,0.125,67.5119,6.73333,0.65385,8.0,0.92727,
9606.ENSP00000325526,8.7178291201E10,1.02476,14.0,15.0,50.023,2.0,0.125,68.9,6.725,662.93673,2148.0,0.86667,
9606.ENSP00000323901,8.71782912E10,1.02476,14.0,14.0,50.239,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000286574,8.71782912E10,1.02476,14.0,14.0,50.368,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000400341,3.0,0.30779,2.0,3.0,34.872,2.0,0.125,63.99762,6.71667,735.52602,2166.0,0.33333,
9606.ENSP00000336524,720.0,0.71324,6.0,6.0,43.274,1.0,0.125,62.61429,6.65,0.0,0.0,1.0,
9606.ENSP00000438455,8.0,0.37893,4.0,4.0,29.479,1.0,0.125,59.8119,6.52917,76.67151,558.0,0.66667,
9606.ENSP00000412209,74.0,0.57059,6.0,8.0,53.837,5.0,0.14286,71.76905,7.2125,1502.6058,8886.0,0.42857,
9606.ENSP00000462664,4.0,0.0,1.0,4.0,11.907,4.0,0.14286,55.53095,6.26667,885.34307,2490.0,0.0,
9606.ENSP00000373674,5041.0,0.76834,7.0,8.0,78.218,1.0,0.16667,78.21667,7.5375,828.18151,3838.0,0.75,
9606.ENSP00000359385,40320.0,0.8164,8.0,8.0,84.251,1.0,0.14286,66.04048,6.7875,0.0,0.0,1.0,
9606.ENSP00000321711,6.0,0.46346,3.0,3.0,15.68,1.0,0.125,52.79167,5.98333,0.0,0.0,1.0,
9606.ENSP00000264674,121.0,0.64826,5.0,6.0,22.09,6.0,0.125,61.7119,6.67083,1693.583,4246.0,0.66667,
9606.ENSP00000285018,8.7178291202E10,0.92137,15.0,15.0,50.563,2.0,0.125,67.77381,6.6875,264.41091,1206.0,0.87619,
9606.ENSP00000366475,2.0,0.30779,2.0,2.0,10.09,1.0,0.125,50.98571,5.9,0.0,0.0,1.0,
9606.ENSP00000306561,2.0,0.0,1.0,2.0,21.857,2.0,0.14286,60.43571,6.7375,615.01021,2118.0,0.0,
9606.ENSP00000368766,132.0,0.51223,7.0,7.0,54.932,2.0,0.14286,70.51905,7.05833,655.88215,3138.0,0.66667,
9606.ENSP00000296318,24.0,0.56839,4.0,4.0,21.202,1.0,0.11111,56.04841,6.2875,0.0,0.0,1.0,
9606.ENSP00000268125,4.0,0.30779,2.0,4.0,19.933,3.0,0.14286,61.0619,6.67917,489.87774,1164.0,0.33333,
9606.ENSP00000296271,6.0,0.30898,3.0,5.0,44.531,20.0,0.16667,77.35,7.55417,4330.17281,8950.0,0.2,
9606.ENSP00000261479,49.0,0.29929,10.0,11.0,76.564,27.0,0.16667,87.48333,7.84583,4773.96215,17884.0,0.27273,
9606.ENSP00000359497,4.0,0.30779,2.0,4.0,20.122,3.0,0.11111,59.23175,6.31667,1069.55569,3286.0,0.16667,
9606.ENSP00000320898,3.0,0.0,1.0,3.0,7.06,5.0,0.125,52.42619,6.00417,1613.61498,3756.0,0.0,
9606.ENSP00000258873,1440.0,0.73175,7.0,7.0,77.469,1.0,0.125,66.13095,6.75417,9.70105,122.0,0.95238,
9606.ENSP00000359490,2.0,0.30779,2.0,2.0,7.818,1.0,0.1,47.43889,5.4,0.0,0.0,1.0,
9606.ENSP00000363191,12.0,0.47366,4.0,4.0,33.872,1.0,0.14286,64.7381,6.91667,63.80642,370.0,0.83333,
9606.ENSP00000289902,2.0,0.30779,2.0,2.0,16.231,1.0,0.11111,53.31746,6.09167,0.0,0.0,1.0,
9606.ENSP00000261233,8.0,0.37893,4.0,4.0,32.211,1.0,0.14286,61.08571,6.6875,61.26643,256.0,0.66667,
9606.ENSP00000352904,5040.0,0.76834,7.0,7.0,71.473,1.0,0.16667,72.96667,7.35833,0.0,0.0,1.0,
9606.ENSP00000264071,9.223372036854777E13,1.05081,23.0,23.0,101.769,5.0,0.14286,87.08571,7.59583,761.51866,7568.0,0.85771,
9606.ENSP00000384421,4.0,0.30779,2.0,4.0,58.083,3.0,0.14286,78.4619,7.52917,910.78371,5048.0,0.16667,
9606.ENSP00000498879,9.223372036854777E13,0.92469,19.0,19.0,103.378,7.0,0.14286,83.90238,7.5875,1203.51511,9778.0,0.80702,
9606.ENSP00000356150,4.0,0.30779,2.0,4.0,55.516,2.0,0.14286,70.65476,7.1875,439.99113,4728.0,0.16667,
9606.ENSP00000263780,9.223372036854777E13,1.18699,21.0,21.0,101.64,1.0,0.14286,77.91429,7.14583,0.0,0.0,1.0,
9606.ENSP00000321070,192.0,0.54893,9.0,9.0,80.372,3.0,0.14286,72.70238,7.15833,131.152,1726.0,0.63889,
9606.ENSP00000334008,2.0,0.30779,2.0,2.0,3.487,1.0,0.1,43.53651,5.07917,0.0,0.0,1.0,
9606.ENSP00000350170,6.0,0.30898,3.0,5.0,61.589,3.0,0.16667,77.18333,7.49167,1048.53062,4034.0,0.2,
9606.ENSP00000365807,123.0,0.52304,6.0,7.0,48.626,3.0,0.14286,66.28333,6.9125,638.81956,3714.0,0.52381,
9606.ENSP00000318697,9.223372036854777E13,1.12285,22.0,22.0,101.666,1.0,0.14286,81.18571,7.36667,169.82964,1904.0,0.93074,
9606.ENSP00000370023,3105360.0,0.8346,16.0,16.0,90.494,3.0,0.125,74.79524,7.07083,212.15531,2590.0,0.775,
9606.ENSP00000359488,3.0,0.30779,2.0,3.0,9.698,1.0,0.1,49.35794,5.55417,149.85819,366.0,0.33333,
9606.ENSP00000385096,40320.0,0.8164,8.0,8.0,84.216,1.0,0.14286,66.04048,6.7875,0.0,0.0,1.0,
9606.ENSP00000474560,2903064.0,0.80954,17.0,17.0,91.399,1.0,0.125,71.92857,6.82083,56.53275,562.0,0.73529,
9606.ENSP00000369960,126.0,0.57059,6.0,6.0,48.35,1.0,0.14286,64.01905,6.7875,37.99365,194.0,0.8,
9606.ENSP00000285311,8.71782912E10,1.02476,14.0,14.0,49.923,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000384675,7.0,0.30898,3.0,6.0,49.322,8.0,0.125,71.73571,7.21667,2018.08116,11246.0,0.13333,
9606.ENSP00000343405,9.223372036854777E13,0.9917,19.0,21.0,104.13,21.0,0.16667,89.33333,7.72917,3848.24487,26252.0,0.70476,
9606.ENSP00000343526,3.0,0.30779,2.0,3.0,3.41,3.0,0.11111,43.78373,5.025,952.0,2192.0,0.33333,
9606.ENSP00000298317,5.0,0.30898,3.0,4.0,18.865,3.0,0.125,57.37381,6.36667,423.76523,1630.0,0.33333,
9606.ENSP00000363614,1774080.0,0.86128,15.0,15.0,90.305,1.0,0.125,69.67857,6.75417,4.5496,48.0,0.81905,
9606.ENSP00000222462,8.71782912E10,1.02476,14.0,14.0,50.303,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000398368,144.0,0.62199,7.0,7.0,48.699,1.0,0.14286,65.13571,6.8625,75.27622,1508.0,0.80952,
9606.ENSP00000283147,2.0,0.0,1.0,2.0,31.37,2.0,0.14286,63.72857,6.85833,838.09267,4400.0,0.0,
9606.ENSP00000258411,8.71782912E10,1.02476,14.0,14.0,50.105,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000362994,121.0,0.64826,5.0,6.0,40.534,2.0,0.14286,66.55238,7.00833,400.78646,1038.0,0.66667,
9606.ENSP00000217426,10.0,0.37893,4.0,6.0,66.863,4.0,0.16667,77.0,7.4875,848.3755,4748.0,0.26667,
9606.ENSP00000369703,9.223372036854777E13,0.98197,24.0,24.0,101.888,9.0,0.14286,89.46905,7.6625,2048.4688,14034.0,0.78986,
9606.ENSP00000235628,5042.0,0.76834,7.0,9.0,83.138,1.0,0.16667,77.75,7.50417,587.64649,2312.0,0.61111,
9606.ENSP00000357022,2.0,0.0,1.0,2.0,7.579,1.0,0.11111,50.56508,5.87083,216.08406,1254.0,0.0,
9606.ENSP00000245552,5041.0,0.76834,7.0,8.0,75.943,2.0,0.16667,75.48333,7.43333,595.73639,1418.0,0.75,
9606.ENSP00000085219,3.0,0.0,1.0,3.0,18.899,2.0,0.125,60.52381,6.6625,749.97038,3344.0,0.0,
9606.ENSP00000312814,40322.0,0.8164,8.0,10.0,88.106,6.0,0.14286,73.72143,7.19583,1061.20245,2464.0,0.62222,
9606.ENSP00000353104,4.0,0.30898,3.0,3.0,15.887,1.0,0.125,53.85952,6.12917,13.06299,106.0,0.66667,
9606.ENSP00000220812,8.7178291201E10,1.02476,14.0,15.0,51.158,1.0,0.125,68.22143,6.71667,722.96813,4120.0,0.86667,
9606.ENSP00000367762,2.0,0.30779,2.0,2.0,21.642,1.0,0.14286,54.81667,6.22083,0.0,0.0,1.0,
9606.ENSP00000428564,9.223372036854777E13,0.92731,20.0,21.0,103.936,5.0,0.14286,86.26905,7.6125,1601.95845,9000.0,0.71905,
9606.ENSP00000449386,3.0,0.30779,2.0,3.0,46.126,1.0,0.14286,71.92857,7.26667,364.82728,1716.0,0.33333,
9606.ENSP00000254950,9.223372036854777E13,1.10196,22.0,22.0,101.812,2.0,0.14286,82.32143,7.34167,478.75044,4158.0,0.91342,
9606.ENSP00000381823,9.223372036854777E13,0.9917,19.0,19.0,103.217,1.0,0.14286,82.81905,7.47083,98.52989,1876.0,0.8655,
9606.ENSP00000256458,128.0,0.47564,7.0,7.0,41.635,1.0,0.14286,66.58571,6.98333,227.55243,760.0,0.61905,
9606.ENSP00000433112,8.7178291201E10,1.02476,14.0,15.0,50.617,4.0,0.125,67.53333,6.64167,634.02826,1780.0,0.86667,
9606.ENSP00000293760,9.223372036854777E13,1.18699,21.0,21.0,101.938,1.0,0.14286,77.91429,7.14583,0.0,0.0,1.0,
9606.ENSP00000494504,108.0,0.5854,7.0,7.0,47.74,1.0,0.125,61.6119,6.59167,38.62668,776.0,0.7619,
9606.ENSP00000307697,2381042.0,0.73668,17.0,17.0,91.232,1.0,0.125,73.97857,7.0,203.13778,2592.0,0.66912,
9606.ENSP00000269097,3.0,0.30779,2.0,3.0,39.09,1.0,0.14286,63.20238,6.82917,100.42107,742.0,0.33333,
9606.ENSP00000263856,9.223372036854777E13,1.18699,21.0,21.0,101.793,1.0,0.14286,77.91429,7.14583,0.0,0.0,1.0,
9606.ENSP00000477999,4.0,0.0,1.0,4.0,33.549,4.0,0.14286,71.30238,7.34167,1062.21815,3302.0,0.0,
9606.ENSP00000413908,7.0,0.30779,2.0,7.0,36.545,4.0,0.125,63.91429,6.57083,1446.75988,6382.0,0.09524,
9606.ENSP00000497594,13.0,0.28529,6.0,7.0,68.703,2.0,0.16667,81.81667,7.71667,1624.7443,10738.0,0.28571,
9606.ENSP00000393333,127.0,0.57059,6.0,7.0,55.768,1.0,0.14286,73.63571,7.25833,1734.48548,5416.0,0.57143,
9606.ENSP00000360797,9.0,0.37893,4.0,5.0,35.449,2.0,0.125,65.11905,6.88333,499.03013,2612.0,0.4,
9606.ENSP00000329158,5.0,0.30898,3.0,4.0,20.821,1.0,0.125,55.84048,6.20833,84.92708,382.0,0.33333,
9606.ENSP00000362057,3.0,0.0,1.0,3.0,28.162,2.0,0.125,66.69286,7.01667,1037.40426,2014.0,0.0,
9606.ENSP00000298248,1975680.0,0.87837,14.0,14.0,89.11,1.0,0.125,70.09524,6.8,8.26892,112.0,0.85714,
9606.ENSP00000217086,121.0,0.64826,5.0,6.0,18.799,1.0,0.11111,56.83056,6.2,522.84473,1270.0,0.66667,
9606.ENSP00000333633,120.0,0.64826,5.0,5.0,13.632,1.0,0.11111,51.75198,5.84167,0.0,0.0,1.0,
9606.ENSP00000281828,4.0,0.30779,2.0,4.0,27.617,5.0,0.16667,70.11667,7.27083,1087.21324,2436.0,0.16667,
9606.ENSP00000264933,50402.0,0.55082,15.0,17.0,101.794,5.0,0.14286,82.0119,7.375,1762.64456,16082.0,0.41176,
9606.ENSP00000287934,8.7178291202E10,0.92137,15.0,15.0,50.419,1.0,0.125,67.77381,6.6875,264.41091,1206.0,0.87619,
9606.ENSP00000373176,2.0,0.30779,2.0,2.0,10.78,1.0,0.11111,47.75317,5.54583,0.0,0.0,1.0,
9606.ENSP00000320209,2.0,0.30779,2.0,2.0,28.465,1.0,0.125,51.90714,5.87083,0.0,0.0,1.0,
9606.ENSP00000450742,3.0,0.30779,2.0,3.0,13.051,2.0,0.14286,55.05238,6.2375,219.26782,554.0,0.33333,
9606.ENSP00000326305,726480.0,0.83144,11.0,11.0,86.991,1.0,0.125,71.37857,7.0,79.61821,1046.0,0.89091,
9606.ENSP00000216416,9.223372036854777E13,1.00637,18.0,18.0,103.953,1.0,0.14286,82.61905,7.5,288.54984,1242.0,0.89542,
9606.ENSP00000341032,8.71782912E10,1.02476,14.0,14.0,49.825,1.0,0.125,65.8,6.575,0.0,0.0,1.0,
9606.ENSP00000269392,721.0,0.71324,6.0,7.0,47.967,6.0,0.14286,69.1381,7.10833,1062.56208,3892.0,0.71429,
9606.ENSP00000349313,2.0,0.0,1.0,2.0,5.265,1.0,0.125,48.57381,5.67917,225.75598,500.0,0.0,
9606.ENSP00000323047,5.0,0.30898,3.0,4.0,21.792,1.0,0.125,59.97857,6.53333,376.78397,1884.0,0.33333,
9606.ENSP00000246194,5.0,0.30898,3.0,4.0,41.199,1.0,0.14286,68.41905,7.14167,182.93986,944.0,0.33333,
9606.ENSP00000295408,6.0,0.30898,3.0,5.0,33.026,2.0,0.14286,67.44286,7.0,540.57508,1510.0,0.3,
9606.ENSP00000426638,484564.0,0.65315,14.0,14.0,88.98,2.0,0.125,73.04524,7.01667,272.46544,2504.0,0.63736,
9606.ENSP00000367615,5044.0,0.54893,9.0,9.0,78.008,1.0,0.16667,77.28333,7.50417,447.24026,2892.0,0.63889,
9606.ENSP00000333769,4.0,0.30779,2.0,4.0,54.004,3.0,0.125,65.84762,6.89583,731.3689,5486.0,0.33333,
9606.ENSP00000383784,26.0,0.56839,4.0,6.0,60.294,9.0,0.14286,76.28571,7.52083,1970.85885,10762.0,0.4,
9606.ENSP00000297265,9.223372036854777E13,1.10196,22.0,22.0,101.767,1.0,0.14286,82.32143,7.34167,478.75044,4158.0,0.91342,
9606.ENSP00000384515,2.0,0.30779,2.0,2.0,3.24,1.0,0.1,43.53651,5.07917,0.0,0.0,1.0,
9606.ENSP00000226225,40320.0,0.8164,8.0,8.0,83.883,1.0,0.14286,66.04048,6.7875,0.0,0.0,1.0,
9606.ENSP00000353010,3.0,0.30779,2.0,3.0,28.36,3.0,0.125,62.75714,6.70417,667.14605,1924.0,0.33333,
9606.ENSP00000378731,8.0,0.37893,4.0,4.0,47.737,1.0,0.14286,62.66905,6.78333,4.64972,54.0,0.66667,
9606.ENSP00000357979,120.0,0.64826,5.0,5.0,15.045,1.0,0.11111,51.75198,5.84167,0.0,0.0,1.0,
9606.ENSP00000282018,132.0,0.4082,8.0,10.0,52.999,8.0,0.16667,70.88333,7.09583,1985.86139,8868.0,0.31111,
9606.ENSP00000363371,24.0,0.56839,4.0,4.0,19.622,1.0,0.11111,56.04841,6.2875,0.0,0.0,1.0,
9606.ENSP00000371308,724.0,0.71324,6.0,10.0,60.125,9.0,0.125,74.86905,7.2125,2201.28305,11078.0,0.35556,
9606.ENSP00000370337,720.0,0.71324,6.0,6.0,43.719,1.0,0.125,62.61429,6.65,0.0,0.0,1.0,
9606.ENSP00000370698,162.0,0.6123,8.0,8.0,51.197,1.0,0.14286,65.63571,6.86667,86.33501,1584.0,0.75,
9606.ENSP00000342374,32.0,0.23755,11.0,15.0,71.828,19.0,0.16667,86.6,7.8125,6326.95072,18170.0,0.14286,
9606.ENSP00000366997,11.0,0.32413,5.0,6.0,43.299,5.0,0.14286,68.4119,6.97083,1134.53709,4180.0,0.33333,
9606.ENSP00000325136,4880310.0,0.6946,22.0,25.0,91.937,15.0,0.125,84.57619,7.42917,3239.66625,15676.0,0.45333,
9606.ENSP00000457353,2.0,0.30779,2.0,2.0,1.785,1.0,0.1,37.02024,4.03333,0.0,0.0,1.0,
9606.ENSP00000285093,4881816.0,0.61356,25.0,25.0,92.058,4.0,0.14286,83.66905,7.38333,1645.31519,12080.0,0.48667,
9606.ENSP00000316416,54.0,0.52304,6.0,6.0,44.572,1.0,0.125,56.60952,6.24583,19.76394,148.0,0.73333,
9606.ENSP00000367608,4.0,0.30779,2.0,4.0,36.269,1.0,0.11111,62.08651,6.56667,805.13562,5090.0,0.16667,
9606.ENSP00000259818,9.223372036854777E13,1.10196,22.0,22.0,101.677,1.0,0.14286,81.1119,7.2875,647.68752,4726.0,0.91342,
9606.ENSP00000356530,40323.0,0.8164,8.0,11.0,93.901,3.0,0.14286,77.33571,7.37083,1968.78803,24318.0,0.52727,
9606.ENSP00000242480,2.0,0.0,1.0,2.0,17.518,2.0,0.125,58.30476,6.575,82.07015,202.0,0.0,
9606.ENSP00000356771,9.223372036854777E13,1.10097,17.0,17.0,103.571,1.0,0.14286,80.31905,7.425,0.0,0.0,1.0,
9606.ENSP00000463013,24.0,0.56839,4.0,4.0,50.749,1.0,0.14286,69.78571,7.24583,0.0,0.0,1.0,
9606.ENSP00000370200,2.0,0.0,1.0,2.0,9.409,1.0,0.125,52.46429,6.0625,182.56636,498.0,0.0,
9606.ENSP00000310431,9.223372036854777E13,1.10097,17.0,17.0,103.834,1.0,0.14286,80.31905,7.425,0.0,0.0,1.0,
9606.ENSP00000358719,240.0,0.53872,10.0,10.0,82.305,1.0,0.14286,73.45238,7.17083,182.36102,2038.0,0.6,
9606.ENSP00000431885,112.0,0.49567,8.0,10.0,61.164,10.0,0.14286,75.31905,7.325,1819.98182,14572.0,0.37778,
9606.ENSP00000258169,6.0,0.46346,3.0,3.0,17.29,1.0,0.125,52.79167,5.98333,0.0,0.0,1.0,
9606.ENSP00000365411,29.0,0.45378,5.0,8.0,34.384,8.0,0.125,68.83571,7.05,3019.25736,10876.0,0.25,
9606.ENSP00000344314,721.0,0.71324,6.0,7.0,45.267,1.0,0.125,66.67143,6.80833,686.17361,2326.0,0.71429,
9606.ENSP00000323740,10.0,0.32413,5.0,5.0,59.335,1.0,0.14286,65.3381,6.76667,219.91593,1940.0,0.5,
9606.ENSP00000328079,2.0,0.0,1.0,2.0,18.866,6.0,0.14286,63.25476,6.87917,1859.80676,4418.0,0.0,
9606.ENSP00000250559,28.0,0.38039,6.0,6.0,36.088,1.0,0.11111,64.7127,6.775,739.40655,4720.0,0.53333,
9606.ENSP00000360642,9.223372036854777E13,1.18699,21.0,21.0,101.843,1.0,0.14286,77.91429,7.14583,0.0,0.0,1.0,
9606.ENSP00000341289,9.223372036854777E13,1.12285,22.0,23.0,102.012,1.0,0.16667,86.58333,7.62083,2142.38266,9424.0,0.8498,
9606.ENSP00000305995,82.0,0.38186,9.0,9.0,77.232,2.0,0.14286,72.70238,7.13333,379.70688,2556.0,0.44444,
9606.ENSP00000401831,4152984.0,0.8346,16.0,16.0,90.899,1.0,0.125,71.2619,6.8125,47.27343,452.0,0.775,
9606.ENSP00000307491,2.0,0.30779,2.0,2.0,2.103,1.0,0.1,37.02024,4.03333,0.0,0.0,1.0,
9606.ENSP00000353393,9.223372036854777E13,1.10097,17.0,17.0,102.687,1.0,0.14286,80.31905,7.425,0.0,0.0,1.0,
9606.ENSP00000259808,128.0,0.47564,7.0,9.0,49.187,5.0,0.14286,74.56905,7.39583,2503.50073,7072.0,0.36111,
9606.ENSP00000333664,4880930.0,0.71219,21.0,21.0,91.265,1.0,0.125,76.14524,7.02083,305.72734,3558.0,0.6,
9606.ENSP00000410715,8.7178291201E10,1.02476,14.0,15.0,50.283,1.0,0.125,67.58333,6.65,385.65941,960.0,0.86667,
9606.ENSP00000248437,9.223372036854777E13,1.07502,23.0,23.0,101.392,1.0,0.14286,83.48571,7.47083,377.23323,4734.0,0.87747,
9606.ENSP00000356426,127.0,0.57059,6.0,7.0,42.226,3.0,0.14286,66.45238,6.97083,345.31044,944.0,0.57143,
9606.ENSP00000321106,10.0,0.37893,4.0,6.0,43.902,2.0,0.14286,70.00238,7.175,1156.74321,5034.0,0.26667,
9606.ENSP00000263379,18.0,0.45378,5.0,5.0,44.359,1.0,0.14286,62.13571,6.73333,66.57106,1436.0,0.7,
9606.ENSP00000428994,9.223372036854777E13,1.10097,17.0,24.0,103.778,26.0,0.14286,92.53571,7.80417,4984.24522,29104.0,0.50725,
9606.ENSP00000325827,9.223372036854777E13,0.92731,20.0,20.0,103.811,1.0,0.14286,85.30238,7.59167,514.8212,5834.0,0.79474,
9606.ENSP00000303145,9.223372036854777E13,0.92469,19.0,20.0,103.436,4.0,0.14286,85.18571,7.625,2023.5644,12536.0,0.72632,
9606.ENSP00000327453,1451568.0,0.75361,13.0,13.0,89.777,1.0,0.125,69.59524,6.79583,27.85276,218.0,0.75641,
9606.ENSP00000362931,6.0,0.46346,3.0,3.0,33.175,1.0,0.14286,64.85476,6.98333,0.0,0.0,1.0,
9606.ENSP00000247470,10.0,0.37893,4.0,6.0,35.252,4.0,0.125,66.50238,6.91667,1825.01605,6446.0,0.26667,
9606.ENSP00000274376,27.0,0.56839,4.0,7.0,80.884,3.0,0.125,74.27143,7.25417,2276.60682,17538.0,0.33333,
9606.ENSP00000329991,58.0,0.43905,7.0,9.0,63.016,6.0,0.16667,79.43333,7.6,2594.89887,15002.0,0.33333,
9606.ENSP00000442478,2903761.0,0.85585,14.0,15.0,90.612,3.0,0.14286,72.4881,6.90833,1143.74695,5366.0,0.72381,
9606.ENSP00000310572,45.0,0.37904,8.0,9.0,67.073,8.0,0.16667,79.35,7.62083,1029.98801,5544.0,0.36111,
9606.ENSP00000444433,2.0,0.30779,2.0,2.0,13.505,1.0,0.11111,49.39246,5.58333,0.0,0.0,1.0,
9606.ENSP00000297071,6.0,0.2842,4.0,4.0,39.688,1.0,0.14286,66.9381,7.05417,54.47179,378.0,0.5,
9606.ENSP00000298281,3.0,0.30779,2.0,3.0,23.952,2.0,0.125,61.17857,6.65417,411.87132,1026.0,0.33333,
9606.ENSP00000264454,9.223372036854777E13,1.10097,17.0,17.0,103.853,1.0,0.14286,80.31905,7.425,0.0,0.0,1.0,
9606.ENSP00000369442,3.0,0.30779,2.0,3.0,29.508,1.0,0.11111,60.60317,6.51667,562.32902,2608.0,0.33333,
9606.ENSP00000391481,111.0,0.32239,11.0,12.0,82.449,16.0,0.16667,82.66667,7.6625,3533.87624,13872.0,0.28788,
9606.ENSP00000363216,4.0,0.30898,3.0,3.0,51.317,1.0,0.14286,66.63571,7.00417,22.37416,148.0,0.66667,
9606.ENSP00000321584,5049.0,0.54893,9.0,14.0,87.058,51.0,0.2,92.26667,8.07917,8158.88262,22202.0,0.25275,
9606.ENSP00000358060,2.0,0.30779,2.0,2.0,12.168,1.0,0.14286,55.34762,6.36667,0.0,0.0,1.0,
9606.ENSP00000419782,3.0,0.0,1.0,3.0,35.527,3.0,0.125,71.7119,7.27917,730.16747,3286.0,0.0,
9606.ENSP00000362807,45360.0,0.5518,14.0,14.0,98.945,3.0,0.14286,75.7119,7.1875,583.79361,6772.0,0.53846,
