node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
9606.ENSP00000419184,240.0,0.66569,6.0,6.0,94.13,1.0,0.16667,68.11667,5.95565,15.17217,118.0,0.93333,
9606.ENSP00000216024,6.0,0.46346,3.0,3.0,38.085,1.0,0.125,55.25952,5.03226,0.0,0.0,1.0,
9606.ENSP00000280904,2.0922789888013E13,0.77378,20.0,21.0,129.627,19.0,0.16667,90.66667,6.72984,3801.10142,13068.0,0.6,
9606.ENSP00000250378,2.0,0.0,1.0,2.0,43.291,1.0,0.14286,62.6619,5.71371,121.21665,358.0,0.0,
9606.ENSP00000295240,6.0,0.46346,3.0,3.0,23.433,1.0,0.11111,49.71032,4.52823,0.0,0.0,1.0,
9606.ENSP00000472929,20.0,0.25611,7.0,13.0,119.813,35.0,0.16667,91.78333,6.84677,8406.7093,22484.0,0.08974,
9606.ENSP00000285928,6.0,0.46346,3.0,3.0,42.195,1.0,0.11111,46.62183,4.02016,0.0,0.0,1.0,
9606.ENSP00000260402,3.0,0.0,1.0,3.0,79.077,3.0,0.14286,75.25238,6.39919,867.70638,2938.0,0.0,
9606.ENSP00000405111,2.0,0.30779,2.0,2.0,52.49,1.0,0.125,53.6131,4.95161,0.0,0.0,1.0,
9606.ENSP00000372351,121.0,0.64826,5.0,6.0,94.802,6.0,0.16667,70.2,6.06452,1119.05599,3028.0,0.66667,
9606.ENSP00000359151,7.0,0.46346,3.0,4.0,68.988,8.0,0.125,70.39524,6.09274,1465.79932,3742.0,0.5,
9606.ENSP00000479322,4.0,0.30779,2.0,4.0,78.355,1.0,0.14286,69.00476,6.02016,585.23434,2630.0,0.16667,
9606.ENSP00000262150,3.99168E7,0.93324,11.0,11.0,122.392,1.0,0.14286,72.83095,6.0121,0.0,0.0,1.0,
9606.ENSP00000333938,26.0,0.45378,5.0,5.0,104.006,1.0,0.14286,64.45476,5.70565,21.03373,124.0,0.7,
9606.ENSP00000381859,24.0,0.56839,4.0,4.0,40.853,1.0,0.125,53.44048,4.88306,0.0,0.0,1.0,
9606.ENSP00000362674,7.0,0.30898,3.0,6.0,87.314,2.0,0.14286,68.0119,5.875,583.18978,1860.0,0.2,
9606.ENSP00000361107,3121.0,0.73986,9.0,10.0,101.041,3.0,0.14286,69.87143,5.875,649.46464,2044.0,0.68889,
9606.ENSP00000279804,2.0,0.0,1.0,2.0,16.939,2.0,0.11111,47.97222,4.44355,33.21419,162.0,0.0,
9606.ENSP00000381058,3.99168E7,0.93324,11.0,11.0,122.413,1.0,0.14286,72.83095,6.0121,0.0,0.0,1.0,
9606.ENSP00000350036,7.0,0.46346,3.0,4.0,36.957,3.0,0.125,56.45952,5.08871,678.54641,1554.0,0.5,
9606.ENSP00000379658,3.0,0.0,1.0,3.0,42.561,1.0,0.14286,59.31429,5.375,285.31711,736.0,0.0,
9606.ENSP00000333157,5.0,0.0,1.0,5.0,41.586,7.0,0.14286,62.47857,5.56452,1693.15306,5332.0,0.0,
9606.ENSP00000273283,6.0,0.46346,3.0,3.0,28.611,1.0,0.125,49.00119,4.32258,0.0,0.0,1.0,
9606.ENSP00000282541,27.0,0.56839,4.0,7.0,99.576,4.0,0.14286,65.79762,5.70161,602.23405,2032.0,0.33333,
9606.ENSP00000392197,725760.0,0.87792,10.0,10.0,95.474,1.0,0.125,61.75357,5.27419,0.22222,2.0,0.97778,
9606.ENSP00000495240,4.0,0.30779,2.0,4.0,47.504,3.0,0.125,59.3369,5.27823,984.0,2012.0,0.33333,
9606.ENSP00000405004,4800.0,0.7582,10.0,10.0,104.339,1.0,0.14286,69.05476,5.83065,51.13154,512.0,0.84444,
9606.ENSP00000374409,2.0922789888004E13,0.89618,18.0,18.0,129.481,6.0,0.14286,86.70952,6.58871,1904.33403,6584.0,0.79739,
9606.ENSP00000415283,4.0,0.30779,2.0,4.0,43.265,6.0,0.125,63.47262,5.6371,1112.02159,3266.0,0.16667,
9606.ENSP00000362424,6.0,0.46346,3.0,3.0,20.554,1.0,0.11111,49.71032,4.52823,0.0,0.0,1.0,
9606.ENSP00000369614,32.0,0.42794,6.0,6.0,57.223,1.0,0.125,56.35119,5.00403,142.34855,922.0,0.6,
9606.ENSP00000431254,2.0,0.0,1.0,2.0,48.389,1.0,0.14286,60.41429,5.47177,419.63244,1198.0,0.0,
9606.ENSP00000216484,36.0,0.47549,6.0,6.0,87.073,2.0,0.14286,67.2619,5.81855,255.87797,1890.0,0.66667,
9606.ENSP00000274364,7.0,0.2842,4.0,5.0,91.872,6.0,0.14286,78.29286,6.45968,1471.87055,6344.0,0.3,
9606.ENSP00000428112,725760.0,0.87792,10.0,10.0,95.271,1.0,0.125,61.75357,5.27419,0.22222,2.0,0.97778,
9606.ENSP00000265717,2.0,0.0,1.0,2.0,52.651,2.0,0.14286,64.53571,5.78226,163.37087,974.0,0.0,
9606.ENSP00000408367,2.0,0.0,1.0,2.0,17.158,2.0,0.11111,47.78056,4.29435,330.69517,764.0,0.0,
9606.ENSP00000494040,52.0,0.40246,7.0,7.0,91.996,2.0,0.14286,68.28095,5.87097,479.92863,2142.0,0.52381,
9606.ENSP00000280097,241.0,0.66569,6.0,7.0,94.628,1.0,0.16667,69.75,6.03226,265.54433,1026.0,0.66667,
9606.ENSP00000216479,144.0,0.61814,6.0,6.0,56.973,2.0,0.125,58.09524,5.09274,101.60855,596.0,0.86667,
9606.ENSP00000289473,6.0,0.30779,2.0,6.0,95.381,4.0,0.14286,78.06905,6.46774,1600.50485,5106.0,0.13333,
9606.ENSP00000360473,2.0,0.0,1.0,2.0,34.724,4.0,0.14286,60.3,5.43548,1470.0,5094.0,0.0,
9606.ENSP00000380184,4.0,0.30898,3.0,3.0,50.173,1.0,0.125,54.82024,4.97984,20.24949,88.0,0.66667,
9606.ENSP00000444810,27.0,0.56839,4.0,7.0,55.654,9.0,0.125,63.15714,5.47984,2248.96699,8730.0,0.33333,
9606.ENSP00000363868,10.0,0.46346,3.0,7.0,94.948,6.0,0.16667,72.11667,6.08065,1315.1606,5134.0,0.19048,
9606.ENSP00000225983,9.0,0.25931,5.0,6.0,83.958,4.0,0.14286,72.32143,6.16935,1295.10863,3180.0,0.26667,
9606.ENSP00000485582,24.0,0.56839,4.0,4.0,71.287,1.0,0.125,56.52024,5.16935,0.0,0.0,1.0,
9606.ENSP00000372445,4.0,0.30898,3.0,3.0,39.745,1.0,0.11111,49.86032,4.47581,0.4,2.0,0.66667,
9606.ENSP00000276052,3.0,0.30779,2.0,3.0,31.413,3.0,0.125,61.70119,5.61694,984.0,1820.0,0.33333,
9606.ENSP00000313681,26.0,0.56839,4.0,6.0,82.694,3.0,0.14286,67.19286,5.90323,721.3189,2468.0,0.4,
9606.ENSP00000398832,8.0,0.30779,2.0,8.0,100.69,22.0,0.16667,79.43333,6.4879,4210.13226,13688.0,0.03571,
9606.ENSP00000315743,2.0,0.30779,2.0,2.0,14.971,1.0,0.11111,49.30159,4.625,0.0,0.0,1.0,
9606.ENSP00000466022,4.0,0.0,1.0,4.0,63.895,3.0,0.14286,63.0881,5.4879,739.77706,2700.0,0.0,
9606.ENSP00000370021,9.0,0.37893,4.0,5.0,53.962,3.0,0.125,57.86429,5.18548,363.20079,1860.0,0.4,
9606.ENSP00000404570,24.0,0.56839,4.0,4.0,91.202,1.0,0.14286,63.52143,5.67742,0.0,0.0,1.0,
9606.ENSP00000262554,36.0,0.47549,6.0,6.0,85.455,1.0,0.14286,67.2619,5.81855,255.87797,1890.0,0.66667,
9606.ENSP00000241416,4801.0,0.7582,10.0,11.0,103.217,6.0,0.14286,71.2881,5.90726,1094.71721,3248.0,0.69091,
9606.ENSP00000364145,12.0,0.47366,4.0,4.0,64.433,1.0,0.125,63.14286,5.65323,68.40206,404.0,0.83333,
9606.ENSP00000380517,3.99168E7,0.93324,11.0,11.0,122.341,1.0,0.14286,72.83095,6.0121,0.0,0.0,1.0,
9606.ENSP00000381968,36.0,0.47549,6.0,6.0,85.539,1.0,0.14286,67.2619,5.81855,255.87797,1890.0,0.66667,
9606.ENSP00000296137,2.0,0.30779,2.0,2.0,51.666,1.0,0.14286,58.50952,5.31048,0.0,0.0,1.0,
9606.ENSP00000414378,3628800.0,0.89787,10.0,10.0,81.267,1.0,0.125,60.71429,5.14113,0.0,0.0,1.0,
9606.ENSP00000454071,124.0,0.43905,7.0,7.0,91.223,5.0,0.14286,68.82857,5.95565,307.16164,1250.0,0.57143,
9606.ENSP00000314649,5.0,0.30898,3.0,4.0,63.706,2.0,0.125,60.83333,5.39919,246.98948,782.0,0.33333,
9606.ENSP00000356047,13.0,0.47366,4.0,5.0,73.457,1.0,0.14286,69.84762,6.05242,859.71122,2748.0,0.5,
9606.ENSP00000244217,10.0,0.37893,4.0,6.0,71.77,6.0,0.125,65.44048,5.70565,791.5888,2650.0,0.26667,
9606.ENSP00000413606,3.0,0.30779,2.0,3.0,71.14,2.0,0.14286,68.77857,6.06452,279.16183,984.0,0.33333,
9606.ENSP00000264409,4.0,0.30898,3.0,3.0,51.034,1.0,0.125,54.82024,4.97984,20.24949,88.0,0.66667,
9606.ENSP00000453508,6.0,0.30898,3.0,5.0,99.056,1.0,0.14286,79.32619,6.47984,1169.22509,3566.0,0.3,
9606.ENSP00000369154,2882.0,0.75809,8.0,10.0,104.695,12.0,0.16667,78.6,6.35081,3087.2809,10204.0,0.57778,
9606.ENSP00000384092,4.0,0.0,1.0,4.0,54.918,9.0,0.14286,67.3881,5.87903,2952.28648,8944.0,0.0,
9606.ENSP00000215368,3628802.0,0.78053,11.0,11.0,82.228,1.0,0.125,61.90476,5.20161,83.8493,332.0,0.83636,
9606.ENSP00000254963,5046.0,0.67062,8.0,8.0,60.096,1.0,0.11111,56.37341,4.81452,111.13059,1034.0,0.82143,
9606.ENSP00000331678,2.0922789888008E13,0.90353,18.0,18.0,129.472,9.0,0.14286,86.17619,6.56855,1282.26225,6220.0,0.80392,
9606.ENSP00000202967,5.0,0.30898,3.0,4.0,74.039,1.0,0.14286,67.58095,5.89516,475.73811,1572.0,0.33333,
9606.ENSP00000275525,2.0,0.0,1.0,2.0,26.785,1.0,0.125,53.32143,4.82661,338.64102,706.0,0.0,
9606.ENSP00000325690,246.0,0.66569,6.0,12.0,110.131,14.0,0.16667,82.91667,6.57258,4385.05445,13652.0,0.24242,
9606.ENSP00000465630,2.0922789888001E13,1.0769,16.0,17.0,129.529,1.0,0.14286,86.20952,6.60887,1927.46254,5272.0,0.88235,
9606.ENSP00000206765,2.0922789888002E13,1.0769,16.0,18.0,129.462,14.0,0.16667,84.31667,6.50806,3969.08586,12974.0,0.78431,
9606.ENSP00000376103,362880.0,0.85919,9.0,9.0,93.574,1.0,0.125,61.25357,5.27016,0.0,0.0,1.0,
9606.ENSP00000288840,4802.0,0.66175,11.0,11.0,104.404,2.0,0.14286,70.51905,5.89919,348.67515,1788.0,0.70909,
9606.ENSP00000232375,13.0,0.47366,4.0,5.0,74.301,2.0,0.125,68.26905,5.98387,722.03949,2094.0,0.5,
9606.ENSP00000306362,3.0,0.30779,2.0,3.0,11.619,3.0,0.125,49.15,4.45565,984.0,3400.0,0.33333,
9606.ENSP00000344635,2.0,0.30779,2.0,2.0,13.925,1.0,0.11111,49.30159,4.625,0.0,0.0,1.0,
9606.ENSP00000232003,12.0,0.38896,5.0,5.0,39.164,1.0,0.14286,57.12381,5.06048,421.46424,2158.0,0.6,
9606.ENSP00000357393,3628800.0,0.89787,10.0,10.0,81.68,1.0,0.125,60.71429,5.14113,0.0,0.0,1.0,
9606.ENSP00000292432,9.0,0.46346,3.0,6.0,67.559,2.0,0.125,62.84286,5.62903,530.49092,1924.0,0.26667,
9606.ENSP00000333984,50.0,0.37904,8.0,8.0,114.793,3.0,0.16667,70.65,6.00806,408.9944,1962.0,0.46429,
9606.ENSP00000377681,57.0,0.34989,8.0,11.0,109.821,14.0,0.16667,81.36667,6.40726,5063.06526,19156.0,0.23636,
9606.ENSP00000224721,3.9916801E7,0.93324,11.0,12.0,122.503,5.0,0.14286,75.16429,6.06452,856.29219,2488.0,0.83333,
9606.ENSP00000489733,5.0,0.30779,2.0,5.0,61.357,3.0,0.125,62.56429,5.45968,763.03257,4328.0,0.1,
9606.ENSP00000206513,3.0,0.0,1.0,3.0,48.22,1.0,0.14286,59.9381,5.42339,206.10142,820.0,0.0,
9606.ENSP00000243349,1680.0,0.72893,8.0,8.0,100.001,1.0,0.14286,67.52143,5.79032,23.24198,240.0,0.89286,
9606.ENSP00000262407,7.0,0.30898,3.0,6.0,87.272,4.0,0.14286,74.56905,6.29032,1377.84464,3426.0,0.13333,
9606.ENSP00000281821,3628803.0,0.78053,11.0,12.0,82.862,11.0,0.14286,72.76667,5.95565,3284.16032,8506.0,0.69697,
9606.ENSP00000480484,2.0922789888E13,1.0769,16.0,16.0,128.901,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000257189,2.0922789888E13,1.0769,16.0,16.0,129.627,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000304669,3.9916811E7,0.72807,13.0,19.0,125.027,34.0,0.14286,93.75952,6.83065,8340.4535,26780.0,0.35088,
9606.ENSP00000482546,6.0,0.46346,3.0,3.0,36.25,1.0,0.125,55.25952,5.03226,0.0,0.0,1.0,
9606.ENSP00000302924,2.0,0.0,1.0,2.0,15.366,1.0,0.11111,47.97222,4.44355,33.21419,162.0,0.0,
9606.ENSP00000259365,8.0,0.37893,4.0,4.0,94.872,1.0,0.14286,63.35238,5.66532,7.75594,80.0,0.66667,
9606.ENSP00000369129,2.0922789888016E13,0.71785,21.0,21.0,129.627,3.0,0.14286,93.52619,6.80242,4125.88115,17474.0,0.60476,
9606.ENSP00000367623,5046.0,0.67062,8.0,8.0,60.82,1.0,0.11111,56.37341,4.81452,111.13059,1034.0,0.82143,
9606.ENSP00000499406,135.0,0.4242,11.0,12.0,121.069,6.0,0.16667,81.7,6.47581,1894.37909,6890.0,0.37879,
9606.ENSP00000381231,17.0,0.37893,4.0,10.0,104.92,18.0,0.14286,76.50476,6.13306,4410.58996,17610.0,0.15556,
9606.ENSP00000442795,93.0,0.39905,10.0,11.0,123.314,4.0,0.16667,80.73333,6.44355,1299.08745,5804.0,0.36364,
9606.ENSP00000357721,5.0,0.30898,3.0,4.0,69.173,1.0,0.14286,68.9119,6.04032,547.52151,1530.0,0.33333,
9606.ENSP00000318016,725761.0,0.87792,10.0,11.0,96.455,10.0,0.14286,70.25476,5.84274,1970.49073,4742.0,0.8,
9606.ENSP00000268613,3.99168E7,0.93324,11.0,11.0,122.507,1.0,0.14286,72.83095,6.0121,0.0,0.0,1.0,
9606.ENSP00000376686,4.0,0.0,1.0,4.0,59.062,4.0,0.125,67.42262,5.88306,1505.6696,4232.0,0.0,
9606.ENSP00000337451,3628800.0,0.89787,10.0,10.0,81.595,1.0,0.125,60.71429,5.14113,0.0,0.0,1.0,
9606.ENSP00000357727,4.0,0.30898,3.0,3.0,57.489,1.0,0.125,62.69524,5.69758,100.45624,414.0,0.66667,
9606.ENSP00000322991,36.0,0.32073,8.0,10.0,97.648,11.0,0.14286,77.01905,6.25403,3096.41142,9258.0,0.24444,
9606.ENSP00000361993,24.0,0.56839,4.0,4.0,38.444,1.0,0.125,53.44048,4.88306,0.0,0.0,1.0,
9606.ENSP00000268182,17.0,0.25611,7.0,10.0,117.583,13.0,0.16667,86.8,6.70161,3920.23245,12798.0,0.15556,
9606.ENSP00000464317,54.0,0.47564,7.0,7.0,113.423,1.0,0.16667,67.31667,5.84677,45.72371,286.0,0.61905,
9606.ENSP00000355675,362880.0,0.85919,9.0,9.0,94.046,1.0,0.125,61.25357,5.27016,0.0,0.0,1.0,
9606.ENSP00000246957,5186.0,0.66826,9.0,11.0,62.953,10.0,0.125,64.1619,5.41129,1790.56003,6066.0,0.52727,
9606.ENSP00000356646,2.0,0.30779,2.0,2.0,53.761,1.0,0.14286,62.54524,5.68145,0.0,0.0,1.0,
9606.ENSP00000312185,2.0,0.30779,2.0,2.0,49.252,1.0,0.125,57.35,5.35887,0.0,0.0,1.0,
9606.ENSP00000299441,3.99168E7,0.93324,11.0,11.0,121.955,1.0,0.14286,72.83095,6.0121,0.0,0.0,1.0,
9606.ENSP00000479719,9.0,0.37893,4.0,5.0,83.533,2.0,0.14286,73.85238,6.27419,973.70232,2856.0,0.4,
9606.ENSP00000290310,34.0,0.32073,8.0,8.0,115.541,6.0,0.14286,76.39286,6.2621,1452.46502,5038.0,0.39286,
9606.ENSP00000368265,3.0,0.0,1.0,3.0,19.318,1.0,0.125,50.19286,4.58468,169.98453,766.0,0.0,
9606.ENSP00000384053,4.0,0.0,1.0,4.0,33.44,4.0,0.125,59.64286,5.43145,1108.53765,3004.0,0.0,
9606.ENSP00000344794,3.0,0.0,1.0,3.0,40.235,1.0,0.11111,50.27698,4.4879,33.05258,246.0,0.0,
9606.ENSP00000264051,3628800.0,0.89787,10.0,10.0,81.768,1.0,0.125,60.71429,5.14113,0.0,0.0,1.0,
9606.ENSP00000445806,25.0,0.56839,4.0,5.0,49.876,5.0,0.14286,61.57857,5.52823,1333.57025,3686.0,0.6,
9606.ENSP00000442656,2400.0,0.71599,9.0,9.0,102.397,1.0,0.14286,67.47143,5.7621,47.58939,476.0,0.83333,
9606.ENSP00000310557,26.0,0.45378,5.0,5.0,94.236,1.0,0.14286,65.42857,5.77016,151.53857,768.0,0.7,
9606.ENSP00000297258,2.0,0.0,1.0,2.0,50.436,1.0,0.16667,63.73333,5.74597,201.46991,562.0,0.0,
9606.ENSP00000295872,30.0,0.51861,5.0,5.0,51.836,1.0,0.11111,53.7127,4.7621,17.48225,106.0,0.8,
9606.ENSP00000298229,3.0,0.0,1.0,3.0,60.136,6.0,0.14286,69.2881,6.04032,1308.68737,3070.0,0.0,
9606.ENSP00000269980,6.0,0.46346,3.0,3.0,57.214,1.0,0.125,62.02381,5.59677,0.0,0.0,1.0,
9606.ENSP00000308576,8.0,0.37893,4.0,4.0,88.238,1.0,0.14286,73.37381,6.22177,127.78998,584.0,0.66667,
9606.ENSP00000257192,2.0922789888007E13,0.98764,17.0,18.0,129.627,5.0,0.14286,83.79286,6.46774,664.55643,3616.0,0.79739,
9606.ENSP00000483640,25.0,0.56839,4.0,5.0,99.131,1.0,0.14286,65.43571,5.74597,161.93632,680.0,0.6,
9606.ENSP00000234071,15.0,0.47366,4.0,7.0,60.101,11.0,0.16667,69.5,5.90726,3718.94139,12694.0,0.2381,
9606.ENSP00000376423,2.0922789888E13,1.0769,16.0,16.0,129.333,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000462701,3.9916804E7,0.81956,12.0,14.0,122.807,5.0,0.14286,79.08095,6.25403,2251.13978,5330.0,0.62637,
9606.ENSP00000335055,9.0,0.37893,4.0,5.0,82.887,7.0,0.14286,73.07857,6.21371,1828.60086,5268.0,0.4,
9606.ENSP00000352738,27.0,0.45378,5.0,6.0,87.24,2.0,0.14286,64.70238,5.62097,566.55761,2834.0,0.46667,
9606.ENSP00000341170,3.0,0.30779,2.0,3.0,50.349,1.0,0.125,58.09167,5.2379,187.03815,730.0,0.33333,
9606.ENSP00000365782,4.0,0.0,1.0,4.0,65.255,7.0,0.14286,69.9881,6.06048,1570.9996,6150.0,0.0,
9606.ENSP00000257198,2.0922789888E13,1.0769,16.0,16.0,129.627,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000284320,27.0,0.45378,5.0,6.0,49.865,2.0,0.14286,61.78333,5.43548,1405.4093,3618.0,0.46667,
9606.ENSP00000367830,3.0,0.0,1.0,3.0,66.751,1.0,0.14286,68.9881,6.08065,514.70873,1230.0,0.0,
9606.ENSP00000498104,3.0,0.0,1.0,3.0,67.918,4.0,0.16667,74.28333,6.33065,1938.65933,4872.0,0.0,
9606.ENSP00000384851,4.0,0.30779,2.0,4.0,63.22,1.0,0.14286,66.1119,5.87097,513.29756,1384.0,0.16667,
9606.ENSP00000365773,37.0,0.51861,5.0,9.0,96.977,5.0,0.125,74.85476,6.15726,2427.16607,8340.0,0.30556,
9606.ENSP00000340510,2.0922789888E13,1.0769,16.0,16.0,129.403,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000330391,2.0922789888E13,1.0769,16.0,16.0,129.411,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000299663,5.0,0.30898,3.0,4.0,36.896,3.0,0.14286,61.67381,5.58871,910.80089,2264.0,0.33333,
9606.ENSP00000384615,120.0,0.64826,5.0,5.0,77.223,1.0,0.125,62.86786,5.6129,0.0,0.0,1.0,
9606.ENSP00000357751,2.0922789888E13,1.0769,16.0,16.0,129.361,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000357753,2.0922789888E13,1.0769,16.0,16.0,129.525,1.0,0.14286,81.04286,6.39516,0.0,0.0,1.0,
9606.ENSP00000406463,5184.0,0.66826,9.0,9.0,61.25,1.0,0.125,60.24524,5.13306,274.59581,1750.0,0.77778,
9606.ENSP00000364683,1440.0,0.73175,7.0,7.0,98.822,1.0,0.14286,62.00476,5.43548,3.54215,36.0,0.95238,
9606.ENSP00000302967,7.0,0.30898,3.0,6.0,84.761,2.0,0.16667,71.41667,6.1129,925.68422,2948.0,0.2,
9606.ENSP00000365891,19.0,0.28529,6.0,10.0,114.859,11.0,0.14286,84.32619,6.6129,3682.30263,10348.0,0.2,
9606.ENSP00000369456,2.0,0.0,1.0,2.0,34.851,1.0,0.11111,52.04722,4.73387,50.96969,330.0,0.0,
9606.ENSP00000316681,30.0,0.51861,5.0,5.0,52.729,1.0,0.11111,53.7127,4.7621,17.48225,106.0,0.8,
9606.ENSP00000289746,3.9916801E7,0.93324,11.0,12.0,123.519,1.0,0.14286,76.12619,6.16532,801.89258,1998.0,0.83333,
9606.ENSP00000386443,2.0,0.30779,2.0,2.0,55.444,1.0,0.125,61.36786,5.60081,0.0,0.0,1.0,
9606.ENSP00000433664,24.0,0.56839,4.0,4.0,79.347,1.0,0.14286,61.54762,5.48387,0.0,0.0,1.0,
9606.ENSP00000264110,4.0,0.30779,2.0,4.0,69.974,1.0,0.14286,64.26667,5.70161,531.41074,1858.0,0.16667,
9606.ENSP00000411256,7.0,0.30779,2.0,7.0,89.971,7.0,0.16667,75.21667,6.25806,2794.62797,7594.0,0.09524,
9606.ENSP00000378284,6.0,0.30898,3.0,5.0,94.513,4.0,0.14286,76.67143,6.30645,1942.35265,5984.0,0.2,
9606.ENSP00000361967,2.0,0.30779,2.0,2.0,5.454,1.0,0.11111,40.96508,3.46371,0.0,0.0,1.0,
9606.ENSP00000487365,5160.0,0.72893,8.0,8.0,60.367,1.0,0.11111,56.37341,4.81452,3.40769,26.0,0.89286,
9606.ENSP00000261866,725763.0,0.76356,11.0,12.0,97.251,1.0,0.14286,69.93333,5.77419,1097.2134,4488.0,0.68182,
9606.ENSP00000352510,725762.0,0.87792,10.0,12.0,95.916,1.0,0.14286,66.17143,5.55645,673.7808,1726.0,0.68182,
9606.ENSP00000333212,725760.0,0.87792,10.0,10.0,94.4,1.0,0.125,61.75357,5.27419,0.22222,2.0,0.97778,
9606.ENSP00000448598,2.0,0.30779,2.0,2.0,20.985,1.0,0.11111,47.3377,4.28629,0.0,0.0,1.0,
9606.ENSP00000462521,2.0,0.30779,2.0,2.0,28.373,1.0,0.125,52.43571,4.81855,0.0,0.0,1.0,
