"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"GRAMD4P3",4.28935201409106,4.04666005383446,0.893461130861849,4.52919541103146,5.92087208867255e-06,2.29441579643995e-05
"LINC01297",7.16630768906793,2.68649269530428,0.540210029381078,4.9730522374459,6.59068923572874e-07,3.0727478652537e-06
"RP11-244H18.1",1.91324743248142,2.71337021575295,0.639418841855433,4.24349430786154,2.20065957455791e-05,7.6722667439174e-05
"MED15P6",2.32518108866614,2.89044539405383,0.737161648537047,3.92104689628135,8.81651010354012e-05,0.000271864631533272
"NF1P4",1.46246689027359,1.96035343942874,0.726826944443358,2.6971391944338,0.00699380293014361,0.0143640683384056
"CTD-2311B13.10",1.85823573362679,3.450993456638,0.854932809872715,4.03656687026878,5.42390709452049e-05,0.000174498650376991
"NF1P11",1.91877320088107,2.67350737028623,0.836816140218313,3.19485636305814,0.00139900448926069,0.00336251217026795
"RP11-244H18.4",2.66381960537383,3.26861547371242,0.681966110529928,4.7929294773497,1.64363414571552e-06,7.10337735267038e-06
"RP11-244H18.3",5.21906736752307,4.0174073185805,0.788165243874393,5.09716376077698,3.4478005719961e-07,1.69714155417386e-06
"RP11-597A11.2",1.03462444876063,2.51453481756246,0.905427425607437,2.77717986715003,0.00548328258944353,0.0115317750799554
"RPPH1",54.0598101725242,2.83085807070109,0.418732643302184,6.76053829569281,1.37479983944745e-11,1.51582524319459e-10
"RPPH1.1",55.004259512478,2.78307952074118,0.410685883897846,6.77666223715018,1.22983945449814e-11,1.37178808009885e-10
"KLHL33",38.7412978179374,-2.91040070116182,0.381555065350794,-7.62773440967442,2.38915126527277e-14,4.20295769057996e-13
"RP11-203M5.6",1.74900529538476,1.22173706018847,0.511331615835618,2.38932431000166,0.0168793949192977,0.0315200961553083
"RNASE10",9.64015613525343,2.15916361508504,0.455873062813523,4.73632638383868,2.17627007350155e-06,9.18560533006802e-06
"RNASE9",0.566417272150748,2.32438036899217,0.913937129600917,2.54326068359553,0.0109823259778132,0.0214832582804684
"RP11-14J7.6",0.537312963055007,2.33398862731,0.954170515982332,2.44609175007585,0.0144414244855339,0.0274328630391063
"ANG",325.71759828176,-1.50135119071421,0.208917244964537,-7.18634400414892,6.65492452988436e-13,9.27987947331138e-12
"RP11-903H12.5",1142.91242710932,-2.65252817781377,0.26591739282333,-9.97500821458511,1.96085226505416e-23,1.35295980853197e-21
"RNASE4",1140.18533491429,-2.67120904269198,0.267510477472494,-9.9854370861666,1.76521376052292e-23,1.2268107535942e-21
"RP11-903H12.3",207.571188518529,-1.97922053941464,0.219640055647029,-9.01120031855818,2.03813356891546e-19,8.16020283842113e-18
"RANBP20P",84.7083797428849,1.67473913479313,0.415567936609158,4.03000084284226,5.57766528861909e-05,0.000179084418898703
"EDDM3DP",1.88367695780792,2.26051588669631,0.607627579613875,3.72023252817586,0.000199039437860574,0.000571026510212306
"EDDM3A",5.79675442004649,2.05272962533035,0.453602005610377,4.52539803603414,6.02819403335644e-06,2.333172254181e-05
"EDDM3B",3.4437633698158,1.27464631295765,0.495907138397571,2.57033265759479,0.0101600900093609,0.0200492833634818
"RNASE1",3103.14732728446,-1.64185005459911,0.30284926074134,-5.4213441055793,5.91525696825228e-08,3.37405693775772e-07
"RP11-219E7.2",1.23910265509141,1.81951595754426,0.662351065161643,2.74705673961619,0.00601327305528087,0.0125357239987864
"RP11-84C10.2",0.916899104119981,1.61181699056425,0.715567908943586,2.2525003852448,0.0242906684008583,0.0434923218806124
"RP11-84C10.3",1.54934179170541,1.82498651311995,0.746820570581599,2.44367467234963,0.0145385299294811,0.0275899617831095
"RNASE2",18.009457536661,1.52390101249613,0.27989426382352,5.44455964076843,5.19337017127027e-08,2.98720156938471e-07
"RP11-84C10.1",3.35025491300937,2.63943616555357,0.532544348611955,4.95627485754586,7.1857545101246e-07,3.32421847857518e-06
"RP11-84C10.4",361.489833216588,1.11455915771511,0.186624572693483,5.97219938204865,2.34076206952959e-09,1.74211053309643e-08
"SLC39A2",33.1928467718496,1.30644495652784,0.419337772170533,3.11549553422187,0.00183636129259983,0.00429743722491168
"MIR6717",29.7198698494492,-1.30086415927233,0.279401080293153,-4.65590239632375,3.22564729123218e-06,1.31758185226182e-05
"RNASE7",32.2419827286513,-2.99605157229915,0.416410261767974,-7.19495134336667,6.24830431067994e-13,8.74853952973418e-12
"NDRG2",9019.45781108218,-1.35774753110904,0.273813542656389,-4.95865733278535,7.09820409539328e-07,3.28943678610188e-06
"ARHGEF40",4871.20180940452,-1.89445856933304,0.203554961011747,-9.30686513321438,1.31660909909888e-20,6.32355333102806e-19
"ZNF219",3930.14829436433,-2.08167842269791,0.195377668142745,-10.6546384880437,1.65887922694991e-26,1.70828885553756e-24
"LINC00641",398.019211803359,-1.2064190433902,0.193397972861981,-6.2380128681657,4.43164210043002e-10,3.74596967306428e-09
"SNORD8",3.47471778025047,1.27823720202256,0.32347788992519,3.95154426881596,7.76485045578484e-05,0.000242022953899145
"RP11-689J19.1",2.60374343421727,1.94391150044115,0.374029202448044,5.19721852656993,2.02292509885512e-07,1.04372124080031e-06
"EIF4EBP1P1",4.06168100982096,1.07377760467807,0.276757768821454,3.8798462975426,0.000104522492926728,0.000317519480669694
"AE000658.22",39.2231113210492,-1.61484879092948,0.246626922065661,-6.54773930357671,5.84145727556605e-11,5.73898608207797e-10
"SALL2",434.996880527366,-2.13540646203668,0.268152873732146,-7.96339204691762,1.67386049612948e-15,3.59268533649306e-14
"TRAV2",1.95909176340409,1.62726456837033,0.587530641883945,2.7696675753837,0.00561135306134241,0.0117752592726404
"AE000658.31",0.716751418705394,2.58630571148752,0.736219001865831,3.51295702084968,0.000443149153825307,0.0011835683658277
"TRAV3",3.41976738727543,1.50678975682312,0.494945091074006,3.04435741256362,0.00233177935351396,0.00532461870972894
"TRAV5",2.18092005893874,1.33115742729632,0.567261772630954,2.34663693469494,0.0189437038330055,0.0349389230074903
"TRAV6",1.61541756132092,2.88699355440638,0.642441161899046,4.49378670861076,6.99677102200597e-06,2.67305234074322e-05
"TRAV10",1.31058667303241,1.59521997591242,0.67957291167372,2.34738605454939,0.0189056547773746,0.0348781506786325
"TRAV8-2",4.37121064662368,1.48385640696933,0.459127784247252,3.23190287732671,0.00122968843656576,0.00299235851127917
"TRAV8-3",4.18920235354847,1.41413567214713,0.450366348677121,3.13996744272953,0.00168966611653024,0.00399159654612977
"TRAV8-4",5.5341220284528,1.83664787661438,0.501602841520057,3.66155795897926,0.000250686131299016,0.000704631685680524
"TRAV9-2",3.75321538665965,1.69001006533451,0.558097327649567,3.02816369404957,0.00246044769204043,0.00558991022125332
"TRAV12-3",6.65467815586899,1.25394696292884,0.45561837010465,2.75218701704416,0.00591987032086636,0.0123619986182323
"TRAV8-6",6.59512554312059,1.63219471311042,0.477158370637299,3.42065614594676,0.000624702624472972,0.00161959313334533
"TRAV16",2.81260221684615,1.7131064257322,0.508545216780444,3.36864131094916,0.000755396634361972,0.0019263056681448
"TRAV17",4.92988790898488,1.21136309600791,0.499630498006632,2.42451792042493,0.0153287267647204,0.028921043385683
"TRAV20",2.15700166595668,1.42289187791274,0.508907153375941,2.79597539251254,0.00517433399979864,0.0109464538802897
"TRAV22",2.21545353270057,1.21382136419758,0.52312078061993,2.32034629318134,0.0203221517160219,0.0371876427285888
"TRAV23DV6",3.03022078785933,1.58775266509252,0.540464756966354,2.93775430243522,0.00330598912264269,0.00731143955005289
"TRAV26-1",5.13148715277754,1.89447813207303,0.490999499484774,3.85841153414817,0.000114126362754926,0.000344074852390583
"TRAV35",2.76839010714096,1.29012664430403,0.504137410760459,2.5590773800301,0.0104950377715924,0.0206354144572843
"TRAV36DV7",2.12808850152732,1.1378919924555,0.484638438240401,2.34791940273433,0.0188786058730311,0.0348349598177371
"TRAV38-1",1.34321609929809,1.39456801874467,0.632722206564421,2.20407629805969,0.0275189787236647,0.0485912569114896
"TRAV38-2DV8",4.39603636978304,1.09083114985277,0.496358017382212,2.1976700519633,0.027972627192335,0.0493104569689648
"TRAJ54",1.37876996281124,2.20093517635474,0.597845194393841,3.68144663032089,0.000231914338806228,0.000656491966997884
"TRAJ53",1.92703145283093,2.15128261559464,0.602328560435552,3.57160984370228,0.000354793686124386,0.000966564013202835
"TRAJ42",1.70615957780975,1.42546924804388,0.514036946018503,2.77308714691603,0.00555272483829496,0.0116639861765991
"TRAJ41",0.467062586307776,1.94432129499329,0.737901099664385,2.63493481155891,0.00841534433194735,0.0169414261891574
"TRAJ40",0.812339247742668,1.69144458919634,0.678995685780607,2.49109769711095,0.0127349096860078,0.0245091093731957
"TRAJ38",0.976425141577062,1.54819005680607,0.646792369263143,2.39364304586623,0.0166819749588967,0.0311854917394796
"TRAJ37",2.37687655790108,1.73847129300341,0.46205867167016,3.76244706482735,0.000168258929123259,0.000490686895314693
"TRAJ36",2.29801192014516,1.89903551134939,0.595985385810831,3.18637932499934,0.00144065574019831,0.003452224396707
"TRAJ35",0.854559691036715,1.41707721111469,0.634865179105229,2.23209156487667,0.0256089118199888,0.0455630059634452
"TRAJ34",1.11785022698978,1.32263191397984,0.568529427285795,2.32640889020326,0.0199967478079483,0.0366482037960657
"TRAJ32",1.54468785332919,1.20874925625697,0.526770716424377,2.29464018892648,0.0217537530962041,0.0394709737036011
"TRAJ31",3.36594900426011,2.32725262141019,0.486873750644236,4.77999197601175,1.75302190937885e-06,7.54014402275712e-06
"TRAJ25",0.456762889153432,1.66161140882291,0.756836768024656,2.1954686651386,0.028129996254604,0.0495532086470115
"TRAJ22",0.529572787164529,1.69193006139391,0.745622049181982,2.26915239865843,0.0232590598385449,0.0418533719277262
"TRAJ20",0.685782942894681,1.75124098355812,0.711722334082044,2.46056769571073,0.0138717399664852,0.0264482686958051
"TRAJ19",0.504743916703945,1.93462317187774,0.864110371522209,2.23886118675989,0.0251649495952713,0.0448714805946589
"TRAJ18",0.886110952718533,1.79871973941392,0.604890535344044,2.9736285068353,0.00294301143847449,0.00657764773541894
"TRAJ16",0.862130230339305,2.2180234781241,0.660410188096309,3.3585543017102,0.000783513256357845,0.00199186131642637
"TRAJ12",0.924957640810907,2.65214444012582,0.776821447961042,3.4140978561895,0.000639935868413169,0.00165621711485053
"TRAJ9",0.84610913149472,1.52313814134857,0.610305432588714,2.49569815377183,0.0125709521459362,0.0242286191792375
"TRAJ8",0.535681965710311,1.66517053778926,0.728044735281461,2.28718162098309,0.0221852243190577,0.0401519187587148
"TRAJ6",1.51845512077694,1.1465151406909,0.505445462541867,2.26832611163451,0.0233093375597783,0.0419265129986472
"TRAJ5",1.79281781519255,2.47592182419305,0.607239055583302,4.07734285439649,4.55532972685552e-05,0.000148926035345447
"TRAJ4",1.35762521737985,1.72906792562353,0.567249020920191,3.04816379024972,0.00230244395001381,0.00526440951852225
"TRAJ3",1.77614252322626,2.47201792842336,0.588088653537828,4.20347835917625,2.6284429230492e-05,9.01532765347833e-05
"TRAJ2",1.42725821525805,1.56308093159626,0.572170526575247,2.73184454458386,0.00629808500686521,0.0130748927750292
"TRAJ1",0.775021996614872,1.62228905696797,0.656273460161294,2.47197114533514,0.0134370361379509,0.0257002906001668
"TRAC",612.559920612827,1.12314333379053,0.359687420964953,3.12255382959295,0.00179289315786172,0.00420743390660173
"AE000662.93",1.09614821479383,1.30019289746431,0.550754658371326,2.36074788964872,0.0182381246170138,0.0337780931071632
"ABHD4",1879.06180248627,-1.260049707632,0.190269990887892,-6.62243006241814,3.53341252238541e-11,3.61919697613744e-10
"CTD-2555K7.1",1.16559732559154,1.71243426731107,0.612909255966994,2.79394421056563,0.00520694608119438,0.0110062069876398
"CTD-2555K7.3",0.897567628090312,1.5885501412721,0.652341927744224,2.4351495338729,0.0148856367180091,0.028174975858408
"SNORD41",1.61324179541124,1.76309243512084,0.580757647973345,3.03584884550976,0.00239859577064052,0.0054626062245373
"CTD-2555K7.2",9.91370093989017,1.20722327838192,0.302382277673435,3.99237444624874,6.54149699237035e-05,0.000207185168800033
"LRP10",11247.9259804614,-2.07977872549708,0.213495942824792,-9.7415374642687,2.00497610361764e-22,1.21222576668852e-20
"REM2",71.2528153072453,1.14816708944108,0.251163888342518,4.5713860261444,4.84508790988586e-06,1.90873742957536e-05
"MIR4707",8.19893159636428,-1.131001052683,0.186224447726003,-6.07332209327893,1.25290793030911e-09,9.81923015431287e-09
"AJUBA",889.337111745621,-1.34654863529229,0.200931497149841,-6.70153089183488,2.06247241858348e-11,2.20844122906686e-10
"RP11-298I3.3",24.0840653940678,1.00621036111792,0.216683239839401,4.64369261722175,3.42236624071848e-06,1.39128964629259e-05
"RP11-298I3.6",44.6998636813883,1.07206049741102,0.36916172523903,2.90404021900393,0.00368380834360645,0.00806138207355794
"CEBPE",6.39192646345436,1.54194321102814,0.434721632509607,3.54696683053624,0.000389693651490034,0.00105283685971565
"SLC7A8",1450.62936084133,-1.67175649687703,0.290141789121148,-5.76186044051376,8.31917758425233e-09,5.57776279224199e-08
"RNU6-1046P",2.30445178977571,1.3444142448288,0.441201426538684,3.04716658641837,0.00231009645187026,0.00528014169917935
"BCL2L2",1848.65743949447,-1.44115115102842,0.161362566341499,-8.9311367791365,4.2165338755315e-19,1.61011742129048e-17
"MYH6",7.35540824445807,3.96465514563794,0.659372458061809,6.01277031996732,1.82379352672412e-09,1.38512851748112e-08
"CTD-2201G16.1",0.595978119283708,2.55249941847865,1.11009184396866,2.29935877139073,0.0214845750569588,0.0390447028958394
"MYH7",7.86136171699825,3.78773065433292,0.641191161648234,5.90733447509827,3.47687381770695e-09,2.50662605782742e-08
"JPH4",71.8536440121616,-1.49702298848666,0.260409951058684,-5.74871652331481,8.99234363791646e-09,5.99385266010064e-08
"CARMIL3",224.70973168992,1.71551227072482,0.282955442631968,6.0628353876767,1.33742530564021e-09,1.04151261604458e-08
"CPNE6",8.55273878276691,1.28775502906841,0.416240006094778,3.09378005528663,0.00197623935462641,0.00459023193132934
"EMC9",374.488833800096,1.15361818956569,0.138676964456293,8.31874416986742,8.89002023322083e-17,2.3795339232408e-15
"MIR7703",6.36963058353595,2.05080612093784,0.316861614056245,6.47224539029775,9.65571388295891e-11,9.09985946241857e-10
"PSME2",1559.05217251261,1.31192851760487,0.162393598795955,8.07869600361087,6.54629902478917e-16,1.51434554976826e-14
"RNA5SP383",10.1614313291673,1.25919260246954,0.225590985205466,5.58175053547763,2.38109744133541e-08,1.46028241519398e-07
"REC8",1277.02139526948,1.90112640044903,0.236837076539629,8.02714857076408,9.97642407796699e-16,2.23442968649883e-14
"RP11-468E2.10",50.2557222560786,1.09019885973104,0.187342090521818,5.81929483488962,5.90964123841888e-09,4.08050714782535e-08
"TINF2",1305.38575267092,-1.04563775262116,0.141556430300754,-7.38672026696051,1.50494747524349e-13,2.33671886679748e-12
"TGM1",269.740193135529,1.36394713088014,0.257199797441198,5.30306456089638,1.13874625559108e-07,6.15658399559434e-07
"ADCY4",2553.47185132104,-1.58910606904408,0.326605668577167,-4.86551894817656,1.14156872996073e-06,5.07558204588388e-06
"RP11-934B9.3",271.587911009783,-1.40423164922696,0.302303749685863,-4.64510165912979,3.39909034063642e-06,1.38309618963917e-05
"NYNRIN",2279.44944445883,-1.25359147072116,0.261496207685137,-4.79391835858128,1.63554856248218e-06,7.07098617862577e-06
"CMA1",19.4656210425855,-3.67264714568929,0.435338506637407,-8.43630207228195,3.27535609471702e-17,9.43117417892511e-16
"CTSG",40.829688002974,-3.19583441547327,0.451937988058552,-7.07140028038366,1.53378004589694e-12,2.00177316701485e-11
"GZMB",119.366772737449,2.41422284005741,0.372543329038056,6.48038134595289,9.14910798619724e-11,8.6633386576835e-10
"RP11-104E19.1",2.98676740472328,2.35092124365477,0.557703718637019,4.21535873814905,2.49381452318549e-05,8.5948113173123e-05
"RP11-314P15.2",0.958138465496966,-1.64645077530259,0.692778636600382,-2.37658999327994,0.0174734984495355,0.0325166513778956
"RP11-483C6.1",10.4174919066996,-2.35340649921188,0.331826788734169,-7.09227397881134,1.31925997991549e-12,1.73885945880135e-11
"NOVA1",656.894372755734,-2.4453259351534,0.393674682362184,-6.21153974261338,5.24679168515684e-10,4.37400104184776e-09
"CTD-2591A6.2",1.9519386950596,3.78103398391055,1.24286824680709,3.04218407190301,0.00234868220958126,0.00536091556345864
"RPL26P3",8.99486246536273,5.89979214013829,1.4956266719876,3.94469572563709,7.99013693181305e-05,0.00024849497108519
"FOXG1",29.654204864401,4.98274803975823,0.705298485167157,7.06473662505784,1.60920911233821e-12,2.09223400337538e-11
"LINC01551",1.04259121028086,2.37725352417967,0.736305559304757,3.22862362525735,0.00124387482843495,0.00302349980505621
"PRKD1",233.760977802475,-1.71979976574096,0.188614673356072,-9.11805924290033,7.64816071594214e-20,3.26119479860097e-18
"RP11-1103G16.1",1.28633342722345,1.39651919841566,0.46674801190258,2.99201959687648,0.00277138472188896,0.00622544248288468
"UBE2CP1",6.99127130650598,1.11888357264973,0.274274060389397,4.07943635304489,4.51450276274568e-05,0.000147722403166651
"RP11-159L20.2",1.84458105849165,1.57574150647872,0.430019095999451,3.66435240001697,0.000247965184947538,0.000697416274259745
"RP11-829H16.3",109.750655803224,1.92662592793521,0.420535327124733,4.58136523537238,4.61950249895026e-06,1.82829057907458e-05
"COCH",219.588852378132,1.40574946920603,0.361391714060681,3.88982208089582,0.000100317744307683,0.00030594963290067
"HIGD1AP17",1.8730912495581,1.21613805438417,0.424616743257461,2.86408407980931,0.00418216984196188,0.00904000374135985
"MIR624",5.18158206228056,2.07546008679055,0.358502162431731,5.78925402489246,7.06997072649778e-09,4.79730123619592e-08
"RP11-176H8.1",326.3846046937,-1.5157169836046,0.16932222038385,-8.9516720260843,3.50137937040828e-19,1.35430978313409e-17
"DTD2",360.967234211834,-1.07340639885644,0.170168508260107,-6.30790273612623,2.82841859068152e-10,2.47512471152749e-09
"RNU6-455P",0.964160029005841,1.24711791320872,0.553803256447453,2.2519150956402,0.024327637988823,0.0435476123527079
"NUBPL",393.045814301916,-1.35654508145887,0.138289837560016,-9.8094343401781,1.02541748751267e-22,6.47785176643061e-21
"MTCO1P2",72.7681113253105,1.10077955923966,0.315635975757134,3.48749712892885,0.00048756415813675,0.00129289011586988
"AKAP6",241.399366375311,-1.45063785294034,0.324837529206052,-4.46573355143386,7.97948699078575e-06,3.01743453015696e-05
"RPS19P3",101.795506423802,1.06522756008982,0.155181586198269,6.86439407011104,6.67740678255665e-12,7.78732644380724e-11
"RPL23AP8",1.38060028223298,1.42304937174881,0.468026614890703,3.04053087254692,0.0023616147887303,0.00538695746029189
"CFL2",744.634487662696,-1.71292595556043,0.177291269315178,-9.66164866536818,4.38745379908044e-22,2.56211250206057e-20
"RNU7-41P",3.93723888320044,2.92575672541646,0.563661640924391,5.19062592341444,2.09588321951812e-07,1.07811116088329e-06
"BAZ1A",4934.06091410055,1.11033306868247,0.153705513830643,7.22376862749289,5.05662638089749e-13,7.18932762022792e-12
"RPL23AP70",1.99605082774657,1.08922315041808,0.380626115711253,2.86166162924138,0.00421426563149818,0.00909911217261658
"SEPT7P1",3.75634967676355,1.37978521272983,0.324367308210832,4.25377397105938,2.10197480178684e-05,7.35660454491762e-05
"MRPL57P8",1.30997016220323,1.63926842863966,0.468858620429436,3.49629580690705,0.000471765404686303,0.00125376098911877
"RPL7AP3",6.67922901809113,1.10889692257724,0.294757933026271,3.76205963718171,0.000168519850201784,0.000491358036102564
"RP11-561B11.6",0.777164593476201,2.52289850636384,0.950305020848917,2.65483023977934,0.00793483291732549,0.0160734157217366
"KRT18P6",2.88689345839289,2.71846518725859,0.651723872434025,4.17119166911258,3.03010853088016e-05,0.000102876309558421
"RP11-317N8.3",4.15682978736869,1.49518315262351,0.338764021757373,4.41364211248613,1.01645940784573e-05,3.77691927870666e-05
"RP11-259K15.2",0.529971047704563,1.92538107682826,0.727766121329335,2.6456041582581,0.00815451778731134,0.0164661838679853
"SFTA3",1.93263536075044,1.77303556735361,0.627646531955109,2.82489502782821,0.00472961080501428,0.0100994568145896
"SFTA3.1",0.960839139287257,2.65784640685874,0.94172210193977,2.82232561111614,0.00476767435531325,0.0101728939713116
"NKX2-1",4.39654966176205,4.86965155996255,0.917818037096539,5.30568300375464,1.12251885429489e-07,6.07502433746732e-07
"NKX2-1-AS1",1.16229470291868,3.24281080879607,1.01060382474355,3.20878541066174,0.00133296937496794,0.00321784828192881
"NKX2-8",8.423025718036,-1.67963522533135,0.454850194731505,-3.69272179013318,0.000221866699501421,0.000630247784636978
"RP11-964E11.3",13.5705700166031,1.72471440135887,0.493192441023399,3.49704143433344,0.000470448756527929,0.00125062114619108
"RP11-964E11.2",13.256297095146,1.587176306436,0.538915369820788,2.94513089683042,0.0032281805930506,0.00715444308597111
"RP11-537P22.2",5.12030670747653,1.47425384832464,0.510119574625076,2.89001622689774,0.00385221941240185,0.00839348075546538
"SLC25A21",38.2534557273083,-1.30272241406681,0.202825026773147,-6.42288791867807,1.33712947002965e-10,1.23179000908753e-09
"SLC25A21-AS1",54.0822146256595,-1.45400724843693,0.178256871632881,-8.15680896404069,3.43991820102442e-16,8.33605683482057e-15
"RNU6-886P",1.40192330669978,1.31088904822969,0.488476831813056,2.68362584027604,0.00728285612566868,0.0148855884231537
"MIPOL1",674.349798731316,1.52458888828901,0.292775075418891,5.20737254053368,1.91533313622887e-07,9.922722841969e-07
"FOXA1",1199.81246672963,-1.51852271911065,0.563985410345021,-2.69248581835066,0.00709215517300252,0.014544233424378
"LINC00517",7.7251586184765,-1.63015663362434,0.338163670866744,-4.82061431804932,1.43116814678226e-06,6.26144236716933e-06
"SSTR1",63.8894727234437,-3.44907198907375,0.493212414848728,-6.9930761782053,2.68923390639842e-12,3.35611064915008e-11
"CLEC14A",1552.46509384898,-2.7072751663499,0.332728305128099,-8.13659410583542,4.06552860341019e-16,9.72416769102383e-15
"RP11-506K19.1",14.4345280332347,-1.87420534869049,0.451103539918077,-4.15471212890694,3.25697333338137e-05,0.000109800174647259
"LINC00639",161.980734401612,-2.07284661113152,0.443879579868102,-4.66983998621308,3.01434437781854e-06,1.23884791998205e-05
"RP11-506K19.2",1.93908185044733,-1.44823737588339,0.530634352764051,-2.72925672516222,0.00634772654481369,0.0131641786746818
"RP11-545M17.1",5.27976333313987,-1.10565905129426,0.216892516019145,-5.09772799720146,3.4375426994696e-07,1.6924401826455e-06
"RP11-545M17.3",3.44607961214464,1.08070073641042,0.340749941817223,3.17153608492794,0.00151635027922871,0.00361659775468779
"SEC23A",1449.36798400464,-1.07092083801425,0.18506463748322,-5.78673944724504,7.17657619340259e-09,4.85999647887262e-08
"RP11-407N17.4",40.1119302408185,1.52540605782857,0.222204785811651,6.86486590402047,6.65537404276813e-12,7.76920004968191e-11
"PNN",7784.98177979426,1.35343953713348,0.202854831721787,6.671961055331,2.52407559186484e-11,2.65579784039657e-10
"RP11-407N17.2",0.524856729229575,1.79331440684603,0.700872445574478,2.55868870030426,0.0105067780221133,0.0206568018389265
"MIA2",3.78852230419839,-1.9175275595802,0.592512537093195,-3.23626495565375,0.00121104916628046,0.00295135067063666
"RP11-647O20.1",7.66418477795575,1.22640454912043,0.281425448191395,4.35783102417363,1.31357735063033e-05,4.79024076117076e-05
"LRFN5",54.3142829827426,-2.15834743822394,0.313209454813239,-6.89106731950645,5.53753236698778e-12,6.54243122115001e-11
"RP11-398E10.1",2.72691708893538,-1.59372353943216,0.631575535605789,-2.52340923545037,0.0116223059185111,0.022586611968665
"DOCK11P1",27.6567810960223,-3.31735210241249,0.306920980581474,-10.8084891952568,3.13795374210616e-27,3.53555093978243e-25
"C14orf28",147.099803456399,-1.06630083504306,0.181862806737275,-5.86321554238119,4.5398827670895e-09,3.20118224564984e-08
"MIS18BP1",3074.22301988221,1.39852860797474,0.1832796585982,7.63057187399452,2.33714620032074e-14,4.120553969159e-13
"RP11-454K7.1",6.21854638386026,1.14319221991356,0.328495874115242,3.48008090814713,0.000501262380693918,0.00132554390874355
"LINC00871",1.16151378095509,2.7584715057254,0.761817471392447,3.62090869441925,0.000293570113016826,0.00081403699471948
"RPL13AP2",2.70059679296575,1.73384592471344,0.51031114240952,3.39762505777709,0.000679735118716415,0.00174938816294397
"MDGA2",26.3255487511524,2.4110926033955,0.446632888801818,5.39837675157273,6.72465391570811e-08,3.79845012585072e-07
"RP11-816J8.1",1.03394185830167,2.72439885572206,1.15706291630909,2.35458142968804,0.0185435803134053,0.0342960620797733
"RP11-326E7.1",4.7531687815132,1.4206545617995,0.425664918596274,3.33749505710836,0.000845372255044632,0.00213235621748906
"RN7SL1",234.002254890011,1.56671223561361,0.218201316171078,7.18012275592896,6.96488541817634e-13,9.67547253406945e-12
"RN7SL1.1",234.067628195904,1.56717556391266,0.218127826979528,7.18466591637453,6.73717219039717e-13,9.38636864524784e-12
"Y_RNA.272",1.45617630322517,2.40194589649258,0.586752488277929,4.09362711616629,4.24677081111651e-05,0.000139808542504823
"RP11-649E7.7",10.4426868134749,2.37998545921289,0.341638379328976,6.96638786276737,3.25181862951533e-12,3.99777496981622e-11
"RP11-831F12.3",21.1551672904681,1.92819114180239,0.242644173775977,7.94657918958568,1.91732332989225e-15,4.07324878668547e-14
"RP11-831F12.4",0.543396790319892,1.87334684042227,0.767047289592948,2.44228337136347,0.0145946857506241,0.0276833641183852
"RNU6ATAC30P",0.667202537180538,2.13480024407691,0.766533615115996,2.7850053826457,0.00535268344992268,0.0112813929137125
"POLE2",205.554797159602,2.10106761141958,0.198726615153838,10.5726533398312,3.99042067403593e-26,3.91560028639776e-24
"KLHDC1",193.899201487038,-1.11914028155464,0.195097071979273,-5.73632535947819,9.67527153711496e-09,6.40441875377119e-08
"Y_RNA.273",9.6466269195624,1.39333335554225,0.29996809637967,4.64493848632057,3.40177799285043e-06,1.38388633290647e-05
"RN7SL3",96.3979707450109,1.54673317224352,0.239046682564864,6.47042308074626,9.77288924265087e-11,9.2012347893106e-10
"RN7SL2",571.026587167821,1.34262231653336,0.211831347276827,6.33816634692309,2.32515716536957e-10,2.06453088936996e-09
"PDLIM1P1",19.24026951733,-1.54286810315467,0.190538041795951,-8.09742814931907,5.61332370937577e-16,1.308000028338e-14
"RP11-58E21.1",4.16799581660389,2.08277596885,0.40180720328061,5.1835207329408,2.17736011618908e-07,1.11594658207978e-06
"LINC01588",488.307772276836,2.35258810610636,0.330576304459113,7.11662655300008,1.10600624573938e-12,1.47977393342359e-11
"RN7SL452P",12.7712797018114,1.15418254924667,0.310774548217975,3.71389020067735,0.000204097374534972,0.000584172311990864
"RP11-218E20.5",186.405513153331,-2.34268233573804,0.333276101891303,-7.02925389022372,2.07640850598043e-12,2.64087174791163e-11
"PYGL",2304.43744341461,-2.57341136202885,0.328417204362385,-7.83579948871763,4.6586880921967e-15,9.36922634585632e-14
"RP11-255G12.2",3.16668951086561,-1.04664319298705,0.387626969970536,-2.7001299550096,0.0069312395758439,0.0142520786280181
"FRMD6",1797.41778829009,-1.34755697074026,0.286999972724045,-4.69532090177569,2.66188505883049e-06,1.1050226791686e-05
"OR7E105P",1.76367814386474,3.06186575213457,0.735183645269862,4.16476314705104,3.11675958033797e-05,0.000105517000563415
"RP11-463J10.3",101.520318515182,-2.47050538634591,0.322686917493393,-7.65604445800472,1.91747368674464e-14,3.43631090904817e-13
"GNG2",828.313237333335,-2.23541739885047,0.311532437647255,-7.17555261895909,7.20156921618704e-13,9.96956177846535e-12
"NID2",1655.40106894895,-1.33509354325974,0.316323013656652,-4.22066522389957,2.43582449450623e-05,8.41251034399067e-05
"RP11-1033H12.3",0.782469467601244,-2.00720959021589,0.482516190868145,-4.15988028630606,3.18414445355176e-05,0.000107610104565125
"RP11-452D12.1",57.8528445377638,1.1186598590019,0.30660938236112,3.648485412897,0.000263790877593715,0.00073830300856713
