ENSG00000000003
ENSG00000041982
ENSG00000041988
ENSG00000042286
ENSG00000042317
ENSG00000042429
ENSG00000042445
ENSG00000042493
ENSG00000042753
ENSG00000042832
ENSG00000042980
ENSG00000043143
ENSG00000043355
ENSG00000043514
ENSG00000043591
ENSG00000044115
ENSG00000044459
ENSG00000044524
ENSG00000046651
ENSG00000046889
ENSG00000047056
ENSG00000047188
ENSG00000047346
ENSG00000047365
ENSG00000047410
ENSG00000047597
ENSG00000047617
ENSG00000047644
ENSG00000047648
ENSG00000047662
ENSG00000047849
ENSG00000047936
ENSG00000048140
ENSG00000048162
ENSG00000048342
ENSG00000048392
ENSG00000048462
ENSG00000048471
ENSG00000048545
ENSG00000048649
ENSG00000048707
ENSG00000048740
ENSG00000048828
ENSG00000048991
ENSG00000049089
ENSG00000049130
ENSG00000049192
ENSG00000049239
ENSG00000049245
ENSG00000049246
ENSG00000049247
ENSG00000049249
ENSG00000049283
ENSG00000049541
ENSG00000049618
ENSG00000049759
ENSG00000049768
ENSG00000049860
ENSG00000049883
ENSG00000050130
ENSG00000050165
ENSG00000050327
ENSG00000050344
ENSG00000050405
ENSG00000050426
ENSG00000050555
ENSG00000050628
ENSG00000050730
ENSG00000050748
ENSG00000050820
ENSG00000051009
ENSG00000051108
ENSG00000051128
ENSG00000051180
ENSG00000051341
ENSG00000051523
ENSG00000051596
ENSG00000051620
ENSG00000051825
ENSG00000052126
ENSG00000052749
ENSG00000052795
ENSG00000052850
ENSG00000053254
ENSG00000053328
ENSG00000053371
ENSG00000053372
ENSG00000053438
ENSG00000053501
ENSG00000053524
ENSG00000053702
ENSG00000053747
ENSG00000053770
ENSG00000053918
ENSG00000054116
ENSG00000054148
ENSG00000054179
ENSG00000054219
ENSG00000054267
ENSG00000054277
ENSG00000054282
ENSG00000054356
ENSG00000054392
ENSG00000054523
ENSG00000054598
ENSG00000054611
ENSG00000054793
ENSG00000054803
ENSG00000054965
ENSG00000054967
ENSG00000054983
ENSG00000055044
ENSG00000055118
ENSG00000055147
ENSG00000055163
ENSG00000055208
ENSG00000055211
ENSG00000055483
ENSG00000055609
ENSG00000055813
ENSG00000055955
ENSG00000055957
ENSG00000056277
ENSG00000056291
ENSG00000056558
ENSG00000056586
ENSG00000056736
ENSG00000056998
ENSG00000057149
ENSG00000057468
ENSG00000057704
ENSG00000058063
ENSG00000058091
ENSG00000058262
ENSG00000058335
ENSG00000058668
ENSG00000058729
ENSG00000058804
ENSG00000058866
ENSG00000059122
ENSG00000059378
ENSG00000059573
ENSG00000059588
ENSG00000059691
ENSG00000059758
ENSG00000059769
ENSG00000059804
ENSG00000060140
ENSG00000060237
ENSG00000060339
ENSG00000060491
ENSG00000060566
ENSG00000060642
ENSG00000060709
ENSG00000060718
ENSG00000060971
ENSG00000061273
ENSG00000061337
ENSG00000061656
ENSG00000061676
ENSG00000061918
ENSG00000061936
ENSG00000061938
ENSG00000061987
ENSG00000062096
ENSG00000062282
ENSG00000062370
ENSG00000062485
ENSG00000062524
ENSG00000062716
ENSG00000062725
ENSG00000062822
ENSG00000063015
ENSG00000063046
ENSG00000063127
ENSG00000063169
ENSG00000063241
ENSG00000063244
ENSG00000063438
ENSG00000063587
ENSG00000063978
ENSG00000064012
ENSG00000064042
ENSG00000064102
ENSG00000064195
ENSG00000064201
ENSG00000064205
ENSG00000064225
ENSG00000064270
ENSG00000064300
ENSG00000064309
ENSG00000064313
ENSG00000064393
ENSG00000064489
ENSG00000064490
ENSG00000064545
ENSG00000064547
ENSG00000064607
ENSG00000064651
ENSG00000064652
ENSG00000064687
ENSG00000064692
ENSG00000064726
ENSG00000064933
ENSG00000064961
ENSG00000064989
ENSG00000064995
ENSG00000064999
ENSG00000065000
ENSG00000065029
ENSG00000065054
ENSG00000065057
ENSG00000065060
ENSG00000065150
ENSG00000065268
ENSG00000065308
ENSG00000065325
ENSG00000065328
ENSG00000065357
ENSG00000065371
ENSG00000065485
ENSG00000065518
ENSG00000065534
ENSG00000065548
ENSG00000065559
ENSG00000065600
ENSG00000065609
ENSG00000065618
ENSG00000065665
ENSG00000065675
ENSG00000065717
ENSG00000065802
ENSG00000065809
ENSG00000065833
ENSG00000065911
ENSG00000065970
ENSG00000065978
ENSG00000065989
ENSG00000066027
ENSG00000066044
ENSG00000066056
ENSG00000066084
ENSG00000066136
ENSG00000066230
ENSG00000066248
ENSG00000066279
ENSG00000066294
ENSG00000066336
ENSG00000066379
ENSG00000066382
ENSG00000066455
ENSG00000066583
ENSG00000066629
ENSG00000066651
ENSG00000066697
ENSG00000066735
ENSG00000066739
ENSG00000066813
ENSG00000066855
ENSG00000066923
ENSG00000066926
ENSG00000066933
ENSG00000067057
ENSG00000067064
ENSG00000067066
ENSG00000067082
ENSG00000067113
ENSG00000067141
ENSG00000067182
ENSG00000067191
ENSG00000067208
ENSG00000067221
ENSG00000067225
ENSG00000067365
ENSG00000067369
ENSG00000067533
ENSG00000067560
ENSG00000067596
ENSG00000067606
ENSG00000067646
ENSG00000067704
ENSG00000067798
ENSG00000067829
ENSG00000067836
ENSG00000067842
ENSG00000067900
ENSG00000067955
ENSG00000067992
ENSG00000068001
ENSG00000068024
ENSG00000068078
ENSG00000068137
ENSG00000068305
ENSG00000068323
ENSG00000068354
ENSG00000068366
ENSG00000068383
ENSG00000068394
ENSG00000068400
ENSG00000068438
ENSG00000068489
ENSG00000068615
ENSG00000068781
ENSG00000068784
ENSG00000068796
ENSG00000068878
ENSG00000068885
ENSG00000068976
ENSG00000069011
ENSG00000069020
ENSG00000069122
ENSG00000069188
ENSG00000069275
ENSG00000069345
ENSG00000069424
ENSG00000069431
ENSG00000069482
ENSG00000069493
ENSG00000069535
ENSG00000069696
ENSG00000069702
ENSG00000069849
ENSG00000069869
ENSG00000069943
ENSG00000069966
ENSG00000069974
ENSG00000069998
ENSG00000070010
ENSG00000070031
ENSG00000070087
ENSG00000070190
ENSG00000070193
ENSG00000070366
ENSG00000070367
ENSG00000070404
ENSG00000070413
ENSG00000070423
ENSG00000070501
ENSG00000070526
ENSG00000070601
ENSG00000070614
ENSG00000070669
ENSG00000070718
ENSG00000070729
ENSG00000070748
ENSG00000070756
ENSG00000070770
ENSG00000070778
ENSG00000070808
ENSG00000070814
ENSG00000070831
ENSG00000070882
ENSG00000070886
ENSG00000070915
ENSG00000070950
ENSG00000070961
ENSG00000070985
ENSG00000071073
ENSG00000071127
ENSG00000071189
ENSG00000071205
ENSG00000071242
ENSG00000071243
ENSG00000071246
ENSG00000071282
ENSG00000071462
ENSG00000071537
ENSG00000071539
ENSG00000071564
ENSG00000071626
ENSG00000071859
ENSG00000071889
ENSG00000071894
ENSG00000071909
ENSG00000071967
ENSG00000071991
ENSG00000072041
ENSG00000072042
ENSG00000072062
ENSG00000072121
ENSG00000072163
ENSG00000072182
ENSG00000072195
ENSG00000072201
ENSG00000072210
ENSG00000072274
ENSG00000072364
ENSG00000072415
ENSG00000072501
ENSG00000072506
ENSG00000072518
ENSG00000072571
ENSG00000072609
ENSG00000072657
ENSG00000072736
ENSG00000072803
ENSG00000072818
ENSG00000072840
ENSG00000072864
ENSG00000072952
ENSG00000072954
ENSG00000073008
ENSG00000073050
ENSG00000073060
ENSG00000073067
ENSG00000073111
ENSG00000073146
ENSG00000073150
ENSG00000073169
ENSG00000073282
ENSG00000073331
ENSG00000073350
ENSG00000073417
ENSG00000073536
ENSG00000073578
ENSG00000073605
ENSG00000073614
ENSG00000073712
ENSG00000073734
ENSG00000073737
ENSG00000073754
ENSG00000073792
ENSG00000073803
ENSG00000073910
ENSG00000073921
ENSG00000074054
ENSG00000074071
ENSG00000074181
ENSG00000074201
ENSG00000074211
ENSG00000074266
ENSG00000074276
ENSG00000074317
ENSG00000074319
ENSG00000074410
ENSG00000074416
ENSG00000074527
ENSG00000074582
ENSG00000074590
ENSG00000074603
ENSG00000074621
ENSG00000074660
ENSG00000074696
ENSG00000074755
ENSG00000074803
ENSG00000074855
ENSG00000074966
ENSG00000075035
ENSG00000075131
ENSG00000075142
ENSG00000075213
ENSG00000075218
ENSG00000075223
ENSG00000075234
ENSG00000075239
ENSG00000075292
ENSG00000075340
ENSG00000075399
ENSG00000075407
ENSG00000075413
ENSG00000075415
ENSG00000075426
ENSG00000075429
ENSG00000075539
ENSG00000075568
ENSG00000075618
ENSG00000075673
ENSG00000075702
ENSG00000075711
ENSG00000075790
ENSG00000075856
ENSG00000075886
ENSG00000075914
ENSG00000076003
ENSG00000076043
ENSG00000076053
ENSG00000076067
ENSG00000076242
ENSG00000076321
ENSG00000076351
ENSG00000076382
ENSG00000076554
ENSG00000076555
ENSG00000076604
ENSG00000076641
ENSG00000076650
ENSG00000076662
ENSG00000076685
ENSG00000076706
ENSG00000076770
ENSG00000076924
ENSG00000076928
ENSG00000076944
ENSG00000076984
ENSG00000077009
ENSG00000077063
ENSG00000077080
ENSG00000077092
ENSG00000077097
ENSG00000077147
ENSG00000077150
ENSG00000077152
ENSG00000077157
ENSG00000077238
ENSG00000077254
ENSG00000077264
ENSG00000077312
ENSG00000077327
ENSG00000077348
ENSG00000077420
ENSG00000077454
ENSG00000077463
ENSG00000077498
ENSG00000077514
ENSG00000077522
ENSG00000077616
ENSG00000077684
ENSG00000077782
ENSG00000077935
ENSG00000077942
ENSG00000077943
ENSG00000077984
ENSG00000078018
ENSG00000078043
ENSG00000078053
ENSG00000078061
ENSG00000078081
ENSG00000078098
ENSG00000078140
ENSG00000078142
ENSG00000078246
ENSG00000078295
ENSG00000078304
ENSG00000078328
ENSG00000078369
ENSG00000078487
ENSG00000078549
ENSG00000078589
ENSG00000078596
ENSG00000078618
ENSG00000078668
ENSG00000078674
ENSG00000078699
ENSG00000078725
ENSG00000078747
ENSG00000078795
ENSG00000078804
ENSG00000078814
ENSG00000078898
ENSG00000078902
ENSG00000078967
ENSG00000079101
ENSG00000079102
ENSG00000079134
ENSG00000079215
ENSG00000079263
ENSG00000079308
ENSG00000079332
ENSG00000079335
ENSG00000079337
ENSG00000079432
ENSG00000079435
ENSG00000079462
ENSG00000079616
ENSG00000079689
ENSG00000079739
ENSG00000079805
ENSG00000079819
ENSG00000079931
ENSG00000079950
ENSG00000079999
ENSG00000080200
ENSG00000080293
ENSG00000080345
ENSG00000080371
ENSG00000080493
ENSG00000080503
ENSG00000080546
ENSG00000080561
ENSG00000080573
ENSG00000080608
ENSG00000080618
ENSG00000080644
ENSG00000080815
ENSG00000080823
ENSG00000080824
ENSG00000080839
ENSG00000080986
ENSG00000081014
ENSG00000081019
ENSG00000081026
ENSG00000081041
ENSG00000081051
ENSG00000081087
ENSG00000081138
ENSG00000081148
ENSG00000081154
ENSG00000081177
ENSG00000081181
ENSG00000081189
ENSG00000081237
ENSG00000081248
ENSG00000081377
ENSG00000081386
ENSG00000081479
ENSG00000081665
ENSG00000081692
ENSG00000081721
ENSG00000081791
ENSG00000081803
ENSG00000081818
ENSG00000081853
ENSG00000081870
ENSG00000081923
ENSG00000081985
ENSG00000082068
ENSG00000082074
ENSG00000082146
ENSG00000082153
ENSG00000082175
ENSG00000082212
ENSG00000082269
ENSG00000082293
ENSG00000082397
ENSG00000082438
ENSG00000082458
ENSG00000082482
ENSG00000082497
ENSG00000082512
ENSG00000082515
ENSG00000082516
ENSG00000082556
ENSG00000082641
ENSG00000082701
ENSG00000082781
ENSG00000082898
ENSG00000082996
ENSG00000083067
ENSG00000083093
ENSG00000083099
ENSG00000083123
ENSG00000083223
ENSG00000083290
ENSG00000083307
ENSG00000083312
ENSG00000083444
ENSG00000083454
ENSG00000083457
ENSG00000083520
ENSG00000083535
ENSG00000083720
ENSG00000083750
ENSG00000083782
ENSG00000083807
ENSG00000083814
ENSG00000083817
ENSG00000083828
ENSG00000083844
ENSG00000083857
ENSG00000083937
ENSG00000084072
ENSG00000084090
ENSG00000084092
ENSG00000084110
ENSG00000084112
ENSG00000084207
ENSG00000084234
ENSG00000084444
ENSG00000084453
ENSG00000084652
ENSG00000084674
ENSG00000084676
ENSG00000084734
ENSG00000084754
ENSG00000084774
ENSG00000085063
ENSG00000085185
ENSG00000085224
ENSG00000085265
ENSG00000085276
ENSG00000085365
ENSG00000085415
ENSG00000085433
ENSG00000085449
ENSG00000085465
ENSG00000085491
ENSG00000085514
ENSG00000085552
ENSG00000085563
ENSG00000085644
ENSG00000085741
ENSG00000085760
ENSG00000085788
ENSG00000085832
ENSG00000085840
ENSG00000085871
ENSG00000085998
ENSG00000085999
ENSG00000086015
ENSG00000086159
ENSG00000086189
ENSG00000086200
ENSG00000086232
ENSG00000086288
ENSG00000086289
ENSG00000086475
ENSG00000086504
ENSG00000086506
ENSG00000086570
ENSG00000086589
ENSG00000086619
ENSG00000086666
ENSG00000086717
ENSG00000086730
ENSG00000086758
ENSG00000086848
ENSG00000086967
ENSG00000087008
ENSG00000087074
ENSG00000087076
ENSG00000087087
ENSG00000087088
ENSG00000087111
ENSG00000087116
ENSG00000087191
ENSG00000087237
ENSG00000087245
ENSG00000087250
ENSG00000087253
ENSG00000087258
ENSG00000087266
ENSG00000087274
ENSG00000087301
ENSG00000087303
ENSG00000087460
ENSG00000087470
ENSG00000087494
ENSG00000087495
ENSG00000087502
ENSG00000087586
ENSG00000087903
ENSG00000088035
ENSG00000088038
ENSG00000088053
ENSG00000088179
ENSG00000088205
ENSG00000088247
ENSG00000088256
ENSG00000088305
ENSG00000088325
ENSG00000088356
ENSG00000088367
ENSG00000088386
ENSG00000088387
ENSG00000088448
ENSG00000088538
ENSG00000088543
ENSG00000088726
ENSG00000088727
ENSG00000088756
ENSG00000088812
ENSG00000088826
ENSG00000088832
ENSG00000088836
ENSG00000088854
ENSG00000088882
ENSG00000088888
ENSG00000088926
ENSG00000088970
ENSG00000088986
ENSG00000088992
ENSG00000089012
ENSG00000089022
ENSG00000089041
ENSG00000089048
ENSG00000089050
ENSG00000089053
ENSG00000089057
ENSG00000089063
ENSG00000089094
ENSG00000089101
ENSG00000089116
ENSG00000089127
ENSG00000089159
ENSG00000089163
ENSG00000089195
ENSG00000089199
ENSG00000089225
ENSG00000089234
ENSG00000089248
ENSG00000089250
ENSG00000089280
ENSG00000089289
ENSG00000089327
ENSG00000089335
ENSG00000089351
ENSG00000089356
ENSG00000089472
ENSG00000089486
ENSG00000089505
ENSG00000089639
ENSG00000089682
ENSG00000089685
ENSG00000089692
ENSG00000089693
ENSG00000089737
ENSG00000089820
ENSG00000089916
ENSG00000090006
ENSG00000090020
ENSG00000090054
ENSG00000090060
ENSG00000090061
ENSG00000090104
ENSG00000090266
ENSG00000090376
ENSG00000090382
ENSG00000090402
ENSG00000090432
ENSG00000090447
ENSG00000090470
ENSG00000090512
ENSG00000090520
ENSG00000090530
ENSG00000090534
ENSG00000090539
ENSG00000090621
ENSG00000090659
ENSG00000090686
ENSG00000090776
ENSG00000090857
ENSG00000090863
ENSG00000090889
ENSG00000090924
ENSG00000090932
ENSG00000090971
ENSG00000090989
ENSG00000091039
ENSG00000091073
ENSG00000091127
ENSG00000091129
ENSG00000091137
ENSG00000091138
ENSG00000091140
ENSG00000091157
ENSG00000091181
ENSG00000091262
ENSG00000091409
ENSG00000091428
ENSG00000091436
ENSG00000091482
ENSG00000091483
ENSG00000091490
ENSG00000091513
ENSG00000091527
ENSG00000091536
ENSG00000091542
ENSG00000091583
ENSG00000091651
ENSG00000091656
ENSG00000091704
ENSG00000091831
ENSG00000091879
ENSG00000091947
ENSG00000091972
ENSG00000091986
ENSG00000092009
ENSG00000092036
ENSG00000092051
ENSG00000092054
ENSG00000092067
ENSG00000092068
ENSG00000092094
ENSG00000092148
ENSG00000092200
ENSG00000092203
ENSG00000092208
ENSG00000092295
ENSG00000092330
ENSG00000092345
ENSG00000092421
ENSG00000092439
ENSG00000092445
ENSG00000092470
ENSG00000092531
ENSG00000092607
ENSG00000092621
ENSG00000092758
ENSG00000092820
ENSG00000092841
ENSG00000092847
ENSG00000092853
ENSG00000092929
ENSG00000092964
ENSG00000092978
ENSG00000093000
ENSG00000093009
ENSG00000093072
ENSG00000093134
ENSG00000093144
ENSG00000093167
ENSG00000093183
ENSG00000093217
ENSG00000094631
ENSG00000094755
ENSG00000094796
ENSG00000094804
ENSG00000094841
ENSG00000094880
ENSG00000094963
ENSG00000095002
ENSG00000095015
ENSG00000095059
ENSG00000095110
ENSG00000095139
ENSG00000095203
ENSG00000095303
ENSG00000095321
ENSG00000095370
ENSG00000095380
ENSG00000095397
ENSG00000095464
ENSG00000095574
ENSG00000095585
ENSG00000095596
ENSG00000095627
ENSG00000095637
ENSG00000095713
ENSG00000095739
ENSG00000095752
ENSG00000095777
ENSG00000095787
ENSG00000095906
ENSG00000096006
ENSG00000096060
ENSG00000096063
ENSG00000096070
ENSG00000096092
ENSG00000096264
ENSG00000096384
ENSG00000096395
ENSG00000096401
ENSG00000096433
ENSG00000096696
ENSG00000096717
ENSG00000096872
ENSG00000096968
ENSG00000096996
ENSG00000097007
ENSG00000097021
ENSG00000097033
ENSG00000097046
ENSG00000099139
ENSG00000099194
ENSG00000099204
ENSG00000099250
ENSG00000099260
ENSG00000099282
ENSG00000099284
ENSG00000099290
ENSG00000099331
ENSG00000099337
ENSG00000099338
ENSG00000099364
ENSG00000099377
ENSG00000099385
ENSG00000099617
ENSG00000099622
ENSG00000099624
ENSG00000099625
ENSG00000099715
ENSG00000099785
ENSG00000099795
ENSG00000099797
ENSG00000099804
ENSG00000099810
ENSG00000099812
ENSG00000099817
ENSG00000099822
ENSG00000099834
ENSG00000099840
ENSG00000099849
ENSG00000099864
ENSG00000099866
ENSG00000099875
ENSG00000099899
ENSG00000099901
ENSG00000099917
ENSG00000099937
ENSG00000099940
ENSG00000099953
ENSG00000099954
ENSG00000099956
ENSG00000099957
ENSG00000099958
ENSG00000099960
ENSG00000099968
ENSG00000099974
ENSG00000099977
ENSG00000099985
ENSG00000099991
ENSG00000099992
ENSG00000099995
ENSG00000099998
ENSG00000099999
ENSG00000100003
ENSG00000100012
ENSG00000100023
ENSG00000100024
ENSG00000100027
ENSG00000100028
ENSG00000100029
ENSG00000100030
ENSG00000100031
ENSG00000100033
ENSG00000100034
ENSG00000100038
ENSG00000100053
ENSG00000100056
ENSG00000100060
ENSG00000100065
ENSG00000100068
ENSG00000100077
ENSG00000100083
ENSG00000100084
ENSG00000100092
ENSG00000100095
ENSG00000100100
ENSG00000100101
ENSG00000100104
ENSG00000100105
ENSG00000100106
ENSG00000100109
ENSG00000100116
ENSG00000100121
ENSG00000100122
ENSG00000100124
ENSG00000100129
ENSG00000100142
ENSG00000100147
ENSG00000100150
ENSG00000100151
ENSG00000100154
ENSG00000100156
ENSG00000100162
ENSG00000100167
ENSG00000100170
ENSG00000100196
ENSG00000100197
ENSG00000100201
ENSG00000100206
ENSG00000100211
ENSG00000100218
ENSG00000100219
ENSG00000100225
ENSG00000100226
ENSG00000100227
ENSG00000100234
ENSG00000100239
ENSG00000100241
ENSG00000100242
ENSG00000100243
ENSG00000100253
ENSG00000100258
ENSG00000100263
ENSG00000100266
ENSG00000100276
ENSG00000100281
ENSG00000100285
ENSG00000100288
ENSG00000100290
ENSG00000100296
ENSG00000100297
ENSG00000100298
ENSG00000100302
ENSG00000100307
ENSG00000100311
ENSG00000100314
ENSG00000100316
ENSG00000100319
ENSG00000100320
ENSG00000100321
ENSG00000100324
ENSG00000100325
ENSG00000100330
ENSG00000100335
ENSG00000100341
ENSG00000100344
ENSG00000100345
ENSG00000100346
ENSG00000100347
ENSG00000100348
ENSG00000100350
ENSG00000100353
ENSG00000100354
ENSG00000100359
ENSG00000100365
ENSG00000100368
ENSG00000100372
ENSG00000100373
ENSG00000100376
ENSG00000100379
ENSG00000100380
ENSG00000100387
ENSG00000100393
ENSG00000100395
ENSG00000100399
ENSG00000100401
ENSG00000100403
ENSG00000100410
ENSG00000100412
ENSG00000100416
ENSG00000100417
ENSG00000100426
ENSG00000100427
ENSG00000100429
ENSG00000100439
ENSG00000100441
ENSG00000100442
ENSG00000100448
ENSG00000100453
ENSG00000100461
ENSG00000100462
ENSG00000100473
ENSG00000100478
ENSG00000100479
ENSG00000100483
ENSG00000100485
ENSG00000100503
ENSG00000100504
ENSG00000100526
ENSG00000100528
ENSG00000100532
ENSG00000100557
ENSG00000100558
ENSG00000100564
ENSG00000100567
ENSG00000100568
ENSG00000100578
ENSG00000100580
ENSG00000100591
ENSG00000100596
ENSG00000100599
ENSG00000100600
ENSG00000100601
ENSG00000100604
ENSG00000100605
ENSG00000100612
ENSG00000100614
ENSG00000100625
ENSG00000100626
ENSG00000100629
ENSG00000100632
ENSG00000100647
ENSG00000100650
ENSG00000100652
ENSG00000100664
ENSG00000100697
ENSG00000100711
ENSG00000100714
ENSG00000100721
ENSG00000100726
ENSG00000100731
ENSG00000100739
ENSG00000100749
ENSG00000100767
ENSG00000100784
ENSG00000100813
ENSG00000100815
ENSG00000100836
ENSG00000100852
