MCODE App Results
Date: 7 ????. 2024 ?., 12:08:00

Parameters:
   Network Scoring:
      Include Loops: false  Degree Cutoff: 2
   Cluster Finding:
      Node Score Cutoff: 0.2  Haircut: true  Fluff: false  K-Core: 2  Max. Depth from Seed: 100

Cluster	Score (Density*#Nodes)	Nodes	Edges	Node IDs
1	116,884	390	22734	9606.ENSP00000366135, 9606.ENSP00000253107, 9606.ENSP00000452763, 9606.ENSP00000361232, 9606.ENSP00000371858, 9606.ENSP00000413436, 9606.ENSP00000306548, 9606.ENSP00000323858, 9606.ENSP00000487785, 9606.ENSP00000335463, 9606.ENSP00000411532, 9606.ENSP00000324020, 9606.ENSP00000363746, 9606.ENSP00000476117, 9606.ENSP00000429374, 9606.ENSP00000455106, 9606.ENSP00000259469, 9606.ENSP00000449253, 9606.ENSP00000229238, 9606.ENSP00000346120, 9606.ENSP00000215980, 9606.ENSP00000331901, 9606.ENSP00000361084, 9606.ENSP00000308275, 9606.ENSP00000364398, 9606.ENSP00000288207, 9606.ENSP00000403614, 9606.ENSP00000371514, 9606.ENSP00000320184, 9606.ENSP00000362208, 9606.ENSP00000223073, 9606.ENSP00000296674, 9606.ENSP00000377944, 9606.ENSP00000317376, 9606.ENSP00000081029, 9606.ENSP00000363524, 9606.ENSP00000292586, 9606.ENSP00000291576, 9606.ENSP00000300651, 9606.ENSP00000322180, 9606.ENSP00000363055, 9606.ENSP00000177742, 9606.ENSP00000221444, 9606.ENSP00000468425, 9606.ENSP00000333496, 9606.ENSP00000418268, 9606.ENSP00000354739, 9606.ENSP00000292574, 9606.ENSP00000252321, 9606.ENSP00000396673, 9606.ENSP00000342307, 9606.ENSP00000386655, 9606.ENSP00000258105, 9606.ENSP00000309538, 9606.ENSP00000265036, 9606.ENSP00000387007, 9606.ENSP00000361540, 9606.ENSP00000420714, 9606.ENSP00000295082, 9606.ENSP00000053468, 9606.ENSP00000424328, 9606.ENSP00000320171, 9606.ENSP00000367029, 9606.ENSP00000481697, 9606.ENSP00000323300, 9606.ENSP00000348849, 9606.ENSP00000234170, 9606.ENSP00000276585, 9606.ENSP00000257829, 9606.ENSP00000358784, 9606.ENSP00000355315, 9606.ENSP00000365806, 9606.ENSP00000305682, 9606.ENSP00000379911, 9606.ENSP00000315397, 9606.ENSP00000357643, 9606.ENSP00000410083, 9606.ENSP00000370125, 9606.ENSP00000336868, 9606.ENSP00000410746, 9606.ENSP00000318158, 9606.ENSP00000356319, 9606.ENSP00000268661, 9606.ENSP00000369682, 9606.ENSP00000305480, 9606.ENSP00000155840, 9606.ENSP00000393241, 9606.ENSP00000480987, 9606.ENSP00000247003, 9606.ENSP00000289371, 9606.ENSP00000411010, 9606.ENSP00000361043, 9606.ENSP00000490263, 9606.ENSP00000280684, 9606.ENSP00000379888, 9606.ENSP00000359018, 9606.ENSP00000272418, 9606.ENSP00000339145, 9606.ENSP00000348596, 9606.ENSP00000445595, 9606.ENSP00000315017, 9606.ENSP00000265056, 9606.ENSP00000327179, 9606.ENSP00000347277, 9606.ENSP00000360412, 9606.ENSP00000251496, 9606.ENSP00000300035, 9606.ENSP00000493712, 9606.ENSP00000287394, 9606.ENSP00000435954, 9606.ENSP00000260102, 9606.ENSP00000479504, 9606.ENSP00000265748, 9606.ENSP00000386134, 9606.ENSP00000240488, 9606.ENSP00000371985, 9606.ENSP00000361923, 9606.ENSP00000308332, 9606.ENSP00000355922, 9606.ENSP00000254940, 9606.ENSP00000166345, 9606.ENSP00000257934, 9606.ENSP00000307940, 9606.ENSP00000300093, 9606.ENSP00000447001, 9606.ENSP00000319591, 9606.ENSP00000380466, 9606.ENSP00000418008, 9606.ENSP00000306902, 9606.ENSP00000281453, 9606.ENSP00000405726, 9606.ENSP00000464342, 9606.ENSP00000362153, 9606.ENSP00000238146, 9606.ENSP00000263382, 9606.ENSP00000440850, 9606.ENSP00000311429, 9606.ENSP00000410059, 9606.ENSP00000362146, 9606.ENSP00000456218, 9606.ENSP00000263629, 9606.ENSP00000386226, 9606.ENSP00000298048, 9606.ENSP00000478982, 9606.ENSP00000336702, 9606.ENSP00000404375, 9606.ENSP00000328228, 9606.ENSP00000328854, 9606.ENSP00000262105, 9606.ENSP00000370508, 9606.ENSP00000244230, 9606.ENSP00000217026, 9606.ENSP00000384302, 9606.ENSP00000319417, 9606.ENSP00000254730, 9606.ENSP00000355471, 9606.ENSP00000256442, 9606.ENSP00000364119, 9606.ENSP00000274242, 9606.ENSP00000355899, 9606.ENSP00000250056, 9606.ENSP00000384952, 9606.ENSP00000353246, 9606.ENSP00000222567, 9606.ENSP00000245539, 9606.ENSP00000263753, 9606.ENSP00000361298, 9606.ENSP00000308179, 9606.ENSP00000334675, 9606.ENSP00000333401, 9606.ENSP00000359345, 9606.ENSP00000354040, 9606.ENSP00000451818, 9606.ENSP00000275517, 9606.ENSP00000322396, 9606.ENSP00000254630, 9606.ENSP00000492441, 9606.ENSP00000247191, 9606.ENSP00000346725, 9606.ENSP00000412292, 9606.ENSP00000225298, 9606.ENSP00000336741, 9606.ENSP00000407323, 9606.ENSP00000377536, 9606.ENSP00000285298, 9606.ENSP00000497004, 9606.ENSP00000254803, 9606.ENSP00000278572, 9606.ENSP00000287042, 9606.ENSP00000430706, 9606.ENSP00000265245, 9606.ENSP00000345055, 9606.ENSP00000346037, 9606.ENSP00000368887, 9606.ENSP00000356548, 9606.ENSP00000301019, 9606.ENSP00000290208, 9606.ENSP00000328236, 9606.ENSP00000360540, 9606.ENSP00000323065, 9606.ENSP00000353770, 9606.ENSP00000240423, 9606.ENSP00000325017, 9606.ENSP00000362105, 9606.ENSP00000499238, 9606.ENSP00000285116, 9606.ENSP00000363559, 9606.ENSP00000271452, 9606.ENSP00000230640, 9606.ENSP00000338862, 9606.ENSP00000431822, 9606.ENSP00000418960, 9606.ENSP00000339484, 9606.ENSP00000495273, 9606.ENSP00000355228, 9606.ENSP00000384621, 9606.ENSP00000302530, 9606.ENSP00000328511, 9606.ENSP00000246802, 9606.ENSP00000285814, 9606.ENSP00000253686, 9606.ENSP00000259239, 9606.ENSP00000354525, 9606.ENSP00000314193, 9606.ENSP00000363018, 9606.ENSP00000263239, 9606.ENSP00000300403, 9606.ENSP00000350698, 9606.ENSP00000359688, 9606.ENSP00000428085, 9606.ENSP00000477781, 9606.ENSP00000353793, 9606.ENSP00000379506, 9606.ENSP00000360498, 9606.ENSP00000484668, 9606.ENSP00000483495, 9606.ENSP00000314348, 9606.ENSP00000225430, 9606.ENSP00000404190, 9606.ENSP00000309334, 9606.ENSP00000263181, 9606.ENSP00000358802, 9606.ENSP00000454370, 9606.ENSP00000254605, 9606.ENSP00000317992, 9606.ENSP00000360806, 9606.ENSP00000465992, 9606.ENSP00000228843, 9606.ENSP00000253237, 9606.ENSP00000216911, 9606.ENSP00000362018, 9606.ENSP00000229758, 9606.ENSP00000378356, 9606.ENSP00000261015, 9606.ENSP00000391090, 9606.ENSP00000358563, 9606.ENSP00000470972, 9606.ENSP00000224073, 9606.ENSP00000385968, 9606.ENSP00000216122, 9606.ENSP00000377385, 9606.ENSP00000356379, 9606.ENSP00000341885, 9606.ENSP00000358812, 9606.ENSP00000402338, 9606.ENSP00000377007, 9606.ENSP00000358813, 9606.ENSP00000310726, 9606.ENSP00000304127, 9606.ENSP00000378699, 9606.ENSP00000346088, 9606.ENSP00000355541, 9606.ENSP00000355506, 9606.ENSP00000414321, 9606.ENSP00000306788, 9606.ENSP00000306473, 9606.ENSP00000307567, 9606.ENSP00000270861, 9606.ENSP00000308897, 9606.ENSP00000264995, 9606.ENSP00000494957, 9606.ENSP00000377640, 9606.ENSP00000393963, 9606.ENSP00000389356, 9606.ENSP00000346080, 9606.ENSP00000370589, 9606.ENSP00000432119, 9606.ENSP00000390331, 9606.ENSP00000355958, 9606.ENSP00000496832, 9606.ENSP00000308717, 9606.ENSP00000261708, 9606.ENSP00000335357, 9606.ENSP00000243253, 9606.ENSP00000428223, 9606.ENSP00000261597, 9606.ENSP00000264156, 9606.ENSP00000434241, 9606.ENSP00000296509, 9606.ENSP00000286398, 9606.ENSP00000355966, 9606.ENSP00000346001, 9606.ENSP00000426941, 9606.ENSP00000376457, 9606.ENSP00000385415, 9606.ENSP00000345917, 9606.ENSP00000442068, 9606.ENSP00000380982, 9606.ENSP00000371101, 9606.ENSP00000377492, 9606.ENSP00000253462, 9606.ENSP00000346015, 9606.ENSP00000355890, 9606.ENSP00000360793, 9606.ENSP00000415430, 9606.ENSP00000377793, 9606.ENSP00000220514, 9606.ENSP00000481495, 9606.ENSP00000364976, 9606.ENSP00000463784, 9606.ENSP00000255631, 9606.ENSP00000481380, 9606.ENSP00000414109, 9606.ENSP00000363642, 9606.ENSP00000348838, 9606.ENSP00000260363, 9606.ENSP00000417602, 9606.ENSP00000346027, 9606.ENSP00000361446, 9606.ENSP00000303706, 9606.ENSP00000377601, 9606.ENSP00000342676, 9606.ENSP00000264670, 9606.ENSP00000449884, 9606.ENSP00000388107, 9606.ENSP00000446184, 9606.ENSP00000305702, 9606.ENSP00000250024, 9606.ENSP00000258383, 9606.ENSP00000262460, 9606.ENSP00000297579, 9606.ENSP00000428489, 9606.ENSP00000315654, 9606.ENSP00000357320, 9606.ENSP00000309830, 9606.ENSP00000230340, 9606.ENSP00000341382, 9606.ENSP00000252602, 9606.ENSP00000209728, 9606.ENSP00000261637, 9606.ENSP00000298283, 9606.ENSP00000477848, 9606.ENSP00000267425, 9606.ENSP00000258772, 9606.ENSP00000315644, 9606.ENSP00000260563, 9606.ENSP00000376272, 9606.ENSP00000389103, 9606.ENSP00000356001, 9606.ENSP00000360626, 9606.ENSP00000373404, 9606.ENSP00000345957, 9606.ENSP00000265148, 9606.ENSP00000360623, 9606.ENSP00000431040, 9606.ENSP00000366519, 9606.ENSP00000482107, 9606.ENSP00000202816, 9606.ENSP00000479617, 9606.ENSP00000313950, 9606.ENSP00000498803, 9606.ENSP00000310842, 9606.ENSP00000352021, 9606.ENSP00000264279, 9606.ENSP00000323872, 9606.ENSP00000305204, 9606.ENSP00000461930, 9606.ENSP00000258955, 9606.ENSP00000484903, 9606.ENSP00000362744, 9606.ENSP00000395772, 9606.ENSP00000260731, 9606.ENSP00000301633, 9606.ENSP00000321656, 9606.ENSP00000282074, 9606.ENSP00000417464, 9606.ENSP00000287598, 9606.ENSP00000375730, 9606.ENSP00000454836, 9606.ENSP00000354091
2	41,562	243	5029	9606.ENSP00000323246, 9606.ENSP00000272645, 9606.ENSP00000249269, 9606.ENSP00000418438, 9606.ENSP00000274400, 9606.ENSP00000255764, 9606.ENSP00000357308, 9606.ENSP00000325425, 9606.ENSP00000482438, 9606.ENSP00000160827, 9606.ENSP00000419087, 9606.ENSP00000380033, 9606.ENSP00000380256, 9606.ENSP00000258455, 9606.ENSP00000222388, 9606.ENSP00000478303, 9606.ENSP00000226796, 9606.ENSP00000383178, 9606.ENSP00000429089, 9606.ENSP00000311083, 9606.ENSP00000257909, 9606.ENSP00000288937, 9606.ENSP00000396441, 9606.ENSP00000263657, 9606.ENSP00000407336, 9606.ENSP00000392709, 9606.ENSP00000381736, 9606.ENSP00000367276, 9606.ENSP00000351589, 9606.ENSP00000372199, 9606.ENSP00000343867, 9606.ENSP00000362036, 9606.ENSP00000263974, 9606.ENSP00000359098, 9606.ENSP00000369411, 9606.ENSP00000318966, 9606.ENSP00000250495, 9606.ENSP00000370193, 9606.ENSP00000223324, 9606.ENSP00000384477, 9606.ENSP00000413572, 9606.ENSP00000315774, 9606.ENSP00000301457, 9606.ENSP00000339720, 9606.ENSP00000367806, 9606.ENSP00000417402, 9606.ENSP00000430494, 9606.ENSP00000429707, 9606.ENSP00000330737, 9606.ENSP00000324124, 9606.ENSP00000301585, 9606.ENSP00000441126, 9606.ENSP00000215565, 9606.ENSP00000354728, 9606.ENSP00000252996, 9606.ENSP00000301587, 9606.ENSP00000428426, 9606.ENSP00000300688, 9606.ENSP00000333837, 9606.ENSP00000223641, 9606.ENSP00000390647, 9606.ENSP00000385479, 9606.ENSP00000266544, 9606.ENSP00000225969, 9606.ENSP00000325612, 9606.ENSP00000326767, 9606.ENSP00000369162, 9606.ENSP00000360492, 9606.ENSP00000265963, 9606.ENSP00000203001, 9606.ENSP00000261245, 9606.ENSP00000362068, 9606.ENSP00000264596, 9606.ENSP00000344393, 9606.ENSP00000398803, 9606.ENSP00000257570, 9606.ENSP00000266970, 9606.ENSP00000341082, 9606.ENSP00000362873, 9606.ENSP00000362687, 9606.ENSP00000401191, 9606.ENSP00000420477, 9606.ENSP00000362688, 9606.ENSP00000375809, 9606.ENSP00000217456, 9606.ENSP00000388337, 9606.ENSP00000268668, 9606.ENSP00000367406, 9606.ENSP00000184266, 9606.ENSP00000299424, 9606.ENSP00000354813, 9606.ENSP00000225728, 9606.ENSP00000326981, 9606.ENSP00000317159, 9606.ENSP00000338788, 9606.ENSP00000355046, 9606.ENSP00000268379, 9606.ENSP00000438483, 9606.ENSP00000400646, 9606.ENSP00000399982, 9606.ENSP00000237380, 9606.ENSP00000328484, 9606.ENSP00000446252, 9606.ENSP00000263774, 9606.ENSP00000317780, 9606.ENSP00000354961, 9606.ENSP00000283875, 9606.ENSP00000467024, 9606.ENSP00000389160, 9606.ENSP00000460871, 9606.ENSP00000268138, 9606.ENSP00000276062, 9606.ENSP00000274137, 9606.ENSP00000357823, 9606.ENSP00000339933, 9606.ENSP00000418221, 9606.ENSP00000465099, 9606.ENSP00000457513, 9606.ENSP00000303515, 9606.ENSP00000356972, 9606.ENSP00000425979, 9606.ENSP00000364320, 9606.ENSP00000367939, 9606.ENSP00000481465, 9606.ENSP00000230056, 9606.ENSP00000465075, 9606.ENSP00000301788, 9606.ENSP00000354554, 9606.ENSP00000354633, 9606.ENSP00000385725, 9606.ENSP00000354499, 9606.ENSP00000364037, 9606.ENSP00000394331, 9606.ENSP00000323720, 9606.ENSP00000479794, 9606.ENSP00000332887, 9606.ENSP00000342889, 9606.ENSP00000221859, 9606.ENSP00000425759, 9606.ENSP00000385410, 9606.ENSP00000456348, 9606.ENSP00000382250, 9606.ENSP00000351380, 9606.ENSP00000299166, 9606.ENSP00000417142, 9606.ENSP00000333934, 9606.ENSP00000497587, 9606.ENSP00000262189, 9606.ENSP00000292035, 9606.ENSP00000229379, 9606.ENSP00000306999, 9606.ENSP00000378295, 9606.ENSP00000376472, 9606.ENSP00000354876, 9606.ENSP00000355574, 9606.ENSP00000497474, 9606.ENSP00000354982, 9606.ENSP00000298428, 9606.ENSP00000264932, 9606.ENSP00000334044, 9606.ENSP00000300738, 9606.ENSP00000340823, 9606.ENSP00000365243, 9606.ENSP00000281701, 9606.ENSP00000345195, 9606.ENSP00000251871, 9606.ENSP00000274606, 9606.ENSP00000350447, 9606.ENSP00000327268, 9606.ENSP00000259895, 9606.ENSP00000380495, 9606.ENSP00000286317, 9606.ENSP00000297347, 9606.ENSP00000275820, 9606.ENSP00000312995, 9606.ENSP00000313877, 9606.ENSP00000354125, 9606.ENSP00000293777, 9606.ENSP00000292614, 9606.ENSP00000326550, 9606.ENSP00000482543, 9606.ENSP00000281031, 9606.ENSP00000311430, 9606.ENSP00000302478, 9606.ENSP00000262300, 9606.ENSP00000379372, 9606.ENSP00000354687, 9606.ENSP00000302886, 9606.ENSP00000445162, 9606.ENSP00000354665, 9606.ENSP00000386227, 9606.ENSP00000361433, 9606.ENSP00000296577, 9606.ENSP00000339063, 9606.ENSP00000309565, 9606.ENSP00000355090, 9606.ENSP00000283006, 9606.ENSP00000358854, 9606.ENSP00000498791, 9606.ENSP00000477907, 9606.ENSP00000340271, 9606.ENSP00000360944, 9606.ENSP00000350491, 9606.ENSP00000249776, 9606.ENSP00000366249, 9606.ENSP00000256443, 9606.ENSP00000315476, 9606.ENSP00000362058, 9606.ENSP00000276689, 9606.ENSP00000357292, 9606.ENSP00000423399, 9606.ENSP00000322439, 9606.ENSP00000476100, 9606.ENSP00000244496, 9606.ENSP00000290663, 9606.ENSP00000246868, 9606.ENSP00000216190, 9606.ENSP00000377411, 9606.ENSP00000221233, 9606.ENSP00000363929, 9606.ENSP00000466818, 9606.ENSP00000483888, 9606.ENSP00000323046, 9606.ENSP00000423673, 9606.ENSP00000354580, 9606.ENSP00000252102, 9606.ENSP00000415536, 9606.ENSP00000307288, 9606.ENSP00000355206, 9606.ENSP00000258424, 9606.ENSP00000481920, 9606.ENSP00000219097, 9606.ENSP00000306968, 9606.ENSP00000497305, 9606.ENSP00000369965, 9606.ENSP00000216367, 9606.ENSP00000458770, 9606.ENSP00000287490, 9606.ENSP00000268711, 9606.ENSP00000329915, 9606.ENSP00000497641, 9606.ENSP00000368793, 9606.ENSP00000321449
3	37,559	359	6723	9606.ENSP00000482431, 9606.ENSP00000467266, 9606.ENSP00000426654, 9606.ENSP00000292907, 9606.ENSP00000384048, 9606.ENSP00000443017, 9606.ENSP00000247668, 9606.ENSP00000361658, 9606.ENSP00000352400, 9606.ENSP00000256404, 9606.ENSP00000325290, 9606.ENSP00000336790, 9606.ENSP00000419449, 9606.ENSP00000357679, 9606.ENSP00000219070, 9606.ENSP00000261643, 9606.ENSP00000285968, 9606.ENSP00000379078, 9606.ENSP00000309477, 9606.ENSP00000432768, 9606.ENSP00000360242, 9606.ENSP00000357876, 9606.ENSP00000445633, 9606.ENSP00000309474, 9606.ENSP00000348554, 9606.ENSP00000483283, 9606.ENSP00000475814, 9606.ENSP00000351446, 9606.ENSP00000293825, 9606.ENSP00000257118, 9606.ENSP00000498653, 9606.ENSP00000276201, 9606.ENSP00000222390, 9606.ENSP00000496044, 9606.ENSP00000419665, 9606.ENSP00000296795, 9606.ENSP00000357206, 9606.ENSP00000455265, 9606.ENSP00000264246, 9606.ENSP00000410481, 9606.ENSP00000394394, 9606.ENSP00000378402, 9606.ENSP00000216341, 9606.ENSP00000228918, 9606.ENSP00000337332, 9606.ENSP00000465500, 9606.ENSP00000497290, 9606.ENSP00000384490, 9606.ENSP00000321260, 9606.ENSP00000433642, 9606.ENSP00000265564, 9606.ENSP00000371155, 9606.ENSP00000358022, 9606.ENSP00000353741, 9606.ENSP00000386541, 9606.ENSP00000244534, 9606.ENSP00000403495, 9606.ENSP00000256078, 9606.ENSP00000423563, 9606.ENSP00000314441, 9606.ENSP00000428340, 9606.ENSP00000318297, 9606.ENSP00000261303, 9606.ENSP00000219313, 9606.ENSP00000267843, 9606.ENSP00000476386, 9606.ENSP00000209873, 9606.ENSP00000384629, 9606.ENSP00000454623, 9606.ENSP00000484638, 9606.ENSP00000364543, 9606.ENSP00000269385, 9606.ENSP00000264645, 9606.ENSP00000362592, 9606.ENSP00000280357, 9606.ENSP00000479284, 9606.ENSP00000332973, 9606.ENSP00000355780, 9606.ENSP00000367721, 9606.ENSP00000298545, 9606.ENSP00000217958, 9606.ENSP00000215832, 9606.ENSP00000346577, 9606.ENSP00000329757, 9606.ENSP00000331111, 9606.ENSP00000339566, 9606.ENSP00000355231, 9606.ENSP00000292475, 9606.ENSP00000445831, 9606.ENSP00000419370, 9606.ENSP00000466639, 9606.ENSP00000225983, 9606.ENSP00000254508, 9606.ENSP00000349957, 9606.ENSP00000352627, 9606.ENSP00000360664, 9606.ENSP00000306884, 9606.ENSP00000264639, 9606.ENSP00000263672, 9606.ENSP00000305230, 9606.ENSP00000200453, 9606.ENSP00000477527, 9606.ENSP00000216297, 9606.ENSP00000326948, 9606.ENSP00000044462, 9606.ENSP00000311816, 9606.ENSP00000367203, 9606.ENSP00000295119, 9606.ENSP00000366999, 9606.ENSP00000418751, 9606.ENSP00000328023, 9606.ENSP00000495795, 9606.ENSP00000376500, 9606.ENSP00000227507, 9606.ENSP00000484095, 9606.ENSP00000434729, 9606.ENSP00000264498, 9606.ENSP00000360483, 9606.ENSP00000199447, 9606.ENSP00000410186, 9606.ENSP00000433138, 9606.ENSP00000484411, 9606.ENSP00000322788, 9606.ENSP00000372155, 9606.ENSP00000355623, 9606.ENSP00000245838, 9606.ENSP00000385823, 9606.ENSP00000356954, 9606.ENSP00000210313, 9606.ENSP00000361359, 9606.ENSP00000366618, 9606.ENSP00000450607, 9606.ENSP00000264552, 9606.ENSP00000316032, 9606.ENSP00000489282, 9606.ENSP00000368358, 9606.ENSP00000499067, 9606.ENSP00000261712, 9606.ENSP00000448665, 9606.ENSP00000392985, 9606.ENSP00000216254, 9606.ENSP00000215530, 9606.ENSP00000359859, 9606.ENSP00000376637, 9606.ENSP00000368104, 9606.ENSP00000496954, 9606.ENSP00000461879, 9606.ENSP00000337632, 9606.ENSP00000263663, 9606.ENSP00000332790, 9606.ENSP00000351314, 9606.ENSP00000157812, 9606.ENSP00000326519, 9606.ENSP00000361982, 9606.ENSP00000485401, 9606.ENSP00000357644, 9606.ENSP00000261819, 9606.ENSP00000482657, 9606.ENSP00000289316, 9606.ENSP00000362334, 9606.ENSP00000362674, 9606.ENSP00000263923, 9606.ENSP00000373312, 9606.ENSP00000489317, 9606.ENSP00000365380, 9606.ENSP00000337060, 9606.ENSP00000446872, 9606.ENSP00000384018, 9606.ENSP00000374354, 9606.ENSP00000351273, 9606.ENSP00000474412, 9606.ENSP00000367022, 9606.ENSP00000371067, 9606.ENSP00000264093, 9606.ENSP00000324890, 9606.ENSP00000330237, 9606.ENSP00000379181, 9606.ENSP00000364815, 9606.ENSP00000327513, 9606.ENSP00000477141, 9606.ENSP00000358983, 9606.ENSP00000269571, 9606.ENSP00000262160, 9606.ENSP00000397927, 9606.ENSP00000482674, 9606.ENSP00000354632, 9606.ENSP00000306003, 9606.ENSP00000355140, 9606.ENSP00000366974, 9606.ENSP00000341551, 9606.ENSP00000479106, 9606.ENSP00000355325, 9606.ENSP00000332194, 9606.ENSP00000342262, 9606.ENSP00000480043, 9606.ENSP00000497590, 9606.ENSP00000484998, 9606.ENSP00000296871, 9606.ENSP00000413908, 9606.ENSP00000307705, 9606.ENSP00000437360, 9606.ENSP00000341247, 9606.ENSP00000297261, 9606.ENSP00000414359, 9606.ENSP00000302548, 9606.ENSP00000259457, 9606.ENSP00000262193, 9606.ENSP00000378517, 9606.ENSP00000261584, 9606.ENSP00000352119, 9606.ENSP00000299697, 9606.ENSP00000218388, 9606.ENSP00000264515, 9606.ENSP00000362299, 9606.ENSP00000369581, 9606.ENSP00000293362, 9606.ENSP00000366962, 9606.ENSP00000264110, 9606.ENSP00000348924, 9606.ENSP00000351671, 9606.ENSP00000484261, 9606.ENSP00000480791, 9606.ENSP00000216802, 9606.ENSP00000374280, 9606.ENSP00000482063, 9606.ENSP00000362361, 9606.ENSP00000301280, 9606.ENSP00000480378, 9606.ENSP00000466214, 9606.ENSP00000296255, 9606.ENSP00000462355, 9606.ENSP00000229179, 9606.ENSP00000258742, 9606.ENSP00000376943, 9606.ENSP00000264183, 9606.ENSP00000245544, 9606.ENSP00000361021, 9606.ENSP00000429931, 9606.ENSP00000264664, 9606.ENSP00000231487, 9606.ENSP00000355385, 9606.ENSP00000364016, 9606.ENSP00000262367, 9606.ENSP00000366679, 9606.ENSP00000410409, 9606.ENSP00000278412, 9606.ENSP00000168712, 9606.ENSP00000411471, 9606.ENSP00000368984, 9606.ENSP00000480826, 9606.ENSP00000231498, 9606.ENSP00000222718, 9606.ENSP00000311697, 9606.ENSP00000370781, 9606.ENSP00000483688, 9606.ENSP00000321320, 9606.ENSP00000260356, 9606.ENSP00000299855, 9606.ENSP00000310668, 9606.ENSP00000481029, 9606.ENSP00000308750, 9606.ENSP00000499935, 9606.ENSP00000381185, 9606.ENSP00000391211, 9606.ENSP00000217182, 9606.ENSP00000339976, 9606.ENSP00000359787, 9606.ENSP00000309126, 9606.ENSP00000393139, 9606.ENSP00000382779, 9606.ENSP00000231004, 9606.ENSP00000303373, 9606.ENSP00000242784, 9606.ENSP00000290541, 9606.ENSP00000348442, 9606.ENSP00000302898, 9606.ENSP00000482538, 9606.ENSP00000478766, 9606.ENSP00000483842, 9606.ENSP00000424870, 9606.ENSP00000269397, 9606.ENSP00000396937, 9606.ENSP00000243997, 9606.ENSP00000342434, 9606.ENSP00000363787, 9606.ENSP00000457723, 9606.ENSP00000400175, 9606.ENSP00000356448, 9606.ENSP00000415743, 9606.ENSP00000362576, 9606.ENSP00000299601, 9606.ENSP00000253408, 9606.ENSP00000458762, 9606.ENSP00000412302, 9606.ENSP00000470252, 9606.ENSP00000355896, 9606.ENSP00000360939, 9606.ENSP00000355656, 9606.ENSP00000262027, 9606.ENSP00000309572, 9606.ENSP00000419060, 9606.ENSP00000227474, 9606.ENSP00000357858, 9606.ENSP00000360266, 9606.ENSP00000284523, 9606.ENSP00000342510, 9606.ENSP00000368458, 9606.ENSP00000080059, 9606.ENSP00000379350, 9606.ENSP00000471455, 9606.ENSP00000229795, 9606.ENSP00000444136, 9606.ENSP00000319104, 9606.ENSP00000326737, 9606.ENSP00000242261, 9606.ENSP00000379784, 9606.ENSP00000250092, 9606.ENSP00000333633, 9606.ENSP00000371790, 9606.ENSP00000481575, 9606.ENSP00000378743, 9606.ENSP00000282397, 9606.ENSP00000321744, 9606.ENSP00000399324, 9606.ENSP00000379472, 9606.ENSP00000421076, 9606.ENSP00000334122, 9606.ENSP00000318195, 9606.ENSP00000498587, 9606.ENSP00000262415, 9606.ENSP00000448054, 9606.ENSP00000376889, 9606.ENSP00000371230, 9606.ENSP00000363384, 9606.ENSP00000365435, 9606.ENSP00000330382, 9606.ENSP00000358155, 9606.ENSP00000376886, 9606.ENSP00000418695, 9606.ENSP00000368688, 9606.ENSP00000261479, 9606.ENSP00000291232, 9606.ENSP00000261799, 9606.ENSP00000302967, 9606.ENSP00000315700, 9606.ENSP00000479266, 9606.ENSP00000253247, 9606.ENSP00000395738, 9606.ENSP00000265171, 9606.ENSP00000330074, 9606.ENSP00000345895, 9606.ENSP00000359988, 9606.ENSP00000359939, 9606.ENSP00000358160, 9606.ENSP00000292879, 9606.ENSP00000471191, 9606.ENSP00000313419, 9606.ENSP00000313603, 9606.ENSP00000339527
